method,split,seed,episodes,success_rate,mean_mean_abs_force_error,mean_post_shift_force_error,mean_normalized_force_error,mean_peak_overshoot,mean_safety_violation_rate,mean_slip_rate,mean_chatter_rate,mean_settling_latency,mean_energy,mean_final_progress,mean_token_switches
ensemble_uncertainty_gain,nominal_surface_tracking,3,6,0.33333,2.25823,0.35400,0.18714,1.11769,0.00000,0.61046,0.00581,5.00000,0.64440,0.83248,0.00000
ensemble_uncertainty_gain,nominal_surface_tracking,4,6,0.16667,2.16117,0.30394,0.17490,1.08149,0.00000,0.60780,0.00584,5.00000,0.63770,0.83059,0.00000
ensemble_uncertainty_gain,nominal_surface_tracking,5,6,0.33333,2.15298,0.36532,0.18031,1.08703,0.00000,0.61318,0.00581,5.00000,0.61917,0.82985,0.00000
ensemble_uncertainty_gain,nominal_surface_tracking,6,6,0.00000,2.03661,0.30125,0.16890,1.08041,0.00000,0.61434,0.00000,5.00000,0.60208,0.82870,0.00000
ensemble_uncertainty_gain,nominal_surface_tracking,7,6,0.16667,2.16634,0.39478,0.18078,1.09606,0.00000,0.61508,0.00194,5.00000,0.63059,0.83271,0.00000
ensemble_uncertainty_gain,sensor_noise_burst,0,6,0.33333,2.46025,0.60128,0.15665,1.34214,0.00000,0.60853,0.04457,5.00000,0.64503,0.82194,0.00000
ensemble_uncertainty_gain,sensor_noise_burst,1,6,0.33333,2.60792,0.62571,0.15772,1.36740,0.00000,0.60506,0.07710,5.00000,0.60406,0.81825,0.00000
ensemble_uncertainty_gain,sensor_noise_burst,2,6,0.16667,2.65552,0.63140,0.16802,1.33519,0.00000,0.60153,0.07739,5.00000,0.63771,0.81799,0.00000
ensemble_uncertainty_gain,sensor_noise_burst,3,6,0.50000,2.61468,0.64440,0.16470,1.38553,0.00000,0.60194,0.06019,5.00000,0.63687,0.82090,0.00000
ensemble_uncertainty_gain,sensor_noise_burst,4,6,0.83333,2.69498,0.64199,0.16680,1.39300,0.00000,0.59614,0.05248,5.16667,0.64485,0.81837,0.00000
ensemble_uncertainty_gain,sensor_noise_burst,5,6,0.50000,2.64960,0.75283,0.16323,1.36594,0.00000,0.59964,0.06578,5.00000,0.62361,0.82053,0.00000
ensemble_uncertainty_gain,sensor_noise_burst,6,6,0.33333,2.58541,0.68654,0.16540,1.40988,0.00000,0.60926,0.06580,5.00000,0.60705,0.82034,0.00000
ensemble_uncertainty_gain,sensor_noise_burst,7,6,0.50000,2.70945,0.74623,0.16488,1.44975,0.00000,0.60539,0.05611,5.00000,0.63965,0.82056,0.00000
ensemble_uncertainty_gain,stick_slip_cycle,0,6,0.66667,2.14403,0.63062,0.15282,1.09327,0.00000,0.59337,0.02134,5.00000,0.61321,0.79995,0.00000
ensemble_uncertainty_gain,stick_slip_cycle,1,6,0.66667,2.22189,0.51988,0.16149,1.16891,0.00000,0.59120,0.02909,5.00000,0.57649,0.80017,0.00000
ensemble_uncertainty_gain,stick_slip_cycle,2,6,1.00000,2.24696,0.60314,0.15911,1.15303,0.00000,0.57946,0.03290,5.00000,0.60402,0.79662,0.00000
ensemble_uncertainty_gain,stick_slip_cycle,3,6,1.00000,2.17948,0.57198,0.16181,1.10927,0.00000,0.57308,0.02146,5.00000,0.60012,0.79440,0.00000
ensemble_uncertainty_gain,stick_slip_cycle,4,6,0.83333,2.21167,0.69623,0.15437,1.09967,0.00000,0.58295,0.01772,5.00000,0.60438,0.80416,0.00000
ensemble_uncertainty_gain,stick_slip_cycle,5,6,0.83333,2.27911,0.64365,0.17051,1.17925,0.00000,0.58947,0.02724,5.00000,0.58472,0.79838,0.00000
ensemble_uncertainty_gain,stick_slip_cycle,6,6,0.83333,2.24421,0.61158,0.15925,1.18739,0.00000,0.58450,0.01945,5.00000,0.56770,0.79452,0.00000
ensemble_uncertainty_gain,stick_slip_cycle,7,6,1.00000,2.24848,0.58033,0.16044,1.15931,0.00000,0.57946,0.02132,5.00000,0.60074,0.79886,0.00000
ensemble_uncertainty_gain,stiffness_shift,0,6,0.16667,3.06267,0.76942,0.26100,1.77195,0.02519,0.61822,0.00969,5.66667,0.64538,0.82497,0.00000
ensemble_uncertainty_gain,stiffness_shift,1,6,0.00000,3.16616,0.68254,0.25503,1.86804,0.03685,0.61902,0.00974,5.00000,0.60320,0.82242,0.00000
ensemble_uncertainty_gain,stiffness_shift,2,6,0.00000,3.08842,1.00675,0.26731,1.87591,0.03301,0.61747,0.00971,6.66667,0.62653,0.82274,0.00000
ensemble_uncertainty_gain,stiffness_shift,3,6,0.00000,3.23850,0.74576,0.25901,1.83636,0.02713,0.60465,0.01357,6.00000,0.64635,0.82176,0.00000
ensemble_uncertainty_gain,stiffness_shift,4,6,0.00000,3.02795,0.79393,0.24988,1.85544,0.03110,0.61480,0.01555,6.83333,0.62195,0.82478,0.00000
ensemble_uncertainty_gain,stiffness_shift,5,6,0.00000,3.17277,0.74110,0.26468,1.80740,0.03283,0.61200,0.01542,5.16667,0.62884,0.82215,0.00000
ensemble_uncertainty_gain,stiffness_shift,6,6,0.00000,3.18679,0.60396,0.27193,1.86154,0.02907,0.61628,0.01163,5.00000,0.60647,0.82357,0.00000
ensemble_uncertainty_gain,stiffness_shift,7,6,0.00000,3.12498,1.13505,0.25983,1.81226,0.02713,0.61628,0.01551,7.00000,0.62841,0.82443,0.00000
ensemble_uncertainty_gain,surface_discontinuity,0,6,0.33333,2.52659,0.85794,0.15323,1.25433,0.00000,0.59225,0.03306,5.00000,0.61963,0.80262,0.00000
ensemble_uncertainty_gain,surface_discontinuity,1,6,0.66667,2.56251,1.06912,0.15260,1.29697,0.00000,0.59339,0.03114,5.66667,0.57317,0.80054,0.00000
ensemble_uncertainty_gain,surface_discontinuity,2,6,0.83333,2.45889,0.92621,0.15154,1.25412,0.00000,0.59063,0.02918,5.00000,0.60330,0.80531,0.00000
ensemble_uncertainty_gain,surface_discontinuity,3,6,0.66667,2.65054,0.92644,0.15926,1.28150,0.00000,0.58361,0.02536,5.00000,0.61157,0.80332,0.00000
ensemble_uncertainty_gain,surface_discontinuity,4,6,0.66667,2.52895,1.03162,0.16109,1.21864,0.00000,0.58605,0.02150,5.00000,0.59975,0.80199,0.00000
ensemble_uncertainty_gain,surface_discontinuity,5,6,0.50000,2.59141,0.85720,0.16142,1.31453,0.00000,0.59261,0.03308,5.00000,0.58530,0.80350,0.00000
ensemble_uncertainty_gain,surface_discontinuity,6,6,0.50000,2.56824,0.93880,0.15152,1.29958,0.00000,0.59419,0.02725,5.16667,0.57519,0.80685,0.00000
ensemble_uncertainty_gain,surface_discontinuity,7,6,0.50000,2.50241,0.93703,0.15461,1.23852,0.00000,0.59378,0.04487,5.00000,0.59037,0.80231,0.00000
ensemble_uncertainty_gain,target_force_jump,0,6,0.33333,2.22156,1.06342,0.13303,1.20787,0.00000,0.61308,0.01576,5.00000,0.59160,0.81371,0.00000
ensemble_uncertainty_gain,target_force_jump,1,6,0.16667,2.19154,1.47319,0.12244,1.17315,0.00000,0.60782,0.02544,5.00000,0.55499,0.81098,0.00000
ensemble_uncertainty_gain,target_force_jump,2,6,0.00000,2.37162,1.27907,0.13505,1.28425,0.00000,0.61372,0.02549,5.00000,0.58006,0.81256,0.00000
ensemble_uncertainty_gain,target_force_jump,3,6,0.33333,2.22963,0.99024,0.13750,1.20116,0.00000,0.60315,0.02752,5.00000,0.58840,0.81288,0.00000
ensemble_uncertainty_gain,target_force_jump,4,6,0.00000,2.22589,1.14408,0.12847,1.21121,0.00000,0.60960,0.02178,5.00000,0.58241,0.81566,0.00000
ensemble_uncertainty_gain,target_force_jump,5,6,0.33333,2.21086,1.19615,0.12576,1.21013,0.00000,0.60754,0.02563,5.00000,0.56025,0.81127,0.00000
ensemble_uncertainty_gain,target_force_jump,6,6,0.16667,2.17483,1.44191,0.12183,1.20057,0.00000,0.60784,0.01764,5.00000,0.55625,0.81438,0.00000
ensemble_uncertainty_gain,target_force_jump,7,6,0.33333,2.25766,1.19684,0.13029,1.20974,0.00000,0.60829,0.02950,5.00000,0.57426,0.81111,0.00000
fixed_impedance,actuator_saturation,0,6,1.00000,3.42728,3.78463,0.19571,1.67740,0.01136,0.56412,0.04147,22.33333,0.91111,0.81359,0.00000
fixed_impedance,actuator_saturation,1,6,1.00000,3.48807,3.44748,0.20644,1.75088,0.01894,0.56333,0.03777,26.50000,0.91898,0.81184,0.00000
fixed_impedance,actuator_saturation,2,6,1.00000,3.18639,3.14331,0.18381,1.72788,0.01702,0.56908,0.03400,6.50000,0.90403,0.81468,0.00000
fixed_impedance,actuator_saturation,3,6,1.00000,3.52503,3.49733,0.20566,1.70817,0.01136,0.57008,0.04167,12.00000,0.95282,0.81182,0.00000
fixed_impedance,actuator_saturation,4,6,0.83333,3.39675,3.39550,0.19984,1.75237,0.02643,0.56144,0.04728,5.66667,0.97114,0.81325,0.00000
fixed_impedance,actuator_saturation,5,6,1.00000,3.18819,3.17371,0.18543,1.72917,0.01704,0.55558,0.03769,6.83333,0.89215,0.81410,0.00000
fixed_impedance,actuator_saturation,6,6,1.00000,3.48761,3.22674,0.20221,1.70854,0.01511,0.57280,0.03596,6.66667,0.94015,0.81170,0.00000
fixed_impedance,actuator_saturation,7,6,1.00000,3.47189,3.32938,0.20356,1.75125,0.02643,0.56122,0.04147,10.00000,0.93718,0.81269,0.00000
fixed_impedance,combined_extreme_stress,0,6,0.00000,4.62690,7.56188,0.25212,1.73488,0.01705,0.50568,0.07954,96.00000,0.86061,0.76979,0.00000
fixed_impedance,combined_extreme_stress,1,6,0.33333,4.45791,7.24969,0.23775,1.69071,0.00758,0.49811,0.08712,96.00000,0.88919,0.77629,0.00000
fixed_impedance,combined_extreme_stress,2,6,0.33333,4.41415,8.09760,0.23853,1.70985,0.01705,0.50757,0.09091,96.00000,0.84132,0.77849,0.00000
fixed_impedance,combined_extreme_stress,3,6,0.33333,4.40088,7.22360,0.24662,1.69666,0.00947,0.50947,0.08901,80.83333,0.90731,0.77895,0.00000
fixed_impedance,combined_extreme_stress,4,6,0.66667,4.29278,7.81406,0.22387,1.71159,0.01136,0.50190,0.08901,96.00000,0.91857,0.77935,0.00000
fixed_impedance,combined_extreme_stress,5,6,0.33333,4.40316,7.60616,0.24153,1.67877,0.00568,0.49811,0.10606,96.00000,0.84588,0.77855,0.00000
fixed_impedance,combined_extreme_stress,6,6,0.66667,4.32748,7.74186,0.22767,1.73637,0.01136,0.51515,0.07576,96.00000,0.87946,0.77743,0.00000
fixed_impedance,combined_extreme_stress,7,6,0.50000,4.31080,7.54671,0.23435,1.74271,0.01705,0.50000,0.07765,96.00000,0.87878,0.77504,0.00000
fixed_impedance,combined_stress,0,6,0.16667,4.35876,6.05037,0.25850,1.63307,0.00189,0.52841,0.04356,96.00000,0.84803,0.78147,0.00000
fixed_impedance,combined_stress,1,6,0.16667,4.05272,5.35139,0.24635,1.63443,0.00189,0.52462,0.05303,96.00000,0.84608,0.78214,0.00000
fixed_impedance,combined_stress,2,6,0.33333,4.04249,5.68638,0.23823,1.64007,0.00568,0.53599,0.05871,96.00000,0.83020,0.78354,0.00000
fixed_impedance,combined_stress,3,6,0.00000,4.32114,5.80055,0.26013,1.70825,0.01136,0.53409,0.06250,96.00000,0.88347,0.78174,0.00000
fixed_impedance,combined_stress,4,6,0.33333,4.23675,5.78228,0.24962,1.68780,0.00947,0.51704,0.07008,96.00000,0.89760,0.77933,0.00000
fixed_impedance,combined_stress,5,6,0.16667,4.29921,5.81670,0.25861,1.75224,0.01515,0.52841,0.07765,96.00000,0.81700,0.77938,0.00000
fixed_impedance,combined_stress,6,6,0.50000,4.03271,5.56462,0.23603,1.74117,0.02083,0.53598,0.05492,82.66667,0.87437,0.78510,0.00000
fixed_impedance,combined_stress,7,6,0.33333,4.20117,5.71973,0.23896,1.71804,0.01136,0.52084,0.05492,96.00000,0.87655,0.77827,0.00000
fixed_impedance,contact_transition,0,6,1.00000,2.79564,2.22801,0.19054,1.81669,0.03219,0.56818,0.03598,5.00000,0.87413,0.81244,0.00000
fixed_impedance,contact_transition,1,6,1.00000,2.97939,2.60236,0.19664,1.91270,0.04735,0.56250,0.03977,7.50000,0.87201,0.81199,0.00000
fixed_impedance,contact_transition,2,6,1.00000,2.81620,2.20905,0.18996,1.84404,0.03597,0.56906,0.04535,5.00000,0.86441,0.81288,0.00000
fixed_impedance,contact_transition,3,6,1.00000,2.89157,2.26898,0.19089,1.93179,0.04924,0.56818,0.03598,5.00000,0.91567,0.81209,0.00000
fixed_impedance,contact_transition,4,6,0.83333,2.87037,2.10805,0.19651,1.86704,0.04167,0.56060,0.03220,5.00000,0.94249,0.81179,0.00000
fixed_impedance,contact_transition,5,6,1.00000,2.85308,2.32597,0.19447,1.86787,0.04167,0.56250,0.04356,7.50000,0.84864,0.81300,0.00000
fixed_impedance,contact_transition,6,6,1.00000,2.87012,2.26562,0.19444,1.91203,0.04915,0.57280,0.03784,5.50000,0.89439,0.81292,0.00000
fixed_impedance,contact_transition,7,6,0.66667,3.12585,2.56918,0.20783,1.86015,0.03788,0.56061,0.03977,6.50000,0.90164,0.80908,0.00000
fixed_impedance,delayed_mode_switch,0,6,0.66667,3.67219,5.32246,0.21947,1.89847,0.04546,0.54924,0.04735,67.83333,0.87541,0.80948,0.00000
fixed_impedance,delayed_mode_switch,1,6,0.66667,3.79609,5.74618,0.22168,1.87777,0.03409,0.54356,0.04167,67.33333,0.90480,0.80852,0.00000
fixed_impedance,delayed_mode_switch,2,6,0.83333,3.42856,4.88877,0.21041,1.81310,0.03030,0.55682,0.04735,96.00000,0.86657,0.81072,0.00000
fixed_impedance,delayed_mode_switch,3,6,1.00000,3.55905,5.44464,0.21437,1.75119,0.01515,0.54924,0.03977,96.00000,0.92269,0.81107,0.00000
fixed_impedance,delayed_mode_switch,4,6,0.66667,3.66737,5.35701,0.21885,1.88718,0.03409,0.54545,0.03031,96.00000,0.93958,0.81065,0.00000
fixed_impedance,delayed_mode_switch,5,6,1.00000,3.51665,5.42268,0.19999,1.83823,0.04924,0.53598,0.04546,42.00000,0.86380,0.80508,0.00000
fixed_impedance,delayed_mode_switch,6,6,0.83333,3.53947,4.87403,0.21784,1.79926,0.03030,0.55682,0.03977,36.83333,0.90661,0.81177,0.00000
fixed_impedance,delayed_mode_switch,7,6,0.66667,3.54233,5.21650,0.20775,1.88181,0.03788,0.54545,0.03788,80.83333,0.89521,0.80962,0.00000
fixed_impedance,friction_slip_shift,0,6,0.83333,2.27107,0.65577,0.19076,1.80867,0.03782,0.56603,0.02269,5.00000,0.91196,0.81119,0.00000
fixed_impedance,friction_slip_shift,1,6,1.00000,2.21972,0.61112,0.18668,1.77113,0.02839,0.56418,0.02451,5.00000,0.94109,0.81070,0.00000
fixed_impedance,friction_slip_shift,2,6,1.00000,2.27062,0.81922,0.19689,1.77818,0.03213,0.56797,0.01889,5.00000,0.90348,0.81254,0.00000
fixed_impedance,friction_slip_shift,3,6,0.66667,2.31980,0.57342,0.20077,1.87500,0.04356,0.57008,0.02273,5.00000,0.94277,0.81370,0.00000
fixed_impedance,friction_slip_shift,4,6,0.83333,2.31649,0.69575,0.18817,1.90187,0.04918,0.56524,0.02271,5.00000,0.95498,0.80945,0.00000
fixed_impedance,friction_slip_shift,5,6,0.83333,2.23638,0.58924,0.18703,1.78814,0.03401,0.56229,0.02077,5.00000,0.89393,0.81054,0.00000
fixed_impedance,friction_slip_shift,6,6,0.66667,2.20035,0.50135,0.18790,1.92784,0.05109,0.57280,0.02271,5.00000,0.91282,0.81227,0.00000
fixed_impedance,friction_slip_shift,7,6,0.66667,2.42586,0.72948,0.19700,1.92468,0.04918,0.56144,0.02079,5.00000,0.93056,0.80947,0.00000
fixed_impedance,nominal_surface_tracking,0,6,1.00000,2.12216,0.36392,0.17541,1.82842,0.04143,0.57814,0.01130,5.00000,0.92216,0.82727,0.00000
fixed_impedance,nominal_surface_tracking,1,6,1.00000,2.17105,0.39440,0.18427,1.84854,0.04147,0.57550,0.01321,5.00000,0.94128,0.82726,0.00000
fixed_impedance,nominal_surface_tracking,2,6,0.66667,2.10820,0.33003,0.17219,1.78271,0.02449,0.58306,0.01134,5.00000,0.90686,0.82705,0.00000
fixed_impedance,nominal_surface_tracking,3,6,1.00000,2.16966,0.39219,0.17986,1.80976,0.03220,0.58223,0.01134,5.00000,0.96107,0.82717,0.00000
fixed_impedance,nominal_surface_tracking,4,6,1.00000,2.16681,0.47425,0.17512,1.84450,0.03598,0.58144,0.01326,5.00000,0.96550,0.82657,0.00000
fixed_impedance,nominal_surface_tracking,5,6,0.83333,2.14298,0.37929,0.18005,1.83437,0.04163,0.57550,0.01132,5.00000,0.89888,0.82687,0.00000
fixed_impedance,nominal_surface_tracking,6,6,1.00000,2.22142,0.40364,0.18415,1.89483,0.04728,0.58414,0.01513,5.00000,0.94701,0.82645,0.00000
fixed_impedance,nominal_surface_tracking,7,6,1.00000,2.09101,0.36214,0.17429,1.81992,0.03779,0.57546,0.01132,5.00000,0.93140,0.82755,0.00000
fixed_impedance,sensor_noise_burst,0,6,1.00000,2.65895,1.48043,0.16918,1.81073,0.03590,0.57276,0.06624,5.00000,0.92078,0.82085,0.00000
fixed_impedance,sensor_noise_burst,1,6,0.83333,2.81412,1.68341,0.17072,1.77634,0.02083,0.56418,0.06797,5.00000,0.94575,0.81861,0.00000
fixed_impedance,sensor_noise_burst,2,6,1.00000,2.91024,1.99558,0.18413,1.75791,0.02081,0.56874,0.07335,5.33333,0.92473,0.81822,0.00000
fixed_impedance,sensor_noise_burst,3,6,1.00000,2.97711,1.98255,0.18733,1.81726,0.03409,0.57197,0.07008,5.00000,0.97552,0.81942,0.00000
fixed_impedance,sensor_noise_burst,4,6,1.00000,3.01652,1.97729,0.18613,1.76476,0.02839,0.56499,0.05467,5.00000,0.99315,0.81802,0.00000
fixed_impedance,sensor_noise_burst,5,6,1.00000,2.88153,1.95472,0.17720,1.73558,0.02256,0.56203,0.06771,5.33333,0.91446,0.81956,0.00000
fixed_impedance,sensor_noise_burst,6,6,1.00000,2.86031,1.89246,0.18209,1.75103,0.02641,0.57363,0.06980,5.00000,0.95483,0.81915,0.00000
fixed_impedance,sensor_noise_burst,7,6,1.00000,2.91389,2.03597,0.17696,1.76250,0.03213,0.56224,0.06975,5.00000,0.96110,0.81890,0.00000
fixed_impedance,stick_slip_cycle,0,6,1.00000,2.24414,0.75743,0.16004,1.87840,0.04733,0.56144,0.03209,5.00000,0.88637,0.80581,0.00000
fixed_impedance,stick_slip_cycle,1,6,1.00000,2.28944,0.90918,0.16648,1.79908,0.03409,0.55492,0.04545,5.00000,0.90404,0.80452,0.00000
fixed_impedance,stick_slip_cycle,2,6,1.00000,2.23778,0.88589,0.15791,1.79004,0.03028,0.55392,0.04350,5.00000,0.87984,0.80266,0.00000
fixed_impedance,stick_slip_cycle,3,6,1.00000,2.27643,0.75166,0.16918,1.89336,0.04167,0.56250,0.03598,5.00000,0.92527,0.80236,0.00000
fixed_impedance,stick_slip_cycle,4,6,1.00000,2.41795,1.04135,0.16914,1.95577,0.05492,0.55492,0.04545,5.00000,0.93865,0.80653,0.00000
fixed_impedance,stick_slip_cycle,5,6,1.00000,2.20948,0.91694,0.16570,1.77923,0.03024,0.55386,0.03022,5.00000,0.85655,0.80469,0.00000
fixed_impedance,stick_slip_cycle,6,6,1.00000,2.44951,1.20292,0.17371,1.85531,0.03788,0.56629,0.03788,5.00000,0.90336,0.80118,0.00000
fixed_impedance,stick_slip_cycle,7,6,1.00000,2.24724,0.77122,0.16028,1.81290,0.03779,0.55009,0.03592,5.00000,0.90119,0.80358,0.00000
fixed_impedance,stiffness_shift,0,6,0.00000,3.53984,3.13260,0.30089,1.73335,0.01889,0.57999,0.02260,54.00000,0.91405,0.82362,0.00000
fixed_impedance,stiffness_shift,1,6,0.00000,3.65316,3.41290,0.29460,1.76092,0.01892,0.57470,0.01892,66.33333,0.93029,0.82223,0.00000
fixed_impedance,stiffness_shift,2,6,0.00000,3.50966,3.00429,0.30340,1.75510,0.01317,0.57742,0.02832,35.33333,0.89260,0.82309,0.00000
fixed_impedance,stiffness_shift,3,6,0.00000,3.81473,3.51345,0.30580,1.76513,0.03964,0.57735,0.02454,69.33333,0.97596,0.82152,0.00000
fixed_impedance,stiffness_shift,4,6,0.00000,3.49539,3.15012,0.28869,1.77482,0.02841,0.57576,0.02273,67.33333,0.93694,0.82330,0.00000
fixed_impedance,stiffness_shift,5,6,0.00000,3.67284,3.35216,0.30607,1.76600,0.02647,0.57169,0.02073,81.33333,0.90935,0.82207,0.00000
fixed_impedance,stiffness_shift,6,6,0.00000,3.63451,3.13970,0.31053,1.75817,0.02083,0.58414,0.02456,65.66667,0.94078,0.82319,0.00000
fixed_impedance,stiffness_shift,7,6,0.00000,3.40871,3.15808,0.28331,1.70387,0.01324,0.57655,0.01700,40.50000,0.92942,0.82322,0.00000
fixed_impedance,surface_discontinuity,0,6,1.00000,3.44009,4.04295,0.20884,1.73716,0.01704,0.55492,0.03788,41.66667,0.88477,0.80644,0.00000
fixed_impedance,surface_discontinuity,1,6,0.83333,3.56903,4.20366,0.21298,1.75630,0.02462,0.55492,0.03219,54.33333,0.89597,0.80598,0.00000
fixed_impedance,surface_discontinuity,2,6,0.83333,3.45849,4.00456,0.21349,1.78159,0.02652,0.56440,0.02841,25.83333,0.86927,0.80811,0.00000
fixed_impedance,surface_discontinuity,3,6,1.00000,3.60033,3.96864,0.21632,1.72941,0.01326,0.56060,0.03409,42.66667,0.93352,0.80724,0.00000
fixed_impedance,surface_discontinuity,4,6,0.83333,3.55164,3.91964,0.22662,1.82881,0.03598,0.55682,0.03598,42.83333,0.92352,0.80748,0.00000
fixed_impedance,surface_discontinuity,5,6,1.00000,3.34622,3.77705,0.20832,1.68819,0.00758,0.55492,0.03788,42.16667,0.84856,0.80920,0.00000
fixed_impedance,surface_discontinuity,6,6,1.00000,3.44076,3.88819,0.20232,1.72946,0.01515,0.56439,0.03409,24.50000,0.90210,0.80951,0.00000
fixed_impedance,surface_discontinuity,7,6,1.00000,3.21546,3.52699,0.19863,1.75692,0.01894,0.55113,0.03030,15.33333,0.88330,0.80761,0.00000
fixed_impedance,target_force_jump,0,6,1.00000,2.38275,1.86526,0.14250,1.87931,0.04167,0.57197,0.03977,5.00000,0.83620,0.81732,0.00000
fixed_impedance,target_force_jump,1,6,0.83333,2.50751,2.30621,0.14007,1.96743,0.06250,0.56250,0.04545,5.00000,0.85836,0.81568,0.00000
fixed_impedance,target_force_jump,2,6,1.00000,2.58960,2.44544,0.14761,1.86344,0.03977,0.57197,0.03030,5.00000,0.82844,0.81635,0.00000
fixed_impedance,target_force_jump,3,6,1.00000,2.38086,1.71290,0.14695,1.92419,0.04924,0.57197,0.04735,5.00000,0.88122,0.81672,0.00000
fixed_impedance,target_force_jump,4,6,0.83333,2.47231,2.13134,0.14236,1.96824,0.05113,0.56818,0.04167,5.00000,0.88429,0.81805,0.00000
fixed_impedance,target_force_jump,5,6,0.83333,2.52067,2.19151,0.14316,1.92258,0.04924,0.56629,0.03977,5.00000,0.80625,0.81512,0.00000
fixed_impedance,target_force_jump,6,6,0.83333,2.47412,2.29829,0.13802,1.97015,0.05492,0.57007,0.03977,5.00000,0.86369,0.81794,0.00000
fixed_impedance,target_force_jump,7,6,0.83333,2.49755,2.12806,0.14405,1.96509,0.05114,0.56439,0.04735,5.00000,0.84959,0.81568,0.00000
gain_scheduled_impedance,actuator_saturation,0,6,0.16667,2.27613,0.88340,0.13009,1.65152,0.00764,0.60909,0.02467,5.00000,0.74525,0.85321,0.00000
gain_scheduled_impedance,actuator_saturation,1,6,0.16667,2.10044,0.74597,0.12437,1.54284,0.00381,0.60763,0.04010,5.00000,0.73914,0.85162,0.00000
gain_scheduled_impedance,actuator_saturation,2,6,0.00000,2.10412,1.09504,0.12129,1.42043,0.00000,0.61671,0.02847,5.00000,0.75420,0.85469,0.00000
gain_scheduled_impedance,actuator_saturation,3,6,0.00000,2.26025,0.82804,0.13200,1.60538,0.00189,0.61407,0.03231,5.00000,0.77046,0.85122,0.00000
gain_scheduled_impedance,actuator_saturation,4,6,0.16667,2.07588,1.00262,0.12273,1.48685,0.00000,0.61031,0.02286,6.00000,0.77126,0.85355,0.00000
gain_scheduled_impedance,actuator_saturation,5,6,0.33333,2.09138,0.92563,0.12108,1.50776,0.00000,0.60227,0.02652,5.00000,0.73912,0.85407,0.00000
gain_scheduled_impedance,actuator_saturation,6,6,0.16667,2.18489,0.81822,0.12623,1.58641,0.00570,0.60534,0.02656,5.00000,0.74028,0.85086,0.00000
gain_scheduled_impedance,actuator_saturation,7,6,0.16667,2.07341,0.77311,0.12166,1.51848,0.00379,0.61409,0.02471,5.00000,0.76243,0.85284,0.00000
gain_scheduled_impedance,combined_extreme_stress,0,6,1.00000,2.37808,1.32027,0.12963,1.53222,0.00192,0.57197,0.10550,5.16667,0.66533,0.81543,0.00000
gain_scheduled_impedance,combined_extreme_stress,1,6,0.83333,2.61831,1.83401,0.13990,1.64431,0.00768,0.56322,0.14956,6.50000,0.69010,0.82032,0.00000
gain_scheduled_impedance,combined_extreme_stress,2,6,1.00000,2.41189,1.73282,0.13033,1.51131,0.00194,0.58879,0.10625,5.00000,0.65362,0.82378,0.00000
gain_scheduled_impedance,combined_extreme_stress,3,6,1.00000,2.45079,2.00488,0.13817,1.47778,0.00192,0.57776,0.10744,5.00000,0.69616,0.82454,0.00000
gain_scheduled_impedance,combined_extreme_stress,4,6,1.00000,2.53654,2.17395,0.13244,1.53920,0.00000,0.57620,0.12327,6.66667,0.68482,0.82475,0.00000
gain_scheduled_impedance,combined_extreme_stress,5,6,1.00000,2.42793,1.74726,0.13319,1.46383,0.00192,0.56732,0.12503,6.33333,0.67050,0.82476,0.00000
gain_scheduled_impedance,combined_extreme_stress,6,6,1.00000,2.36990,1.77459,0.12449,1.49203,0.00388,0.57418,0.13296,5.00000,0.64092,0.82191,0.00000
gain_scheduled_impedance,combined_extreme_stress,7,6,0.83333,2.30754,1.63895,0.12536,1.49042,0.00192,0.57623,0.09423,5.00000,0.66327,0.81937,0.00000
gain_scheduled_impedance,combined_stress,0,6,0.50000,2.48817,0.94097,0.14714,1.82555,0.02491,0.58812,0.06322,5.00000,0.67021,0.81939,0.00000
gain_scheduled_impedance,combined_stress,1,6,1.00000,2.40354,0.96070,0.14639,1.77041,0.01530,0.58238,0.08042,5.00000,0.64762,0.81653,0.00000
gain_scheduled_impedance,combined_stress,2,6,0.83333,2.34287,1.12789,0.13796,1.64679,0.01150,0.59890,0.06144,5.00000,0.65634,0.81996,0.00000
gain_scheduled_impedance,combined_stress,3,6,0.66667,2.33609,0.98398,0.14065,1.67543,0.00385,0.59503,0.09017,5.00000,0.67274,0.81822,0.00000
gain_scheduled_impedance,combined_stress,4,6,1.00000,2.38763,0.97198,0.14062,1.65759,0.00575,0.57471,0.07663,5.00000,0.68058,0.81471,0.00000
gain_scheduled_impedance,combined_stress,5,6,1.00000,2.13863,1.04371,0.12871,1.50160,0.00192,0.58046,0.07854,5.00000,0.63928,0.81689,0.00000
gain_scheduled_impedance,combined_stress,6,6,0.83333,2.23722,1.09171,0.13096,1.57109,0.00766,0.57855,0.11111,5.00000,0.65054,0.82203,0.00000
gain_scheduled_impedance,combined_stress,7,6,1.00000,2.28200,1.37767,0.13015,1.47855,0.00192,0.58621,0.05556,6.16667,0.67375,0.81308,0.00000
gain_scheduled_impedance,contact_transition,0,6,0.16667,1.84804,0.58421,0.12553,1.40556,0.00000,0.61573,0.02294,5.00000,0.69788,0.84717,0.00000
gain_scheduled_impedance,contact_transition,1,6,0.16667,1.83958,0.70100,0.12137,1.39522,0.00000,0.60920,0.02673,5.00000,0.67506,0.84704,0.00000
