method,split,seed,episodes,success_rate,mean_mean_abs_force_error,mean_post_shift_force_error,mean_normalized_force_error,mean_peak_overshoot,mean_safety_violation_rate,mean_slip_rate,mean_chatter_rate,mean_settling_latency,mean_energy,mean_final_progress,mean_token_switches
impedance_token_policy_v4,delayed_mode_switch,6,6,0.50000,2.70683,1.90041,0.16677,1.75814,0.01548,0.50956,0.02896,6.00000,0.73313,0.74131,51.16667
impedance_token_policy_v4,delayed_mode_switch,7,6,0.50000,2.54223,1.49767,0.14877,1.66572,0.00775,0.51836,0.03678,5.33333,0.73877,0.73948,50.50000
impedance_token_policy_v4,friction_slip_shift,0,6,0.00000,2.25700,1.24495,0.18912,1.05209,0.00000,0.44917,0.00383,5.00000,0.79421,0.72844,61.66667
impedance_token_policy_v4,friction_slip_shift,1,6,0.16667,2.31645,1.18192,0.19498,1.05740,0.00000,0.44061,0.00575,5.00000,0.80311,0.72378,61.00000
impedance_token_policy_v4,friction_slip_shift,2,6,0.00000,2.25738,1.09336,0.19624,1.06579,0.00000,0.44253,0.00575,5.00000,0.79583,0.72809,61.50000
impedance_token_policy_v4,friction_slip_shift,3,6,0.16667,2.26472,1.21180,0.19526,1.08050,0.00000,0.47786,0.00958,5.00000,0.78683,0.73385,57.83333
impedance_token_policy_v4,friction_slip_shift,4,6,0.00000,2.21850,1.36149,0.18014,1.06696,0.00000,0.41762,0.00383,5.00000,0.79064,0.72468,66.66667
impedance_token_policy_v4,friction_slip_shift,5,6,0.16667,2.23951,1.12119,0.18713,1.06075,0.00000,0.43295,0.01149,5.00000,0.79167,0.72765,62.66667
impedance_token_policy_v4,friction_slip_shift,6,6,0.16667,2.17161,1.20236,0.18560,1.06988,0.00000,0.45685,0.01154,5.00000,0.75227,0.73122,60.66667
impedance_token_policy_v4,friction_slip_shift,7,6,0.00000,2.18019,1.29020,0.17683,1.07905,0.00000,0.44538,0.01535,5.16667,0.79691,0.72723,63.00000
impedance_token_policy_v4,nominal_surface_tracking,0,6,1.00000,2.27519,1.09071,0.18813,1.03731,0.00000,0.56627,0.00577,5.00000,0.77855,0.76331,48.50000
impedance_token_policy_v4,nominal_surface_tracking,1,6,1.00000,2.27697,1.16837,0.19329,1.04772,0.00000,0.55556,0.00575,5.00000,0.75432,0.75643,51.33333
impedance_token_policy_v4,nominal_surface_tracking,2,6,0.83333,2.32178,1.13784,0.18962,1.03604,0.00000,0.54905,0.00383,5.00000,0.76123,0.75398,49.66667
impedance_token_policy_v4,nominal_surface_tracking,3,6,0.83333,2.30771,1.25855,0.19140,1.02286,0.00000,0.54789,0.00383,5.00000,0.77614,0.75293,49.66667
impedance_token_policy_v4,nominal_surface_tracking,4,6,1.00000,2.30470,1.20451,0.18639,1.06254,0.00000,0.55939,0.00958,5.00000,0.74550,0.75615,50.66667
impedance_token_policy_v4,nominal_surface_tracking,5,6,1.00000,2.23178,0.93018,0.18706,1.02000,0.00000,0.54981,0.00383,5.00000,0.75073,0.76073,51.33333
impedance_token_policy_v4,nominal_surface_tracking,6,6,0.83333,2.22800,1.21952,0.18465,1.03750,0.00000,0.54406,0.00383,5.00000,0.75629,0.75691,50.83333
impedance_token_policy_v4,nominal_surface_tracking,7,6,1.00000,2.22759,1.06300,0.18568,1.04967,0.00000,0.56164,0.00000,5.00000,0.76236,0.75870,47.83333
impedance_token_policy_v4,sensor_noise_burst,0,6,0.16667,2.59309,2.13419,0.16502,1.20848,0.00000,0.52210,0.04805,5.00000,0.77494,0.73992,57.83333
impedance_token_policy_v4,sensor_noise_burst,1,6,0.33333,2.72918,2.24869,0.16501,1.24772,0.00000,0.51916,0.05364,5.16667,0.77231,0.73883,61.66667
impedance_token_policy_v4,sensor_noise_burst,2,6,0.33333,2.59687,1.95239,0.16446,1.22881,0.00000,0.48467,0.05939,5.33333,0.80489,0.73984,61.16667
impedance_token_policy_v4,sensor_noise_burst,3,6,0.16667,2.66718,2.24516,0.16773,1.29174,0.00000,0.50000,0.05939,5.00000,0.80161,0.73496,61.00000
impedance_token_policy_v4,sensor_noise_burst,4,6,0.33333,2.77008,2.16247,0.17132,1.27292,0.00000,0.50000,0.04406,5.00000,0.77705,0.73636,61.50000
impedance_token_policy_v4,sensor_noise_burst,5,6,0.33333,2.69854,2.16509,0.16626,1.28011,0.00000,0.49808,0.05939,5.33333,0.77154,0.73784,60.66667
impedance_token_policy_v4,sensor_noise_burst,6,6,0.16667,2.61919,1.86105,0.16710,1.26940,0.00000,0.51341,0.02682,5.00000,0.76199,0.73732,56.16667
impedance_token_policy_v4,sensor_noise_burst,7,6,0.16667,2.75605,2.19265,0.16764,1.29466,0.00000,0.50864,0.04589,5.00000,0.79825,0.73891,62.66667
impedance_token_policy_v4,stick_slip_cycle,0,6,0.00000,2.30233,1.74813,0.16434,1.08937,0.00000,0.44427,0.02303,5.16667,0.79515,0.72893,65.66667
impedance_token_policy_v4,stick_slip_cycle,1,6,0.00000,2.34706,1.70243,0.17077,1.06259,0.00000,0.41921,0.00964,5.16667,0.76848,0.72173,65.33333
impedance_token_policy_v4,stick_slip_cycle,2,6,0.16667,2.30111,1.60963,0.16275,1.07122,0.00000,0.40038,0.01149,5.16667,0.81440,0.72648,68.16667
impedance_token_policy_v4,stick_slip_cycle,3,6,0.00000,2.26773,1.60483,0.16786,1.06782,0.00000,0.38858,0.01343,5.00000,0.81660,0.72386,67.50000
impedance_token_policy_v4,stick_slip_cycle,4,6,0.16667,2.29554,1.82179,0.16041,1.05509,0.00000,0.46050,0.01341,5.16667,0.75883,0.73087,61.66667
impedance_token_policy_v4,stick_slip_cycle,5,6,0.00000,2.26492,1.59532,0.16955,1.10968,0.00000,0.40315,0.01156,5.00000,0.77280,0.72580,66.66667
impedance_token_policy_v4,stick_slip_cycle,6,6,0.00000,2.29962,1.69784,0.16344,1.10712,0.00000,0.38664,0.01539,5.00000,0.78126,0.72244,66.83333
impedance_token_policy_v4,stick_slip_cycle,7,6,0.00000,2.35355,1.72197,0.16782,1.07916,0.00000,0.43872,0.01731,5.16667,0.78420,0.72253,63.33333
impedance_token_policy_v4,stiffness_shift,0,6,0.00000,2.63112,1.17681,0.22389,1.56336,0.00000,0.50766,0.01149,5.00000,0.76833,0.74031,53.83333
impedance_token_policy_v4,stiffness_shift,1,6,0.33333,2.67653,0.93323,0.21597,1.69506,0.00967,0.51056,0.01728,5.00000,0.76267,0.75217,49.66667
impedance_token_policy_v4,stiffness_shift,2,6,0.50000,2.51800,0.74575,0.21795,1.66753,0.00766,0.51637,0.01151,5.00000,0.77947,0.76309,49.00000
impedance_token_policy_v4,stiffness_shift,3,6,0.50000,2.67191,1.01350,0.21364,1.65505,0.00766,0.50958,0.01724,5.00000,0.80881,0.75150,51.50000
impedance_token_policy_v4,stiffness_shift,4,6,0.83333,2.42194,0.81865,0.19994,1.66075,0.00766,0.52308,0.01539,6.00000,0.74221,0.76459,49.50000
impedance_token_policy_v4,stiffness_shift,5,6,0.50000,2.55830,0.76306,0.21325,1.62251,0.01150,0.52108,0.01724,5.00000,0.77221,0.76019,50.50000
impedance_token_policy_v4,stiffness_shift,6,6,0.16667,2.63742,0.77273,0.22500,1.68264,0.00958,0.49042,0.01532,5.00000,0.76466,0.75963,50.16667
impedance_token_policy_v4,stiffness_shift,7,6,0.50000,2.57980,1.13592,0.21428,1.60000,0.00000,0.52108,0.01532,5.33333,0.77129,0.75065,51.33333
impedance_token_policy_v4,surface_discontinuity,0,6,0.00000,2.47314,1.95272,0.15000,1.10900,0.00000,0.44694,0.01740,5.00000,0.78450,0.72470,63.66667
impedance_token_policy_v4,surface_discontinuity,1,6,0.00000,2.47798,1.98888,0.14765,1.10423,0.00000,0.42506,0.01927,5.00000,0.76719,0.72119,63.50000
impedance_token_policy_v4,surface_discontinuity,2,6,0.00000,2.45921,1.98693,0.15184,1.08726,0.00000,0.42435,0.01343,5.00000,0.78380,0.72489,64.16667
impedance_token_policy_v4,surface_discontinuity,3,6,0.00000,2.54409,2.11551,0.15305,1.10505,0.00000,0.43937,0.01539,5.00000,0.81149,0.72372,64.33333
impedance_token_policy_v4,surface_discontinuity,4,6,0.00000,2.33677,1.87688,0.14894,1.08115,0.00000,0.43253,0.01740,5.16667,0.76028,0.72212,65.33333
impedance_token_policy_v4,surface_discontinuity,5,6,0.00000,2.46556,1.91741,0.15356,1.10846,0.00000,0.44048,0.02116,5.00000,0.75077,0.72304,62.16667
impedance_token_policy_v4,surface_discontinuity,6,6,0.00000,2.50177,1.96866,0.14766,1.07817,0.00000,0.42611,0.01152,5.00000,0.76163,0.72640,64.16667
impedance_token_policy_v4,surface_discontinuity,7,6,0.00000,2.42602,2.11444,0.14978,1.07139,0.00000,0.45458,0.01936,5.00000,0.77112,0.72164,63.50000
impedance_token_policy_v4,target_force_jump,0,6,0.00000,2.43546,2.66634,0.14558,1.11586,0.00000,0.49806,0.02132,5.16667,0.72744,0.73278,60.50000
impedance_token_policy_v4,target_force_jump,1,6,0.00000,2.39754,3.03187,0.13407,1.08430,0.00000,0.48837,0.01550,5.33333,0.71684,0.72913,62.66667
impedance_token_policy_v4,target_force_jump,2,6,0.16667,2.45366,2.86436,0.13968,1.16741,0.00000,0.47674,0.01744,5.16667,0.74543,0.73609,64.83333
impedance_token_policy_v4,target_force_jump,3,6,0.00000,2.39642,2.54596,0.14780,1.14220,0.00000,0.48256,0.00969,5.16667,0.75512,0.73382,63.50000
impedance_token_policy_v4,target_force_jump,4,6,0.33333,2.37675,2.72711,0.13714,1.09438,0.00000,0.50194,0.01357,5.16667,0.71269,0.73630,64.00000
impedance_token_policy_v4,target_force_jump,5,6,0.00000,2.40851,2.69693,0.13713,1.08051,0.00000,0.46899,0.01744,5.16667,0.70442,0.73117,63.66667
impedance_token_policy_v4,target_force_jump,6,6,0.00000,2.39647,3.11709,0.13418,1.10483,0.00000,0.50194,0.00969,5.00000,0.71263,0.73418,61.50000
impedance_token_policy_v4,target_force_jump,7,6,0.00000,2.44824,2.87078,0.14115,1.11506,0.00000,0.48644,0.02519,5.00000,0.72891,0.72934,64.83333
impedance_token_policy_v5,actuator_saturation,0,6,0.00000,3.31405,3.33817,0.18928,1.41043,0.00000,0.26054,0.01341,7.00000,0.70950,0.68647,43.66667
impedance_token_policy_v5,actuator_saturation,1,6,0.00000,3.25152,2.99699,0.19276,1.32602,0.00000,0.22888,0.01728,5.16667,0.75057,0.67830,40.16667
impedance_token_policy_v5,actuator_saturation,2,6,0.00000,3.21789,3.23772,0.18549,1.21093,0.00000,0.29310,0.01532,7.16667,0.75253,0.69021,39.66667
impedance_token_policy_v5,actuator_saturation,3,6,0.00000,3.31573,3.16831,0.19382,1.34912,0.00000,0.24330,0.01341,7.00000,0.75243,0.67979,45.00000
impedance_token_policy_v5,actuator_saturation,4,6,0.00000,3.21789,2.80899,0.18925,1.23690,0.00000,0.28413,0.01728,6.16667,0.77887,0.68966,42.50000
impedance_token_policy_v5,actuator_saturation,5,6,0.00000,3.19340,3.17464,0.18551,1.25382,0.00000,0.25671,0.01341,6.16667,0.73776,0.68873,41.33333
impedance_token_policy_v5,actuator_saturation,6,6,0.00000,3.31066,3.11227,0.19182,1.34064,0.00000,0.28032,0.01920,6.50000,0.75524,0.68520,44.33333
impedance_token_policy_v5,actuator_saturation,7,6,0.00000,3.28054,3.12196,0.19232,1.24973,0.00000,0.22661,0.01151,6.66667,0.72608,0.67683,40.33333
impedance_token_policy_v5,combined_extreme_stress,0,6,0.00000,3.15802,2.90338,0.17220,1.39166,0.00000,0.17052,0.07939,6.00000,0.70219,0.66262,53.83333
impedance_token_policy_v5,combined_extreme_stress,1,6,0.00000,3.12420,2.56444,0.16649,1.34271,0.00194,0.25186,0.07759,6.00000,0.77251,0.67611,51.83333
impedance_token_policy_v5,combined_extreme_stress,2,6,0.00000,3.00203,3.07591,0.16193,1.29696,0.00000,0.23256,0.07558,6.16667,0.72160,0.67571,49.83333
impedance_token_policy_v5,combined_extreme_stress,3,6,0.00000,3.00780,2.73531,0.16860,1.27463,0.00000,0.24806,0.06977,5.66667,0.74846,0.67654,48.33333
impedance_token_policy_v5,combined_extreme_stress,4,6,0.00000,3.13140,3.36264,0.16345,1.26953,0.00000,0.25581,0.06589,5.83333,0.78298,0.67963,49.33333
impedance_token_policy_v5,combined_extreme_stress,5,6,0.00000,3.00604,2.46417,0.16477,1.29997,0.00000,0.24537,0.05612,5.66667,0.72406,0.67672,52.50000
impedance_token_policy_v5,combined_extreme_stress,6,6,0.00000,3.07978,3.41389,0.16216,1.31951,0.00000,0.23920,0.06434,7.33333,0.73271,0.67444,47.83333
impedance_token_policy_v5,combined_extreme_stress,7,6,0.00000,3.02044,3.02635,0.16382,1.30179,0.00000,0.25458,0.05244,5.50000,0.72834,0.67323,48.66667
impedance_token_policy_v5,combined_stress,0,6,0.00000,3.09855,2.46421,0.18313,1.41923,0.00000,0.12145,0.03664,6.00000,0.67079,0.66358,52.16667
impedance_token_policy_v5,combined_stress,1,6,0.00000,3.06318,2.57943,0.18669,1.38563,0.00000,0.10465,0.03488,5.66667,0.71378,0.65729,48.33333
impedance_token_policy_v5,combined_stress,2,6,0.00000,3.10645,2.88679,0.18332,1.39190,0.00000,0.13999,0.04282,5.33333,0.70528,0.65936,48.50000
impedance_token_policy_v5,combined_stress,3,6,0.00000,2.98809,2.74511,0.17970,1.31124,0.00000,0.11822,0.05039,6.00000,0.68915,0.65185,46.00000
impedance_token_policy_v5,combined_stress,4,6,0.00000,3.19018,2.69188,0.18779,1.41022,0.00194,0.09690,0.05233,6.16667,0.75014,0.65161,51.16667
impedance_token_policy_v5,combined_stress,5,6,0.00000,2.91415,2.46095,0.17528,1.27897,0.00000,0.05618,0.04253,5.50000,0.65468,0.64528,45.50000
impedance_token_policy_v5,combined_stress,6,6,0.00000,3.00945,2.80852,0.17642,1.28603,0.00000,0.17230,0.03874,5.50000,0.70682,0.66239,44.83333
impedance_token_policy_v5,combined_stress,7,6,0.00000,2.98868,2.79872,0.17060,1.26960,0.00000,0.10055,0.03479,6.16667,0.70737,0.65419,46.33333
impedance_token_policy_v5,contact_transition,0,6,0.00000,2.91251,2.68064,0.19776,1.18113,0.00000,0.24822,0.01154,6.50000,0.65748,0.67800,41.00000
impedance_token_policy_v5,contact_transition,1,6,0.00000,2.92823,2.68739,0.19342,1.16394,0.00000,0.29263,0.01163,5.50000,0.70797,0.67852,39.83333
impedance_token_policy_v5,contact_transition,2,6,0.00000,2.92902,2.50068,0.19813,1.15789,0.00000,0.25630,0.01348,6.00000,0.68091,0.67972,37.00000
impedance_token_policy_v5,contact_transition,3,6,0.00000,2.94352,2.83440,0.19426,1.11739,0.00000,0.25303,0.00967,5.66667,0.69632,0.67307,42.50000
impedance_token_policy_v5,contact_transition,4,6,0.00000,3.00593,2.47890,0.20543,1.17206,0.00000,0.22692,0.01154,8.33333,0.71758,0.67016,35.83333
impedance_token_policy_v5,contact_transition,5,6,0.00000,2.92906,2.71165,0.19933,1.19947,0.00000,0.28731,0.01539,5.66667,0.67565,0.67954,40.50000
impedance_token_policy_v5,contact_transition,6,6,0.00000,2.85877,2.43023,0.19371,1.10705,0.00000,0.29348,0.00965,5.00000,0.69368,0.67972,39.33333
impedance_token_policy_v5,contact_transition,7,6,0.00000,2.97011,2.95597,0.19729,1.21741,0.00000,0.22031,0.00766,7.50000,0.69029,0.66762,38.00000
impedance_token_policy_v5,delayed_mode_switch,0,6,0.00000,3.25835,2.81027,0.19467,1.70792,0.01158,0.27791,0.02125,5.50000,0.70196,0.68473,43.66667
impedance_token_policy_v5,delayed_mode_switch,1,6,0.00000,3.28735,2.93746,0.19189,1.63675,0.00969,0.23004,0.01548,5.83333,0.76845,0.68265,42.16667
impedance_token_policy_v5,delayed_mode_switch,2,6,0.00000,3.13390,3.04806,0.19192,1.61982,0.00775,0.27713,0.01744,6.66667,0.71645,0.68200,39.66667
impedance_token_policy_v5,delayed_mode_switch,3,6,0.00000,3.04778,2.32765,0.18399,1.56378,0.00775,0.27076,0.01355,6.50000,0.73122,0.68779,41.66667
impedance_token_policy_v5,delayed_mode_switch,4,6,0.00000,3.13719,1.77855,0.18715,1.75945,0.01537,0.25831,0.01733,5.50000,0.75812,0.68399,42.33333
impedance_token_policy_v5,delayed_mode_switch,5,6,0.00000,3.16513,2.83553,0.18031,1.45428,0.00192,0.27252,0.01735,7.66667,0.71322,0.68212,41.16667
impedance_token_policy_v5,delayed_mode_switch,6,6,0.00000,3.13846,2.53132,0.19299,1.58497,0.00194,0.27132,0.01744,8.50000,0.73538,0.68558,40.16667
impedance_token_policy_v5,delayed_mode_switch,7,6,0.00000,3.02169,2.22227,0.17737,1.64510,0.01160,0.29003,0.01352,5.16667,0.70901,0.68628,40.50000
impedance_token_policy_v5,friction_slip_shift,0,6,0.00000,2.88885,2.05489,0.24102,0.98023,0.00000,0.26437,0.00000,6.33333,0.67090,0.67463,37.50000
impedance_token_policy_v5,friction_slip_shift,1,6,0.00000,2.90860,1.84545,0.24478,0.97782,0.00000,0.28972,0.00000,5.16667,0.73753,0.67955,33.33333
impedance_token_policy_v5,friction_slip_shift,2,6,0.00000,2.84372,1.63252,0.24705,0.98740,0.00000,0.31035,0.00383,5.00000,0.70501,0.68899,32.16667
impedance_token_policy_v5,friction_slip_shift,3,6,0.00000,2.85210,1.89485,0.24494,0.98906,0.00000,0.34627,0.00383,5.33333,0.70517,0.68690,33.16667
impedance_token_policy_v5,friction_slip_shift,4,6,0.00000,2.91989,2.08401,0.23706,0.95810,0.00000,0.28854,0.00000,5.33333,0.73108,0.66981,36.33333
impedance_token_policy_v5,friction_slip_shift,5,6,0.00000,2.89791,1.83597,0.24194,0.98317,0.00000,0.30843,0.00000,5.00000,0.69642,0.68135,33.00000
impedance_token_policy_v5,friction_slip_shift,6,6,0.00000,2.88374,1.95577,0.24625,0.93674,0.00000,0.29571,0.00000,5.00000,0.69755,0.68013,35.50000
impedance_token_policy_v5,friction_slip_shift,7,6,0.00000,2.88935,2.11139,0.23426,0.98629,0.00000,0.28985,0.00192,5.50000,0.69841,0.67221,36.33333
impedance_token_policy_v5,nominal_surface_tracking,0,6,0.00000,3.03420,2.13251,0.25079,0.96116,0.00000,0.35057,0.00383,5.33333,0.67631,0.70293,34.83333
impedance_token_policy_v5,nominal_surface_tracking,1,6,0.00000,2.97438,2.02414,0.25228,0.94189,0.00000,0.39793,0.00000,5.00000,0.75060,0.70379,34.66667
impedance_token_policy_v5,nominal_surface_tracking,2,6,0.00000,2.99213,2.07931,0.24427,0.94657,0.00000,0.38773,0.00192,5.00000,0.71265,0.70532,36.66667
impedance_token_policy_v5,nominal_surface_tracking,3,6,0.00000,2.97917,1.97281,0.24726,0.92410,0.00000,0.39847,0.00000,5.16667,0.72697,0.70876,32.66667
impedance_token_policy_v5,nominal_surface_tracking,4,6,0.00000,3.02953,2.17556,0.24489,0.93833,0.00000,0.37243,0.00000,5.16667,0.74862,0.69928,39.50000
impedance_token_policy_v5,nominal_surface_tracking,5,6,0.00000,2.97843,2.04279,0.24968,0.95095,0.00000,0.38196,0.00000,5.33333,0.70433,0.70632,32.83333
impedance_token_policy_v5,nominal_surface_tracking,6,6,0.00000,3.01519,2.07964,0.24983,0.92304,0.00000,0.36207,0.00000,6.00000,0.72477,0.70480,33.50000
impedance_token_policy_v5,nominal_surface_tracking,7,6,0.00000,2.96436,2.00680,0.24697,0.92116,0.00000,0.37439,0.00000,6.16667,0.71386,0.70535,35.33333
impedance_token_policy_v5,sensor_noise_burst,0,6,0.00000,3.21362,3.09063,0.20461,1.14050,0.00000,0.30843,0.02874,6.33333,0.70787,0.69220,42.33333
impedance_token_policy_v5,sensor_noise_burst,1,6,0.00000,3.33332,3.21201,0.20181,1.16361,0.00000,0.29359,0.04605,8.16667,0.77811,0.68893,41.00000
impedance_token_policy_v5,sensor_noise_burst,2,6,0.00000,3.18257,2.89990,0.20153,1.18141,0.00000,0.29694,0.03831,5.66667,0.75196,0.69114,39.50000
impedance_token_policy_v5,sensor_noise_burst,3,6,0.00000,3.17722,2.94696,0.20005,1.27299,0.00000,0.32828,0.03651,7.16667,0.77114,0.69825,39.83333
impedance_token_policy_v5,sensor_noise_burst,4,6,0.00000,3.36615,3.15116,0.20801,1.24158,0.00000,0.27203,0.04023,5.50000,0.79285,0.68427,43.33333
impedance_token_policy_v5,sensor_noise_burst,5,6,0.00000,3.26530,3.13657,0.20074,1.18739,0.00000,0.31609,0.04789,8.00000,0.74553,0.69552,42.33333
impedance_token_policy_v5,sensor_noise_burst,6,6,0.00000,3.12911,2.64496,0.19948,1.15025,0.00000,0.33525,0.03257,5.00000,0.75695,0.69793,41.66667
impedance_token_policy_v5,sensor_noise_burst,7,6,0.00000,3.28832,3.01104,0.20012,1.17199,0.00000,0.29310,0.03448,6.33333,0.77129,0.68890,43.16667
impedance_token_policy_v5,stick_slip_cycle,0,6,0.00000,3.05134,2.71393,0.21753,0.95768,0.00000,0.24414,0.00000,7.16667,0.66094,0.66709,42.16667
impedance_token_policy_v5,stick_slip_cycle,1,6,0.00000,2.97319,2.31264,0.21626,0.99360,0.00000,0.27364,0.00000,5.16667,0.72277,0.67483,40.00000
impedance_token_policy_v5,stick_slip_cycle,2,6,0.00000,3.06317,2.69668,0.21649,0.97854,0.00000,0.18050,0.00192,8.50000,0.69937,0.66789,38.16667
impedance_token_policy_v5,stick_slip_cycle,3,6,0.00000,3.00202,2.44181,0.22218,0.95017,0.00000,0.17898,0.00000,7.83333,0.69373,0.66464,40.50000
impedance_token_policy_v5,stick_slip_cycle,4,6,0.00000,3.09729,2.86237,0.21655,0.95784,0.00000,0.29081,0.00000,6.00000,0.74397,0.67150,41.33333
impedance_token_policy_v5,stick_slip_cycle,5,6,0.00000,2.91671,2.40634,0.21825,1.03805,0.00000,0.24278,0.00577,5.83333,0.68017,0.67014,38.16667
impedance_token_policy_v5,stick_slip_cycle,6,6,0.00000,2.99611,2.63599,0.21297,1.00038,0.00000,0.19825,0.00388,5.66667,0.69657,0.66109,41.33333
impedance_token_policy_v5,stick_slip_cycle,7,6,0.00000,3.07400,2.62331,0.21917,0.98063,0.00000,0.19210,0.00000,5.83333,0.69690,0.66625,43.16667
impedance_token_policy_v5,stiffness_shift,0,6,0.00000,2.91938,1.46268,0.24853,1.50952,0.00000,0.34291,0.01149,5.00000,0.68188,0.71008,35.50000
impedance_token_policy_v5,stiffness_shift,1,6,0.00000,3.08912,1.67233,0.24889,1.61185,0.00581,0.28181,0.01535,5.16667,0.74209,0.69961,34.66667
impedance_token_policy_v5,stiffness_shift,2,6,0.00000,2.97482,1.37779,0.25731,1.57833,0.00192,0.34750,0.01151,5.16667,0.71262,0.70994,36.00000
impedance_token_policy_v5,stiffness_shift,3,6,0.00000,3.03932,1.55722,0.24318,1.55623,0.00000,0.35057,0.01341,5.00000,0.75299,0.70844,36.33333
impedance_token_policy_v5,stiffness_shift,4,6,0.00000,2.99214,1.72702,0.24686,1.57419,0.00194,0.34957,0.01158,6.00000,0.72707,0.70207,36.16667
impedance_token_policy_v5,stiffness_shift,5,6,0.00000,2.97612,1.47081,0.24779,1.53733,0.00383,0.26519,0.01728,5.00000,0.71062,0.69620,36.00000
impedance_token_policy_v5,stiffness_shift,6,6,0.00000,3.01827,1.44628,0.25728,1.58577,0.00383,0.32759,0.01532,5.00000,0.72811,0.70954,37.33333
impedance_token_policy_v5,stiffness_shift,7,6,0.00000,2.98787,1.58230,0.24813,1.52254,0.00000,0.34099,0.01341,5.33333,0.72201,0.70426,37.50000
impedance_token_policy_v5,surface_discontinuity,0,6,0.00000,3.18315,3.08358,0.19295,1.01388,0.00000,0.19580,0.00192,6.66667,0.67939,0.67287,44.33333
impedance_token_policy_v5,surface_discontinuity,1,6,0.00000,3.09637,2.85326,0.18440,1.03071,0.00000,0.25717,0.00388,6.66667,0.73534,0.67921,41.50000
impedance_token_policy_v5,surface_discontinuity,2,6,0.00000,3.08946,2.76961,0.19074,0.99051,0.00000,0.27408,0.00000,5.50000,0.71351,0.68372,40.50000
impedance_token_policy_v5,surface_discontinuity,3,6,0.00000,3.13938,3.01597,0.18882,1.01619,0.00000,0.22113,0.00000,6.50000,0.72540,0.67549,42.83333
impedance_token_policy_v5,surface_discontinuity,4,6,0.00000,3.06771,2.80216,0.19556,0.98714,0.00000,0.26314,0.00000,6.66667,0.73186,0.67716,41.00000
impedance_token_policy_v5,surface_discontinuity,5,6,0.00000,2.98765,2.80659,0.18595,1.03468,0.00000,0.23610,0.00579,6.33333,0.68776,0.68089,42.66667
impedance_token_policy_v5,surface_discontinuity,6,6,0.00000,3.18262,2.90097,0.18786,1.01586,0.00000,0.26985,0.00383,5.50000,0.71884,0.67879,43.00000
impedance_token_policy_v5,surface_discontinuity,7,6,0.00000,3.06905,3.10610,0.18937,1.02048,0.00000,0.24580,0.00194,7.33333,0.70941,0.67580,43.66667
impedance_token_policy_v5,target_force_jump,0,6,0.00000,3.10877,3.73050,0.18568,1.03438,0.00000,0.31926,0.00194,8.50000,0.67625,0.68158,34.50000
impedance_token_policy_v5,target_force_jump,1,6,0.00000,3.13312,4.25401,0.17522,0.99520,0.00000,0.30985,0.00392,9.00000,0.74187,0.67529,30.33333
impedance_token_policy_v5,target_force_jump,2,6,0.00000,3.13920,3.92189,0.17868,1.07227,0.00000,0.30467,0.00777,7.33333,0.71149,0.68100,33.00000
impedance_token_policy_v5,target_force_jump,3,6,0.00000,3.06939,3.58300,0.18945,1.02209,0.00000,0.32029,0.00196,8.66667,0.70633,0.67805,36.00000
impedance_token_policy_v5,target_force_jump,4,6,0.00000,3.17436,3.91415,0.18285,1.02538,0.00000,0.32695,0.00196,10.66667,0.74799,0.68083,33.33333
impedance_token_policy_v5,target_force_jump,5,6,0.00000,3.14469,3.75291,0.17892,1.03438,0.00000,0.30609,0.00390,8.66667,0.68031,0.67302,32.50000
impedance_token_policy_v5,target_force_jump,6,6,0.00000,3.14611,4.50788,0.17598,1.02137,0.00000,0.34884,0.00388,8.83333,0.72763,0.68578,31.33333
impedance_token_policy_v5,target_force_jump,7,6,0.00000,3.16131,3.99185,0.18242,1.05710,0.00000,0.31318,0.00388,9.00000,0.70431,0.67336,31.16667
learned_gain_regressor,actuator_saturation,0,6,0.16667,2.98880,1.01540,0.17124,1.70731,0.01532,0.61494,0.01915,5.00000,0.69646,0.83122,0.00000
learned_gain_regressor,actuator_saturation,1,6,0.00000,2.81365,0.92634,0.16675,1.59586,0.00766,0.62069,0.03257,5.00000,0.69055,0.82897,0.00000
learned_gain_regressor,actuator_saturation,2,6,0.00000,2.88336,1.27254,0.16675,1.46773,0.00000,0.61765,0.02673,5.83333,0.66496,0.83238,0.00000
learned_gain_regressor,actuator_saturation,3,6,0.00000,2.90292,0.95135,0.16970,1.66196,0.00766,0.61501,0.02878,5.00000,0.67465,0.82873,0.00000
learned_gain_regressor,actuator_saturation,4,6,0.33333,2.85029,1.42057,0.16990,1.55220,0.00192,0.61116,0.02301,6.66667,0.67429,0.83192,0.00000
learned_gain_regressor,actuator_saturation,5,6,0.50000,2.79926,1.00098,0.16211,1.55772,0.00958,0.60848,0.02303,5.00000,0.66636,0.83270,0.00000
learned_gain_regressor,actuator_saturation,6,6,0.16667,3.16354,1.05275,0.18268,1.59424,0.00192,0.61877,0.01915,5.00000,0.72456,0.82761,0.00000
learned_gain_regressor,actuator_saturation,7,6,0.33333,2.79009,1.04897,0.16344,1.56407,0.00766,0.60920,0.03065,5.00000,0.69842,0.83145,0.00000
learned_gain_regressor,combined_extreme_stress,0,6,1.00000,2.92052,2.62129,0.15933,1.61569,0.00194,0.56093,0.07937,5.00000,0.64987,0.79611,0.00000
