split,reference,comparison,paired_success_diff,ci95_success_diff,paired_force_error_reduction,paired_safety_reduction,paired_slip_reduction,paired_chatter_reduction,reference_better_seeds,seeds
combined_stress,impedance_token_policy_v5,conformal_safety_gain,-0.97917,0.04083,-0.00840,0.00534,0.44128,0.02040,0,8
combined_stress,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.91667,0.08731,0.00068,0.01371,0.45156,0.02575,0,8
combined_stress,impedance_token_policy_v5,fixed_impedance,-0.25000,0.10693,0.06794,0.00946,0.41439,0.01778,0,8
combined_stress,impedance_token_policy_v5,gain_scheduled_impedance,-0.85417,0.13005,-0.04254,0.00886,0.47176,0.03550,0,8
combined_stress,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.91667,0.06174,-0.00122,0.01709,0.44612,0.02535,0,8
combined_stress,impedance_token_policy_v5,impedance_token_policy_v4,0.00000,0.00000,-0.03042,0.00121,0.25425,0.02119,0,8
combined_stress,impedance_token_policy_v5,learned_gain_regressor,-0.83333,0.08730,0.00079,0.01883,0.46132,0.01361,0,8
combined_stress,impedance_token_policy_v5,oracle_impedance,-0.87500,0.08167,-0.07289,0.00798,0.40126,0.04720,0,8
combined_stress,impedance_token_policy_v5,random_forest_gain_regressor,-0.93750,0.05978,0.00119,0.01594,0.42609,0.02607,0,8
combined_stress,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.03928,-0.00024,-0.11378,-0.00309,0,8
combined_stress,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.02663,0.00103,0.19077,0.00970,0,8
combined_stress,impedance_token_policy_v5,token_no_memory_ablation,-0.02083,0.04083,-0.01527,0.00220,0.34353,0.02299,0,8
contact_transition,impedance_token_policy_v5,adaptive_impedance_control,-0.97917,0.04083,-0.08837,0.00023,0.31427,0.01984,0,8
contact_transition,impedance_token_policy_v5,admittance_switching_control,-0.97917,0.04083,-0.08361,0.01147,0.29524,0.02215,0,8
contact_transition,impedance_token_policy_v5,conformal_safety_gain,-0.72917,0.08593,-0.03559,0.00000,0.33019,0.01414,0,8
contact_transition,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.45833,0.11955,-0.03245,0.00000,0.33786,0.01229,0,8
contact_transition,impedance_token_policy_v5,fixed_impedance,-0.93750,0.08593,-0.00226,0.04189,0.30578,0.02749,0,8
contact_transition,impedance_token_policy_v5,gain_scheduled_impedance,-0.12500,0.08167,-0.07585,0.00000,0.35211,0.01257,0,8
contact_transition,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.54167,0.14803,-0.03872,0.00000,0.33952,0.01269,0,8
contact_transition,impedance_token_policy_v5,impedance_token_policy_v4,0.00000,0.00000,-0.03814,0.00000,0.18262,0.01059,0,8
contact_transition,impedance_token_policy_v5,learned_gain_regressor,-0.37500,0.10237,-0.04103,0.00000,0.34698,0.00981,0,8
contact_transition,impedance_token_policy_v5,oracle_impedance,-0.47917,0.09638,-0.09365,0.00023,0.33462,0.01778,0,8
contact_transition,impedance_token_policy_v5,random_forest_gain_regressor,-0.89583,0.05978,-0.03264,0.00000,0.30973,0.01301,0,8
contact_transition,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.04244,0.00000,-0.24774,0.00146,0,8
contact_transition,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.02364,0.00000,0.13761,0.00475,0,8
contact_transition,impedance_token_policy_v5,token_no_memory_ablation,-0.83333,0.08730,-0.02389,0.00000,0.22147,0.00947,0,8
delayed_mode_switch,impedance_token_policy_v5,adaptive_impedance_control,-0.54167,0.11955,-0.06263,0.02504,0.29112,0.02363,0,8
delayed_mode_switch,impedance_token_policy_v5,admittance_switching_control,-0.66667,0.13804,-0.06050,0.02292,0.25303,0.02991,0,8
delayed_mode_switch,impedance_token_policy_v5,conformal_safety_gain,-0.68750,0.14395,-0.01271,0.01997,0.30669,0.00907,0,8
delayed_mode_switch,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.50000,0.15122,0.00297,0.02939,0.31308,0.01192,0,8
delayed_mode_switch,impedance_token_policy_v5,fixed_impedance,-0.79167,0.10237,0.02626,0.02611,0.27932,0.02452,0,8
delayed_mode_switch,impedance_token_policy_v5,gain_scheduled_impedance,-0.37500,0.16039,-0.04385,0.02072,0.33031,0.01611,0,8
delayed_mode_switch,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.50000,0.12347,0.00144,0.02583,0.31691,0.01515,0,8
delayed_mode_switch,impedance_token_policy_v5,impedance_token_policy_v4,-0.43750,0.13718,-0.02923,0.00192,0.23296,0.01252,0,8
delayed_mode_switch,impedance_token_policy_v5,learned_gain_regressor,-0.29167,0.05346,-0.00999,0.03529,0.32579,0.01075,0,8
delayed_mode_switch,impedance_token_policy_v5,oracle_impedance,-0.56250,0.08593,-0.07817,0.01417,0.29478,0.02198,0,8
delayed_mode_switch,impedance_token_policy_v5,random_forest_gain_regressor,-0.60417,0.12250,0.00473,0.02867,0.28661,0.00559,0,8
delayed_mode_switch,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.03973,-0.00093,-0.22000,0.00315,0,8
delayed_mode_switch,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.03114,0.00841,0.12669,0.00737,0,8
delayed_mode_switch,impedance_token_policy_v5,token_no_memory_ablation,-0.70833,0.13455,-0.01209,0.00868,0.22134,0.01100,0,8
friction_slip_shift,impedance_token_policy_v5,adaptive_impedance_control,-0.97917,0.04083,-0.12352,0.00000,0.27233,0.01542,0,8
friction_slip_shift,impedance_token_policy_v5,admittance_switching_control,-1.00000,0.00000,-0.12268,0.00047,0.25585,0.01964,0,8
friction_slip_shift,impedance_token_policy_v5,conformal_safety_gain,-0.83333,0.08730,-0.05719,0.00000,0.28251,0.00844,0,8
friction_slip_shift,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.70833,0.11955,-0.05672,0.00000,0.28909,0.00947,0,8
friction_slip_shift,impedance_token_policy_v5,fixed_impedance,-0.81250,0.09638,-0.05026,0.04067,0.26710,0.02078,0,8
friction_slip_shift,impedance_token_policy_v5,gain_scheduled_impedance,-0.27083,0.15043,-0.11341,0.00000,0.30543,0.00855,0,8
friction_slip_shift,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.68750,0.15663,-0.06486,0.00000,0.29236,0.00867,0,8
friction_slip_shift,impedance_token_policy_v5,impedance_token_policy_v4,-0.08334,0.06174,-0.05400,0.00000,0.14622,0.00719,0,8
friction_slip_shift,impedance_token_policy_v5,learned_gain_regressor,-0.52083,0.13005,-0.04713,0.00000,0.29805,0.00575,0,8
friction_slip_shift,impedance_token_policy_v5,oracle_impedance,-0.70833,0.18261,-0.12426,0.00000,0.28966,0.01246,0,8
friction_slip_shift,impedance_token_policy_v5,random_forest_gain_regressor,-0.93750,0.05978,-0.05732,0.00000,0.26092,0.00921,0,8
friction_slip_shift,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.05648,0.00000,-0.29691,-0.00020,0,8
friction_slip_shift,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.02574,0.00000,0.08190,0.00286,0,8
friction_slip_shift,impedance_token_policy_v5,token_no_memory_ablation,-0.68750,0.13004,-0.03480,0.00000,0.18427,0.00537,0,8
nominal_surface_tracking,impedance_token_policy_v5,adaptive_impedance_control,-0.72917,0.12250,-0.13649,0.00000,0.21567,0.01239,0,8
nominal_surface_tracking,impedance_token_policy_v5,admittance_switching_control,-1.00000,0.00000,-0.13600,0.00164,0.18945,0.01379,0,8
nominal_surface_tracking,impedance_token_policy_v5,conformal_safety_gain,-0.29167,0.10237,-0.06809,0.00000,0.22834,0.00266,0,8
nominal_surface_tracking,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.20833,0.08167,-0.07024,0.00000,0.23570,0.00316,0,8
nominal_surface_tracking,impedance_token_policy_v5,fixed_impedance,-0.93750,0.08593,-0.07008,0.03778,0.20124,0.01156,0,8
nominal_surface_tracking,impedance_token_policy_v5,gain_scheduled_impedance,0.00000,0.00000,-0.12611,0.00000,0.24265,0.00189,0,8
nominal_surface_tracking,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.06250,0.05978,-0.07636,0.00000,0.24194,0.00531,0,8
nominal_surface_tracking,impedance_token_policy_v5,impedance_token_policy_v4,-0.93750,0.05978,-0.05997,0.00000,0.17602,0.00383,0,8
nominal_surface_tracking,impedance_token_policy_v5,learned_gain_regressor,0.00000,0.00000,-0.05923,0.00000,0.25435,0.00311,0,8
nominal_surface_tracking,impedance_token_policy_v5,oracle_impedance,-0.06250,0.05978,-0.13916,0.00000,0.24409,0.00164,0,8
nominal_surface_tracking,impedance_token_policy_v5,random_forest_gain_regressor,-0.85417,0.07402,-0.06984,0.00000,0.20090,0.00341,0,8
nominal_surface_tracking,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.05604,0.00000,-0.17601,-0.00072,0,8
nominal_surface_tracking,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.02335,0.00000,0.05131,0.00004,0,8
nominal_surface_tracking,impedance_token_policy_v5,token_no_memory_ablation,-0.93750,0.05978,-0.03732,0.00000,0.13311,0.00025,0,8
sensor_noise_burst,impedance_token_policy_v5,adaptive_impedance_control,-0.87500,0.10237,-0.09307,0.00140,0.28279,0.03283,0,8
sensor_noise_burst,impedance_token_policy_v5,admittance_switching_control,-1.00000,0.00000,-0.09031,0.00047,0.25528,0.03422,0,8
sensor_noise_burst,impedance_token_policy_v5,conformal_safety_gain,-0.70833,0.11955,-0.03818,0.00048,0.28954,0.02985,0,8
sensor_noise_burst,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.43750,0.13718,-0.03862,0.00000,0.29797,0.02433,0,8
sensor_noise_burst,impedance_token_policy_v5,fixed_impedance,-0.97917,0.04083,-0.02283,0.02764,0.26210,0.02935,0,8
sensor_noise_burst,impedance_token_policy_v5,gain_scheduled_impedance,-0.04167,0.05346,-0.08187,0.00024,0.31004,0.02064,0,8
sensor_noise_burst,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.31250,0.17932,-0.04469,0.00000,0.30307,0.02708,0,8
sensor_noise_burst,impedance_token_policy_v5,impedance_token_policy_v4,-0.25000,0.06173,-0.03523,0.00000,0.20029,0.01148,0,8
sensor_noise_burst,impedance_token_policy_v5,learned_gain_regressor,-0.04167,0.05346,-0.02382,0.00048,0.31510,0.02024,0,8
sensor_noise_burst,impedance_token_policy_v5,oracle_impedance,-0.35417,0.16836,-0.09681,0.00070,0.30249,0.02628,0,8
sensor_noise_burst,impedance_token_policy_v5,random_forest_gain_regressor,-0.97917,0.04083,-0.03732,0.00049,0.25988,0.02338,0,8
sensor_noise_burst,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.04577,0.00000,-0.17841,-0.00186,0,8
sensor_noise_burst,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.02469,0.00000,0.09977,0.01118,0,8
sensor_noise_burst,impedance_token_policy_v5,token_no_memory_ablation,-1.00000,0.00000,-0.02639,0.00000,0.20958,0.01869,0,8
stick_slip_cycle,impedance_token_policy_v5,adaptive_impedance_control,-0.97917,0.04083,-0.11712,0.00000,0.34170,0.02876,0,8
stick_slip_cycle,impedance_token_policy_v5,admittance_switching_control,-1.00000,0.00000,-0.11231,0.00047,0.32213,0.03062,0,8
stick_slip_cycle,impedance_token_policy_v5,conformal_safety_gain,-0.91667,0.08731,-0.05809,0.00000,0.35243,0.01958,0,8
stick_slip_cycle,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.85417,0.09638,-0.05745,0.00000,0.35904,0.02237,0,8
stick_slip_cycle,impedance_token_policy_v5,fixed_impedance,-1.00000,0.00000,-0.05212,0.03927,0.33209,0.03686,0,8
stick_slip_cycle,impedance_token_policy_v5,gain_scheduled_impedance,-0.54167,0.14803,-0.10247,0.00000,0.37501,0.02689,0,8
stick_slip_cycle,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.77083,0.17393,-0.06441,0.00000,0.36069,0.02153,0,8
stick_slip_cycle,impedance_token_policy_v5,impedance_token_policy_v4,-0.04167,0.05346,-0.05156,0.00000,0.19253,0.01296,0,8
stick_slip_cycle,impedance_token_policy_v5,learned_gain_regressor,-0.83333,0.06173,-0.05786,0.00000,0.36499,0.01943,0,8
stick_slip_cycle,impedance_token_policy_v5,oracle_impedance,-0.81250,0.13004,-0.11460,0.00000,0.35755,0.02385,0,8
stick_slip_cycle,impedance_token_policy_v5,random_forest_gain_regressor,-1.00000,0.00000,-0.05961,0.00000,0.32994,0.02239,0,8
stick_slip_cycle,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.04507,0.00000,-0.22416,0.00031,0,8
stick_slip_cycle,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.01740,0.00000,0.13739,0.00519,0,8
stick_slip_cycle,impedance_token_policy_v5,token_no_memory_ablation,-0.47917,0.13005,-0.03712,0.00000,0.25475,0.01103,0,8
stiffness_shift,impedance_token_policy_v5,adaptive_impedance_control,-0.52083,0.11446,-0.08076,0.03016,0.26862,0.00039,0,8
stiffness_shift,impedance_token_policy_v5,admittance_switching_control,-0.87500,0.10237,-0.07012,0.02756,0.23346,0.00717,0,8
stiffness_shift,impedance_token_policy_v5,conformal_safety_gain,-0.08333,0.08731,-0.00663,0.01955,0.27991,-0.00112,0,8
stiffness_shift,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.02083,0.04083,0.01134,0.02812,0.28907,-0.00107,0,8
stiffness_shift,impedance_token_policy_v5,fixed_impedance,0.00000,0.00000,0.04942,0.02028,0.25143,0.00876,0,8
stiffness_shift,impedance_token_policy_v5,gain_scheduled_impedance,-0.02083,0.04083,-0.05350,0.02395,0.29410,-0.00465,0,8
stiffness_shift,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.02083,0.04083,0.01092,0.02414,0.29175,-0.00039,0,8
stiffness_shift,impedance_token_policy_v5,impedance_token_policy_v4,-0.41667,0.17461,-0.03426,0.00455,0.18671,0.00143,0,8
stiffness_shift,impedance_token_policy_v5,learned_gain_regressor,0.00000,0.00000,0.00161,0.03470,0.30716,-0.00672,0,8
stiffness_shift,impedance_token_policy_v5,oracle_impedance,-0.10417,0.05978,-0.10140,0.01916,0.28776,-0.00265,0,8
stiffness_shift,impedance_token_policy_v5,random_forest_gain_regressor,-0.06250,0.05978,0.02110,0.02936,0.24564,-0.00227,0,8
stiffness_shift,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.06169,-0.00016,-0.14627,-0.00047,0,8
stiffness_shift,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.05481,0.00698,0.09157,0.00179,0,8
stiffness_shift,impedance_token_policy_v5,token_no_memory_ablation,-0.37500,0.10238,-0.01167,0.00781,0.19320,0.00214,0,8
surface_discontinuity,impedance_token_policy_v5,adaptive_impedance_control,-1.00000,0.00000,-0.08807,0.00000,0.32183,0.03671,0,8
surface_discontinuity,impedance_token_policy_v5,admittance_switching_control,-1.00000,0.00000,-0.09094,0.00375,0.30682,0.04043,0,8
surface_discontinuity,impedance_token_policy_v5,conformal_safety_gain,-0.87500,0.08167,-0.04034,0.00000,0.33689,0.02475,0,8
surface_discontinuity,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.58333,0.10693,-0.03380,0.00000,0.34543,0.02851,0,8
surface_discontinuity,impedance_token_policy_v5,fixed_impedance,-0.93750,0.05978,0.02148,0.01989,0.31238,0.03168,0,8
surface_discontinuity,impedance_token_policy_v5,gain_scheduled_impedance,-0.37500,0.16039,-0.07646,0.00000,0.36036,0.02548,0,8
surface_discontinuity,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.64583,0.17932,-0.03481,0.00000,0.34843,0.02670,0,8
surface_discontinuity,impedance_token_policy_v5,impedance_token_policy_v4,0.00000,0.00000,-0.03915,0.00000,0.19079,0.01470,0,8
surface_discontinuity,impedance_token_policy_v5,learned_gain_regressor,-0.56250,0.15043,-0.04825,0.00000,0.35623,0.02713,0,8
surface_discontinuity,impedance_token_policy_v5,oracle_impedance,-0.85417,0.07402,-0.10149,0.00000,0.33911,0.03227,0,8
surface_discontinuity,impedance_token_policy_v5,random_forest_gain_regressor,-0.93750,0.05978,-0.03300,0.00000,0.31566,0.02487,0,8
surface_discontinuity,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.04306,0.00000,-0.24087,-0.00016,0,8
surface_discontinuity,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.01967,0.00000,0.14985,0.00780,0,8
surface_discontinuity,impedance_token_policy_v5,token_no_memory_ablation,-0.91667,0.06174,-0.02980,0.00000,0.24617,0.01520,0,8
target_force_jump,impedance_token_policy_v5,adaptive_impedance_control,-0.77083,0.08593,-0.09734,0.00000,0.26659,0.02798,0,8
target_force_jump,impedance_token_policy_v5,admittance_switching_control,-0.93750,0.05978,-0.08505,0.00867,0.24011,0.03006,0,8
target_force_jump,impedance_token_policy_v5,conformal_safety_gain,-0.33333,0.17461,-0.05168,0.00000,0.28515,0.02032,0,8
target_force_jump,impedance_token_policy_v5,ensemble_uncertainty_gain,-0.20833,0.10237,-0.05185,0.00000,0.29024,0.01994,0,8
target_force_jump,impedance_token_policy_v5,fixed_impedance,-0.89583,0.05978,-0.03806,0.04995,0.24978,0.03778,0,8
target_force_jump,impedance_token_policy_v5,gain_scheduled_impedance,-0.04167,0.05346,-0.08105,0.00000,0.30474,0.02094,0,8
target_force_jump,impedance_token_policy_v5,hist_gradient_gain_regressor,-0.10417,0.10581,-0.05726,0.00000,0.29928,0.02323,0,8
target_force_jump,impedance_token_policy_v5,impedance_token_policy_v4,-0.06250,0.08593,-0.04156,0.00000,0.16949,0.01258,0,8
target_force_jump,impedance_token_policy_v5,learned_gain_regressor,-0.08334,0.06174,-0.05408,0.00000,0.30320,0.01865,0,8
target_force_jump,impedance_token_policy_v5,oracle_impedance,-0.31250,0.15663,-0.09365,0.00000,0.28972,0.01971,0,8
target_force_jump,impedance_token_policy_v5,random_forest_gain_regressor,-0.89583,0.05978,-0.05335,0.00000,0.25571,0.02064,0,8
target_force_jump,impedance_token_policy_v5,risk_averse_impedance,0.00000,0.00000,0.02708,0.00000,-0.24132,0.00118,0,8
target_force_jump,impedance_token_policy_v5,robust_mpc_impedance,0.00000,0.00000,0.00717,0.00000,0.11147,0.00595,0,8
target_force_jump,impedance_token_policy_v5,token_no_memory_ablation,-0.85417,0.14395,-0.03062,0.00000,0.16923,0.00968,0,8
