method,split,seed,episode,stress_level,success,contact_ratio,mean_abs_force_error,post_shift_force_error,normalized_force_error,peak_overshoot,max_penetration,safety_violation_rate,slip_rate,chatter_rate,chatter_crossings,settling_latency,energy,work,final_progress,final_k_est,final_mu_est,token_switches,trajectory_samples
token_no_memory,combined_stress,1,1006,,0,0.95000,5.73334,6.62412,0.33774,0.32691,0.01943,0.00000,0.12281,0.03509,4,120,3.45845,1.35697,0.76290,767.77662,0.51189,16,0:x-0.117:y-0.446:f0.00:tf10.48:p0.0000:tok3;15:x0.018:y-0.423:f6.62:tf10.48:p0.0184:tok5;30:x0.019:y-0.296:f6.13:tf10.48:p0.0189:tok3;45:x0.019:y-0.134:f6.61:tf10.48:p0.0194:tok3;60:x0.008:y-0.059:f6.03:tf16.98:p0.0083:tok5;75:x0.014:y-0.038:f9.85:tf16.98:p0.0139:tok5;90:x0.013:y0.021:f10.16:tf16.98:p0.0127:tok5;105:x0.013:y0.143:f9.32:tf16.98:p0.0128:tok5;119:x0.013:y0.224:f9.58:tf16.98:p0.0130:tok5
token_no_discrete_tokens,combined_stress,1,1006,,0,0.95833,6.01956,6.97002,0.35460,1.09178,0.01942,0.00000,0.24348,0.03478,4,120,4.14111,1.50723,0.83521,752.77475,0.51366,0,0:x-0.117:y-0.442:f0.14:tf10.48:p0.0000:tok1;15:x0.018:y-0.413:f6.50:tf10.48:p0.0183:tok1;30:x0.018:y-0.268:f6.25:tf10.48:p0.0183:tok1;45:x0.019:y-0.095:f6.10:tf10.48:p0.0185:tok1;60:x0.008:y-0.035:f6.04:tf16.98:p0.0080:tok1;75:x0.013:y-0.012:f9.98:tf16.98:p0.0134:tok1;90:x0.013:y0.058:f9.55:tf16.98:p0.0130:tok1;105:x0.013:y0.213:f9.86:tf16.98:p0.0132:tok1;119:x0.013:y0.287:f10.53:tf16.98:p0.0133:tok1
token_no_force_update,combined_stress,1,1006,,0,0.95000,5.33905,5.75300,0.31452,1.04618,0.01908,0.00000,0.03509,0.03509,4,120,4.45919,1.06504,0.77464,420.00000,0.20000,48,0:x-0.113:y-0.432:f0.47:tf10.48:p0.0000:tok1;15:x0.018:y-0.411:f6.10:tf10.48:p0.0184:tok2;30:x0.017:y-0.289:f5.41:tf10.48:p0.0175:tok3;45:x0.017:y-0.133:f7.01:tf10.48:p0.0172:tok3;60:x0.009:y-0.052:f6.58:tf16.98:p0.0092:tok5;75:x0.015:y-0.031:f10.71:tf16.98:p0.0147:tok5;90:x0.014:y0.026:f10.02:tf16.98:p0.0142:tok5;105:x0.013:y0.155:f9.87:tf16.98:p0.0130:tok5;119:x0.014:y0.235:f9.73:tf16.98:p0.0139:tok5
token_no_transition_planner,combined_stress,1,1006,,0,0.95000,5.84394,6.63789,0.34426,1.00648,0.01996,0.00000,0.00000,0.03509,4,120,4.38891,0.84640,0.76848,752.65372,0.51005,57,0:x-0.118:y-0.426:f0.00:tf10.48:p0.0000:tok1;15:x0.019:y-0.407:f6.60:tf10.48:p0.0186:tok5;30:x0.018:y-0.290:f5.88:tf10.48:p0.0182:tok3;45:x0.019:y-0.137:f5.53:tf10.48:p0.0189:tok3;60:x0.009:y-0.054:f6.70:tf16.98:p0.0088:tok5;75:x0.013:y-0.031:f10.03:tf16.98:p0.0133:tok5;90:x0.013:y0.039:f9.13:tf16.98:p0.0130:tok5;105:x0.013:y0.164:f9.65:tf16.98:p0.0127:tok5;119:x0.014:y0.230:f10.89:tf16.98:p0.0135:tok5
token_no_safety_penalty,combined_stress,1,1006,,0,0.95000,5.82765,6.60815,0.34330,1.10647,0.01969,0.00000,0.03509,0.03509,4,120,4.25029,0.90780,0.76864,775.18922,0.51098,51,0:x-0.110:y-0.438:f1.28:tf10.48:p0.0000:tok1;15:x0.019:y-0.414:f6.08:tf10.48:p0.0186:tok5;30:x0.017:y-0.289:f6.97:tf10.48:p0.0175:tok3;45:x0.019:y-0.134:f6.24:tf10.48:p0.0192:tok3;60:x0.008:y-0.058:f5.90:tf16.98:p0.0080:tok5;75:x0.013:y-0.033:f10.30:tf16.98:p0.0132:tok5;90:x0.013:y0.031:f9.12:tf16.98:p0.0126:tok5;105:x0.013:y0.157:f10.98:tf16.98:p0.0129:tok5;119:x0.013:y0.230:f10.26:tf16.98:p0.0130:tok5
token_full,combined_stress,1,1007,,0,0.95000,5.64273,6.34442,0.34171,1.06094,0.01845,0.00000,0.07018,0.03509,4,120,3.99061,0.74294,0.83230,771.58123,0.43269,60,0:x-0.110:y-0.419:f0.00:tf10.40:p0.0000:tok1;15:x0.017:y-0.401:f5.97:tf10.40:p0.0174:tok5;30:x0.017:y-0.282:f5.34:tf10.40:p0.0172:tok3;45:x0.018:y-0.125:f6.54:tf10.40:p0.0175:tok3;60:x0.008:y-0.038:f6.43:tf10.40:p0.0077:tok5;75:x0.012:y-0.000:f8.87:tf16.51:p0.0120:tok5;90:x0.013:y0.088:f9.81:tf16.51:p0.0131:tok5;105:x0.012:y0.217:f8.90:tf16.51:p0.0124:tok5;119:x0.012:y0.285:f10.00:tf16.51:p0.0125:tok5
token_no_memory,combined_stress,1,1007,,1,0.95000,5.53983,6.34713,0.33548,0.40325,0.01897,0.00000,0.14035,0.03509,4,120,3.05994,1.23127,0.82524,781.61966,0.43437,13,0:x-0.108:y-0.420:f0.00:tf10.40:p0.0000:tok3;15:x0.017:y-0.403:f4.93:tf10.40:p0.0171:tok5;30:x0.018:y-0.292:f8.32:tf10.40:p0.0175:tok3;45:x0.017:y-0.128:f7.36:tf10.40:p0.0173:tok3;60:x0.008:y-0.034:f6.75:tf10.40:p0.0083:tok5;75:x0.013:y-0.004:f10.06:tf16.51:p0.0131:tok5;90:x0.012:y0.066:f10.40:tf16.51:p0.0121:tok5;105:x0.012:y0.197:f10.66:tf16.51:p0.0117:tok5;119:x0.013:y0.278:f10.24:tf16.51:p0.0129:tok5
token_no_discrete_tokens,combined_stress,1,1007,,0,0.95833,5.79661,6.66080,0.35103,1.09702,0.01759,0.00000,0.26087,0.03478,4,120,3.84657,1.29842,0.88850,762.61535,0.43487,0,0:x-0.116:y-0.426:f0.34:tf10.40:p0.0000:tok1;15:x0.016:y-0.402:f6.39:tf10.40:p0.0162:tok1;30:x0.016:y-0.264:f5.31:tf10.40:p0.0165:tok1;45:x0.018:y-0.087:f6.56:tf10.40:p0.0175:tok1;60:x0.007:y-0.017:f5.61:tf10.40:p0.0071:tok1;75:x0.011:y0.014:f8.05:tf16.51:p0.0112:tok1;90:x0.012:y0.103:f9.73:tf16.51:p0.0125:tok1;105:x0.012:y0.267:f9.08:tf16.51:p0.0118:tok1;119:x0.013:y0.333:f9.03:tf16.51:p0.0126:tok1
token_no_force_update,combined_stress,1,1007,,1,0.95000,5.12094,5.51244,0.31011,0.96901,0.01817,0.00000,0.10526,0.03509,4,120,4.15409,0.93074,0.82650,420.00000,0.20000,46,0:x-0.118:y-0.433:f0.16:tf10.40:p0.0000:tok1;15:x0.018:y-0.410:f7.01:tf10.40:p0.0182:tok2;30:x0.016:y-0.281:f6.09:tf10.40:p0.0163:tok3;45:x0.017:y-0.122:f6.68:tf10.40:p0.0167:tok3;60:x0.009:y-0.036:f6.70:tf10.40:p0.0085:tok5;75:x0.015:y-0.007:f11.58:tf16.51:p0.0146:tok5;90:x0.014:y0.068:f9.94:tf16.51:p0.0140:tok5;105:x0.014:y0.204:f11.82:tf16.51:p0.0139:tok5;119:x0.014:y0.280:f10.93:tf16.51:p0.0143:tok5
token_no_transition_planner,combined_stress,1,1007,,1,0.95000,5.60739,6.35549,0.33957,0.88268,0.01764,0.00000,0.08772,0.03509,4,120,4.02242,0.90431,0.83086,771.48075,0.43296,65,0:x-0.120:y-0.432:f0.69:tf10.40:p0.0000:tok1;15:x0.017:y-0.409:f6.26:tf10.40:p0.0172:tok5;30:x0.017:y-0.281:f6.91:tf10.40:p0.0171:tok3;45:x0.017:y-0.123:f6.05:tf10.40:p0.0173:tok3;60:x0.008:y-0.035:f5.96:tf10.40:p0.0075:tok5;75:x0.012:y0.004:f8.88:tf16.51:p0.0120:tok5;90:x0.013:y0.084:f8.83:tf16.51:p0.0129:tok5;105:x0.013:y0.211:f8.74:tf16.51:p0.0125:tok3;119:x0.013:y0.283:f10.18:tf16.51:p0.0128:tok5
token_no_safety_penalty,combined_stress,1,1007,,0,0.95000,5.60388,6.33235,0.33936,1.07587,0.01813,0.00000,0.08772,0.02632,3,120,4.07366,0.77372,0.84024,790.61026,0.43476,58,0:x-0.117:y-0.433:f0.33:tf10.40:p0.0000:tok1;15:x0.018:y-0.410:f5.73:tf10.40:p0.0178:tok5;30:x0.017:y-0.280:f6.58:tf10.40:p0.0166:tok3;45:x0.016:y-0.122:f4.91:tf10.40:p0.0163:tok3;60:x0.008:y-0.033:f6.48:tf10.40:p0.0082:tok5;75:x0.013:y0.002:f10.25:tf16.51:p0.0127:tok5;90:x0.012:y0.078:f8.79:tf16.51:p0.0117:tok5;105:x0.012:y0.208:f8.15:tf16.51:p0.0117:tok5;119:x0.013:y0.291:f10.52:tf16.51:p0.0127:tok5
token_full,combined_stress,1,1008,,0,0.95000,5.31210,6.06559,0.32265,1.10338,0.01754,0.00000,0.00000,0.03509,4,120,3.79335,0.57356,0.82655,799.79696,0.44669,61,0:x-0.109:y-0.418:f0.00:tf10.03:p0.0000:tok1;15:x0.017:y-0.400:f6.44:tf10.03:p0.0167:tok5;30:x0.016:y-0.286:f7.45:tf10.03:p0.0162:tok4;45:x0.016:y-0.133:f6.85:tf10.03:p0.0164:tok3;60:x0.008:y-0.013:f6.71:tf10.03:p0.0079:tok5;75:x0.011:y0.042:f8.78:tf16.46:p0.0110:tok5;90:x0.012:y0.089:f9.86:tf16.46:p0.0117:tok5;105:x0.012:y0.206:f9.69:tf16.46:p0.0117:tok5;119:x0.012:y0.280:f9.65:tf16.46:p0.0123:tok5
token_no_memory,combined_stress,1,1008,,1,0.95000,5.26613,6.09579,0.31986,0.40184,0.01767,0.00000,0.14912,0.01754,2,120,3.02868,1.11276,0.81085,780.54381,0.44772,12,0:x-0.122:y-0.438:f0.00:tf10.03:p0.0000:tok3;15:x0.017:y-0.421:f6.75:tf10.03:p0.0171:tok5;30:x0.017:y-0.294:f5.67:tf10.03:p0.0170:tok3;45:x0.016:y-0.126:f5.03:tf10.03:p0.0162:tok3;60:x0.007:y-0.014:f4.48:tf10.03:p0.0073:tok5;75:x0.011:y0.026:f9.05:tf16.46:p0.0106:tok5;90:x0.013:y0.074:f9.82:tf16.46:p0.0127:tok5;105:x0.011:y0.184:f8.10:tf16.46:p0.0113:tok5;119:x0.013:y0.266:f10.91:tf16.46:p0.0130:tok5
token_no_discrete_tokens,combined_stress,1,1008,,0,0.95833,5.51039,6.41107,0.33470,1.12776,0.01799,0.00000,0.17391,0.02609,3,120,3.79952,1.21818,0.87144,791.77351,0.44921,0,0:x-0.124:y-0.427:f0.00:tf10.03:p0.0000:tok1;15:x0.015:y-0.407:f5.49:tf10.03:p0.0152:tok1;30:x0.016:y-0.268:f6.45:tf10.03:p0.0159:tok1;45:x0.017:y-0.089:f6.53:tf10.03:p0.0174:tok1;60:x0.008:y0.004:f6.22:tf10.03:p0.0077:tok1;75:x0.011:y0.044:f8.52:tf16.46:p0.0107:tok1;90:x0.011:y0.107:f9.24:tf16.46:p0.0112:tok1;105:x0.012:y0.240:f9.50:tf16.46:p0.0118:tok1;119:x0.012:y0.318:f9.30:tf16.46:p0.0119:tok1
token_no_force_update,combined_stress,1,1008,,1,0.95000,4.91942,5.30622,0.29880,1.03972,0.01783,0.00000,0.08772,0.03509,4,120,4.01029,0.80667,0.81032,420.00000,0.20000,46,0:x-0.123:y-0.416:f0.00:tf10.03:p0.0000:tok1;15:x0.017:y-0.400:f5.66:tf10.03:p0.0172:tok2;30:x0.017:y-0.288:f6.72:tf10.03:p0.0166:tok3;45:x0.017:y-0.131:f6.13:tf10.03:p0.0166:tok3;60:x0.008:y-0.009:f6.35:tf10.03:p0.0083:tok5;75:x0.012:y0.034:f10.59:tf16.46:p0.0122:tok2;90:x0.014:y0.076:f10.46:tf16.46:p0.0136:tok5;105:x0.013:y0.185:f9.76:tf16.46:p0.0126:tok5;119:x0.014:y0.265:f10.37:tf16.46:p0.0143:tok5
token_no_transition_planner,combined_stress,1,1008,,0,0.95000,5.33771,6.07367,0.32421,1.09729,0.01797,0.00000,0.04386,0.03509,4,120,3.89684,0.62851,0.82077,795.95739,0.44642,52,0:x-0.111:y-0.429:f0.69:tf10.03:p0.0000:tok1;15:x0.017:y-0.408:f7.20:tf10.03:p0.0172:tok0;30:x0.016:y-0.287:f5.68:tf10.03:p0.0159:tok3;45:x0.017:y-0.132:f6.17:tf10.03:p0.0170:tok3;60:x0.007:y-0.017:f4.91:tf10.03:p0.0065:tok2;75:x0.011:y0.035:f8.58:tf16.46:p0.0107:tok2;90:x0.012:y0.094:f9.92:tf16.46:p0.0124:tok5;105:x0.013:y0.201:f10.40:tf16.46:p0.0126:tok5;119:x0.012:y0.275:f9.53:tf16.46:p0.0122:tok5
token_no_safety_penalty,combined_stress,1,1008,,0,0.95000,5.35606,6.09602,0.32533,1.19818,0.01768,0.00877,0.00000,0.03509,4,120,3.98741,0.57741,0.82209,796.05881,0.44558,61,0:x-0.112:y-0.432:f0.26:tf10.03:p0.0000:tok1;15:x0.017:y-0.409:f6.86:tf10.03:p0.0169:tok5;30:x0.017:y-0.283:f7.20:tf10.03:p0.0171:tok4;45:x0.017:y-0.130:f5.81:tf10.03:p0.0168:tok3;60:x0.008:y-0.019:f6.93:tf10.03:p0.0079:tok2;75:x0.011:y0.035:f7.63:tf16.46:p0.0108:tok2;90:x0.012:y0.096:f10.26:tf16.46:p0.0123:tok2;105:x0.012:y0.211:f10.26:tf16.46:p0.0118:tok5;119:x0.012:y0.276:f9.48:tf16.46:p0.0125:tok5
token_full,combined_stress,1,1009,,1,0.95000,5.35639,5.75730,0.33225,0.79982,0.01833,0.00000,0.07018,0.03509,4,120,3.99526,0.92583,0.84673,701.08743,0.40894,46,0:x-0.124:y-0.425:f0.00:tf10.86:p0.0000:tok1;15:x0.018:y-0.406:f7.58:tf10.86:p0.0177:tok5;30:x0.016:y-0.286:f6.84:tf10.86:p0.0163:tok3;45:x0.006:y-0.137:f4.71:tf10.86:p0.0055:tok1;60:x0.010:y-0.062:f6.38:tf10.86:p0.0096:tok5;75:x0.008:y0.030:f6.32:tf16.12:p0.0085:tok3;90:x0.014:y0.127:f11.29:tf16.12:p0.0139:tok2;105:x0.013:y0.237:f9.11:tf16.12:p0.0133:tok5;119:x0.015:y0.297:f11.09:tf16.12:p0.0146:tok5
token_no_memory,combined_stress,1,1009,,1,0.95000,5.23467,5.70056,0.32470,0.34288,0.01875,0.00000,0.10526,0.02632,3,120,3.01822,1.36623,0.83575,706.14180,0.40799,5,0:x-0.114:y-0.432:f0.00:tf10.86:p0.0000:tok3;15:x0.017:y-0.412:f6.69:tf10.86:p0.0173:tok5;30:x0.017:y-0.293:f6.10:tf10.86:p0.0165:tok3;45:x0.007:y-0.136:f6.00:tf10.86:p0.0074:tok5;60:x0.009:y-0.071:f5.59:tf10.86:p0.0090:tok5;75:x0.008:y0.016:f6.09:tf16.12:p0.0083:tok3;90:x0.013:y0.128:f9.68:tf16.12:p0.0134:tok5;105:x0.014:y0.234:f9.44:tf16.12:p0.0135:tok5;119:x0.013:y0.287:f10.44:tf16.12:p0.0134:tok5
token_no_discrete_tokens,combined_stress,1,1009,,1,0.95833,5.55911,6.05156,0.34483,0.92276,0.01806,0.00000,0.16522,0.03478,4,120,3.68011,1.30221,0.87364,714.06437,0.40855,0,0:x-0.119:y-0.438:f0.00:tf10.86:p0.0000:tok1;15:x0.017:y-0.410:f6.17:tf10.86:p0.0172:tok1;30:x0.017:y-0.264:f6.12:tf10.86:p0.0175:tok1;45:x0.004:y-0.096:f2.44:tf10.86:p0.0043:tok1;60:x0.008:y-0.048:f6.39:tf10.86:p0.0085:tok1;75:x0.008:y0.039:f5.06:tf16.12:p0.0077:tok1;90:x0.013:y0.162:f9.46:tf16.12:p0.0130:tok1;105:x0.013:y0.270:f10.38:tf16.12:p0.0131:tok1;119:x0.013:y0.320:f9.57:tf16.12:p0.0131:tok1
token_no_force_update,combined_stress,1,1009,,1,0.95833,4.78366,4.98953,0.29673,0.14449,0.01861,0.00000,0.07826,0.02609,3,120,3.55849,1.49761,0.83263,420.00000,0.20000,45,0:x-0.106:y-0.431:f0.54:tf10.86:p0.0000:tok1;15:x0.018:y-0.410:f6.26:tf10.86:p0.0175:tok5;30:x0.018:y-0.286:f8.13:tf10.86:p0.0176:tok4;45:x0.007:y-0.136:f5.28:tf10.86:p0.0068:tok5;60:x0.010:y-0.067:f7.20:tf10.86:p0.0101:tok2;75:x0.010:y0.032:f6.83:tf16.12:p0.0097:tok3;90:x0.015:y0.128:f11.23:tf16.12:p0.0148:tok5;105:x0.014:y0.223:f10.52:tf16.12:p0.0145:tok5;119:x0.015:y0.285:f9.91:tf16.12:p0.0146:tok5
token_no_transition_planner,combined_stress,1,1009,,1,0.95000,5.36635,5.71254,0.33287,0.95930,0.02066,0.00000,0.05263,0.03509,4,120,4.05145,0.78365,0.83903,723.45870,0.40761,49,0:x-0.112:y-0.426:f1.27:tf10.86:p0.0000:tok1;15:x0.017:y-0.406:f6.54:tf10.86:p0.0171:tok5;30:x0.016:y-0.286:f6.96:tf10.86:p0.0162:tok3;45:x0.007:y-0.137:f6.42:tf10.86:p0.0075:tok5;60:x0.009:y-0.069:f6.32:tf10.86:p0.0089:tok2;75:x0.009:y0.034:f6.61:tf16.12:p0.0087:tok3;90:x0.013:y0.137:f9.34:tf16.12:p0.0135:tok5;105:x0.013:y0.235:f10.25:tf16.12:p0.0133:tok5;119:x0.013:y0.290:f8.12:tf16.12:p0.0128:tok5
token_no_safety_penalty,combined_stress,1,1009,,1,0.95833,5.28467,5.75354,0.32780,0.26256,0.01821,0.00000,0.10435,0.02609,3,120,3.49091,1.32155,0.83787,704.65474,0.40717,48,0:x-0.108:y-0.435:f0.00:tf10.86:p0.0000:tok1;15:x0.018:y-0.415:f6.10:tf10.86:p0.0180:tok2;30:x0.017:y-0.287:f6.42:tf10.86:p0.0172:tok3;45:x0.006:y-0.134:f4.59:tf10.86:p0.0059:tok1;60:x0.010:y-0.060:f6.53:tf10.86:p0.0096:tok5;75:x0.009:y0.036:f6.56:tf16.12:p0.0087:tok5;90:x0.012:y0.136:f7.79:tf16.12:p0.0117:tok2;105:x0.014:y0.239:f9.96:tf16.12:p0.0135:tok5;119:x0.013:y0.289:f9.93:tf16.12:p0.0135:tok5
token_full,combined_stress,2,1000,,0,0.95000,5.59155,6.74460,0.32467,1.25990,0.01795,0.00877,0.00000,0.03509,4,120,3.96250,0.47672,0.79395,761.75815,0.46523,63,0:x-0.111:y-0.431:f0.05:tf10.08:p0.0000:tok1;15:x0.016:y-0.410:f5.51:tf10.08:p0.0159:tok5;30:x0.016:y-0.287:f5.06:tf10.08:p0.0161:tok3;45:x0.017:y-0.135:f6.06:tf10.08:p0.0166:tok3;60:x0.016:y0.001:f12.29:tf10.08:p0.0163:tok4;75:x0.013:y0.045:f9.77:tf17.22:p0.0128:tok2;90:x0.013:y0.080:f9.79:tf17.22:p0.0125:tok5;105:x0.013:y0.180:f10.53:tf17.22:p0.0133:tok5;119:x0.013:y0.251:f10.08:tf17.22:p0.0131:tok5
token_no_memory,combined_stress,2,1000,,1,0.95000,5.44286,6.62792,0.31603,0.45453,0.01847,0.00000,0.12281,0.03509,4,120,2.91391,1.02078,0.78496,775.94477,0.46571,10,0:x-0.108:y-0.436:f0.87:tf10.08:p0.0000:tok3;15:x0.016:y-0.417:f6.23:tf10.08:p0.0159:tok5;30:x0.017:y-0.296:f5.42:tf10.08:p0.0169:tok3;45:x0.017:y-0.133:f4.54:tf10.08:p0.0167:tok3;60:x0.017:y0.003:f12.57:tf10.08:p0.0171:tok0;75:x0.013:y0.042:f10.38:tf17.22:p0.0132:tok5;90:x0.014:y0.073:f11.08:tf17.22:p0.0135:tok5;105:x0.013:y0.163:f9.89:tf17.22:p0.0132:tok5;119:x0.012:y0.243:f9.11:tf17.22:p0.0124:tok5
token_no_discrete_tokens,combined_stress,2,1000,,0,0.95833,5.74981,7.00986,0.33386,1.34116,0.01800,0.00870,0.15652,0.03478,4,120,3.71820,1.11070,0.84448,763.25234,0.46801,0,0:x-0.120:y-0.422:f0.00:tf10.08:p0.0000:tok1;15:x0.015:y-0.401:f5.60:tf10.08:p0.0154:tok1;30:x0.016:y-0.273:f4.43:tf10.08:p0.0161:tok1;45:x0.017:y-0.098:f5.20:tf10.08:p0.0172:tok1;60:x0.017:y0.022:f12.36:tf10.08:p0.0171:tok1;75:x0.013:y0.054:f9.87:tf17.22:p0.0129:tok1;90:x0.013:y0.096:f10.56:tf17.22:p0.0131:tok1;105:x0.013:y0.215:f9.95:tf17.22:p0.0128:tok1;119:x0.013:y0.295:f9.60:tf17.22:p0.0131:tok1
token_no_force_update,combined_stress,2,1000,,0,0.95000,5.12462,5.73420,0.29756,1.27410,0.01731,0.00877,0.09649,0.03509,4,120,3.87620,0.57976,0.78818,420.00000,0.20000,46,0:x-0.115:y-0.429:f0.00:tf10.08:p0.0000:tok1;15:x0.017:y-0.410:f6.66:tf10.08:p0.0172:tok5;30:x0.016:y-0.289:f5.24:tf10.08:p0.0160:tok3;45:x0.015:y-0.131:f6.29:tf10.08:p0.0153:tok3;60:x0.016:y0.008:f13.57:tf10.08:p0.0165:tok5;75:x0.015:y0.050:f11.58:tf17.22:p0.0152:tok5;90:x0.015:y0.080:f12.88:tf17.22:p0.0153:tok5;105:x0.015:y0.169:f10.86:tf17.22:p0.0145:tok5;119:x0.014:y0.246:f11.18:tf17.22:p0.0145:tok5
token_no_transition_planner,combined_stress,2,1000,,0,0.95000,5.57933,6.76553,0.32396,1.20886,0.01789,0.00877,0.11404,0.03509,4,120,3.97282,0.48074,0.79206,733.39007,0.46520,59,0:x-0.115:y-0.449:f0.41:tf10.08:p0.0000:tok1;15:x0.016:y-0.423:f4.23:tf10.08:p0.0157:tok2;30:x0.016:y-0.286:f5.72:tf10.08:p0.0164:tok3;45:x0.018:y-0.127:f6.97:tf10.08:p0.0179:tok3;60:x0.017:y0.005:f12.21:tf10.08:p0.0171:tok0;75:x0.013:y0.050:f8.86:tf17.22:p0.0133:tok2;90:x0.014:y0.083:f10.38:tf17.22:p0.0142:tok5;105:x0.013:y0.178:f10.12:tf17.22:p0.0130:tok5;119:x0.014:y0.250:f9.04:tf17.22:p0.0136:tok5
token_no_safety_penalty,combined_stress,2,1000,,0,0.95000,5.56907,6.71528,0.32336,1.08793,0.01745,0.00000,0.00877,0.03509,4,120,3.86397,0.55832,0.79520,776.73954,0.46443,55,0:x-0.119:y-0.422:f0.30:tf10.08:p0.0000:tok1;15:x0.016:y-0.405:f6.11:tf10.08:p0.0156:tok5;30:x0.016:y-0.290:f4.94:tf10.08:p0.0163:tok3;45:x0.016:y-0.135:f6.56:tf10.08:p0.0160:tok3;60:x0.017:y0.003:f13.34:tf10.08:p0.0171:tok5;75:x0.014:y0.051:f10.33:tf17.22:p0.0139:tok5;90:x0.013:y0.084:f9.71:tf17.22:p0.0131:tok5;105:x0.013:y0.183:f9.96:tf17.22:p0.0130:tok5;119:x0.013:y0.253:f9.61:tf17.22:p0.0133:tok5
token_full,combined_stress,2,1001,,1,0.95000,5.59599,6.22728,0.34330,0.97285,0.02070,0.00000,0.00000,0.03509,4,120,4.53340,0.74759,0.80220,801.08121,0.48603,57,0:x-0.128:y-0.427:f1.21:tf11.04:p0.0000:tok1;15:x0.020:y-0.409:f5.93:tf11.04:p0.0197:tok2;30:x0.019:y-0.296:f5.40:tf11.04:p0.0189:tok3;45:x0.020:y-0.145:f6.92:tf11.04:p0.0205:tok3;60:x0.009:y-0.043:f7.16:tf11.04:p0.0090:tok5;75:x0.012:y0.000:f9.83:tf16.30:p0.0122:tok5;90:x0.012:y0.056:f8.60:tf16.30:p0.0116:tok5;105:x0.012:y0.178:f10.25:tf16.30:p0.0122:tok5;119:x0.012:y0.258:f10.40:tf16.30:p0.0121:tok5
token_no_memory,combined_stress,2,1001,,1,0.95000,5.56942,6.23669,0.34167,0.49147,0.02132,0.00000,0.10526,0.03509,4,120,3.45762,1.17951,0.78817,792.48640,0.48599,14,0:x-0.122:y-0.428:f0.86:tf11.04:p0.0000:tok3;15:x0.019:y-0.414:f4.92:tf11.04:p0.0190:tok5;30:x0.020:y-0.309:f6.02:tf11.04:p0.0198:tok3;45:x0.020:y-0.149:f5.88:tf11.04:p0.0202:tok3;60:x0.009:y-0.042:f6.82:tf11.04:p0.0085:tok5;75:x0.012:y-0.009:f10.25:tf16.30:p0.0119:tok5;90:x0.012:y0.046:f8.88:tf16.30:p0.0116:tok5;105:x0.012:y0.166:f9.06:tf16.30:p0.0115:tok3;119:x0.012:y0.246:f8.96:tf16.30:p0.0116:tok5
token_no_discrete_tokens,combined_stress,2,1001,,0,0.95833,5.75595,6.47086,0.35312,1.29740,0.02056,0.00870,0.21739,0.03478,4,120,4.29428,1.22520,0.85953,812.10821,0.48694,0,0:x-0.123:y-0.424:f0.00:tf11.04:p0.0000:tok1;15:x0.019:y-0.404:f6.02:tf11.04:p0.0191:tok1;30:x0.019:y-0.286:f5.98:tf11.04:p0.0193:tok1;45:x0.019:y-0.107:f6.48:tf11.04:p0.0195:tok1;60:x0.008:y-0.010:f6.98:tf11.04:p0.0082:tok1;75:x0.012:y0.021:f8.18:tf16.30:p0.0116:tok1;90:x0.012:y0.086:f9.68:tf16.30:p0.0118:tok1;105:x0.011:y0.235:f9.03:tf16.30:p0.0114:tok1;119:x0.011:y0.308:f9.80:tf16.30:p0.0111:tok1
token_no_force_update,combined_stress,2,1001,,0,0.95000,5.14212,5.29700,0.31546,1.20576,0.02160,0.00877,0.00000,0.03509,4,120,4.75090,0.65168,0.80299,420.00000,0.20000,44,0:x-0.112:y-0.422:f0.70:tf11.04:p0.0000:tok1;15:x0.019:y-0.406:f6.93:tf11.04:p0.0195:tok5;30:x0.018:y-0.297:f6.51:tf11.04:p0.0182:tok3;45:x0.018:y-0.144:f7.68:tf11.04:p0.0185:tok3;60:x0.009:y-0.030:f7.66:tf11.04:p0.0088:tok5;75:x0.014:y0.003:f10.51:tf16.30:p0.0138:tok2;90:x0.013:y0.053:f9.02:tf16.30:p0.0131:tok5;105:x0.013:y0.175:f10.68:tf16.30:p0.0134:tok2;119:x0.014:y0.259:f11.07:tf16.30:p0.0135:tok5
token_no_transition_planner,combined_stress,2,1001,,0,0.95000,5.62099,6.24438,0.34484,1.13224,0.02134,0.00000,0.00000,0.03509,4,120,4.40796,0.62377,0.80079,804.30453,0.48589,51,0:x-0.109:y-0.419:f0.99:tf11.04:p0.0000:tok1;15:x0.020:y-0.403:f6.79:tf11.04:p0.0197:tok5;30:x0.020:y-0.298:f6.71:tf11.04:p0.0198:tok3;45:x0.020:y-0.147:f7.47:tf11.04:p0.0196:tok3;60:x0.009:y-0.041:f7.54:tf11.04:p0.0091:tok5;75:x0.012:y-0.001:f9.53:tf16.30:p0.0117:tok5;90:x0.012:y0.054:f10.47:tf16.30:p0.0119:tok5;105:x0.012:y0.179:f9.02:tf16.30:p0.0115:tok5;119:x0.012:y0.257:f10.03:tf16.30:p0.0122:tok5
