method,split,seed,episode,stress_level,success,contact_ratio,mean_abs_force_error,post_shift_force_error,normalized_force_error,peak_overshoot,max_penetration,safety_violation_rate,slip_rate,chatter_rate,chatter_crossings,settling_latency,energy,work,final_progress,final_k_est,final_mu_est,token_switches,trajectory_samples
token_full,combined_stress,0,1000,,1,0.95833,5.70919,6.38616,0.33941,0.52928,0.01745,0.00000,0.03478,0.02609,3,120,3.70765,1.32541,0.80358,764.72663,0.45995,53,0:x-0.103:y-0.437:f0.00:tf10.78:p0.0000:tok1;15:x0.016:y-0.417:f6.64:tf10.78:p0.0162:tok5;30:x0.017:y-0.291:f6.51:tf10.78:p0.0168:tok3;45:x0.017:y-0.138:f6.44:tf10.78:p0.0166:tok3;60:x0.009:y-0.059:f7.61:tf10.78:p0.0094:tok5;75:x0.014:y-0.018:f10.65:tf16.82:p0.0139:tok5;90:x0.013:y0.066:f9.42:tf16.82:p0.0135:tok5;105:x0.013:y0.194:f10.85:tf16.82:p0.0131:tok5;119:x0.013:y0.260:f9.27:tf16.82:p0.0128:tok5
token_no_memory,combined_stress,0,1000,,1,0.95000,5.66284,6.39413,0.33665,0.47035,0.01771,0.00000,0.11404,0.03509,4,120,3.44153,1.29614,0.79664,748.66507,0.46191,10,0:x-0.110:y-0.417:f0.00:tf10.78:p0.0000:tok3;15:x0.017:y-0.402:f6.57:tf10.78:p0.0171:tok5;30:x0.017:y-0.302:f7.07:tf10.78:p0.0166:tok3;45:x0.017:y-0.142:f5.78:tf10.78:p0.0175:tok3;60:x0.009:y-0.063:f5.69:tf10.78:p0.0092:tok5;75:x0.013:y-0.029:f10.16:tf16.82:p0.0127:tok5;90:x0.013:y0.046:f8.98:tf16.82:p0.0129:tok5;105:x0.013:y0.174:f9.14:tf16.82:p0.0133:tok5;119:x0.013:y0.253:f10.27:tf16.82:p0.0134:tok5
token_no_discrete_tokens,combined_stress,0,1000,,0,0.95833,5.95265,6.72137,0.35388,1.22359,0.01764,0.00870,0.26087,0.03478,4,120,4.15339,1.49153,0.87165,749.49633,0.46275,0,0:x-0.114:y-0.423:f1.08:tf10.78:p0.0000:tok1;15:x0.017:y-0.403:f6.57:tf10.78:p0.0169:tok1;30:x0.015:y-0.278:f6.38:tf10.78:p0.0154:tok1;45:x0.017:y-0.101:f7.32:tf10.78:p0.0175:tok1;60:x0.008:y-0.036:f4.48:tf10.78:p0.0079:tok1;75:x0.013:y-0.003:f9.39:tf16.82:p0.0128:tok1;90:x0.012:y0.085:f8.54:tf16.82:p0.0117:tok1;105:x0.013:y0.252:f7.72:tf16.82:p0.0126:tok1;119:x0.013:y0.319:f9.63:tf16.82:p0.0126:tok1
token_no_force_update,combined_stress,0,1000,,0,0.95000,5.21869,5.53689,0.31025,1.06975,0.01738,0.00000,0.05263,0.01754,2,120,4.55026,1.10733,0.80726,420.00000,0.20000,45,0:x-0.122:y-0.442:f0.50:tf10.78:p0.0000:tok1;15:x0.017:y-0.418:f7.29:tf10.78:p0.0172:tok5;30:x0.017:y-0.291:f6.52:tf10.78:p0.0165:tok3;45:x0.017:y-0.135:f6.52:tf10.78:p0.0167:tok3;60:x0.008:y-0.062:f5.61:tf10.78:p0.0081:tok5;75:x0.015:y-0.026:f11.11:tf16.82:p0.0148:tok5;90:x0.014:y0.048:f12.01:tf16.82:p0.0141:tok5;105:x0.014:y0.181:f10.85:tf16.82:p0.0141:tok2;119:x0.015:y0.263:f11.42:tf16.82:p0.0146:tok5
token_no_transition_planner,combined_stress,0,1000,,0,0.95000,5.81888,6.43275,0.34593,1.20003,0.01787,0.00877,0.00000,0.03509,4,120,4.35148,0.81252,0.80994,747.92086,0.46143,62,0:x-0.117:y-0.419:f0.00:tf10.78:p0.0000:tok1;15:x0.017:y-0.402:f6.15:tf10.78:p0.0170:tok5;30:x0.017:y-0.293:f5.78:tf10.78:p0.0169:tok3;45:x0.017:y-0.144:f6.78:tf10.78:p0.0174:tok3;60:x0.009:y-0.058:f6.86:tf10.78:p0.0086:tok2;75:x0.014:y-0.016:f9.00:tf16.82:p0.0136:tok5;90:x0.013:y0.061:f9.33:tf16.82:p0.0129:tok5;105:x0.013:y0.188:f9.85:tf16.82:p0.0131:tok2;119:x0.014:y0.265:f11.44:tf16.82:p0.0136:tok5
token_no_safety_penalty,combined_stress,0,1000,,0,0.95000,5.76491,6.42724,0.34272,1.10500,0.01804,0.00000,0.10526,0.03509,4,120,4.47118,0.88548,0.80761,729.92350,0.46083,57,0:x-0.125:y-0.449:f0.00:tf10.78:p0.0000:tok1;15:x0.016:y-0.424:f5.93:tf10.78:p0.0164:tok5;30:x0.016:y-0.290:f6.09:tf10.78:p0.0159:tok3;45:x0.017:y-0.131:f6.62:tf10.78:p0.0169:tok3;60:x0.008:y-0.059:f6.24:tf10.78:p0.0081:tok2;75:x0.013:y-0.021:f9.53:tf16.82:p0.0134:tok2;90:x0.013:y0.064:f9.65:tf16.82:p0.0130:tok3;105:x0.014:y0.194:f10.73:tf16.82:p0.0136:tok5;119:x0.014:y0.263:f11.04:tf16.82:p0.0145:tok5
token_full,combined_stress,0,1001,,0,0.95000,5.55547,6.39769,0.32891,0.94819,0.02164,0.00000,0.00000,0.03509,4,120,4.14836,0.55869,0.75953,789.06599,0.52531,57,0:x-0.115:y-0.431:f0.50:tf10.60:p0.0000:tok1;15:x0.019:y-0.411:f5.09:tf10.60:p0.0191:tok5;30:x0.020:y-0.294:f7.34:tf10.60:p0.0200:tok3;45:x0.020:y-0.144:f5.75:tf10.60:p0.0199:tok3;60:x0.001:y-0.019:f0.44:tf10.60:p0.0011:tok1;75:x0.013:y0.021:f13.03:tf16.89:p0.0126:tok2;90:x0.012:y0.057:f8.70:tf16.89:p0.0123:tok5;105:x0.012:y0.154:f10.14:tf16.89:p0.0122:tok5;119:x0.012:y0.222:f10.28:tf16.89:p0.0119:tok5
token_no_memory,combined_stress,0,1001,,0,0.95000,5.40389,6.33816,0.31993,0.50316,0.02120,0.00000,0.08772,0.03509,4,120,3.18543,1.04877,0.74120,805.38663,0.52628,10,0:x-0.122:y-0.428:f0.00:tf10.60:p0.0000:tok3;15:x0.019:y-0.412:f6.62:tf10.60:p0.0191:tok5;30:x0.020:y-0.303:f6.20:tf10.60:p0.0197:tok3;45:x0.020:y-0.144:f6.85:tf10.60:p0.0204:tok3;60:x0.003:y-0.013:f2.33:tf10.60:p0.0030:tok3;75:x0.012:y0.017:f11.06:tf16.89:p0.0119:tok5;90:x0.013:y0.047:f10.99:tf16.89:p0.0129:tok5;105:x0.013:y0.128:f9.48:tf16.89:p0.0128:tok5;119:x0.013:y0.205:f9.88:tf16.89:p0.0128:tok5
token_no_discrete_tokens,combined_stress,0,1001,,1,0.95833,5.62384,6.68462,0.33295,0.95937,0.02151,0.00000,0.15652,0.03478,4,120,3.76693,1.21670,0.80765,799.52466,0.52854,0,0:x-0.107:y-0.441:f0.00:tf10.60:p0.0000:tok1;15:x0.019:y-0.414:f6.20:tf10.60:p0.0188:tok1;30:x0.020:y-0.272:f8.38:tf10.60:p0.0204:tok1;45:x0.020:y-0.099:f6.96:tf10.60:p0.0200:tok1;60:x0.001:y0.007:f1.23:tf10.60:p0.0011:tok1;75:x0.011:y0.037:f11.05:tf16.89:p0.0108:tok1;90:x0.012:y0.075:f9.59:tf16.89:p0.0121:tok1;105:x0.012:y0.181:f10.22:tf16.89:p0.0122:tok1;119:x0.012:y0.263:f9.07:tf16.89:p0.0116:tok1
token_no_force_update,combined_stress,0,1001,,0,0.95000,5.16753,5.51168,0.30594,0.94080,0.02098,0.00000,0.05263,0.03509,4,120,4.06911,0.71465,0.75676,420.00000,0.20000,45,0:x-0.108:y-0.433:f0.00:tf10.60:p0.0000:tok1;15:x0.020:y-0.412:f6.55:tf10.60:p0.0199:tok5;30:x0.018:y-0.293:f5.97:tf10.60:p0.0183:tok3;45:x0.019:y-0.136:f7.14:tf10.60:p0.0188:tok3;60:x0.003:y-0.009:f1.24:tf10.60:p0.0027:tok1;75:x0.014:y0.025:f14.20:tf16.89:p0.0140:tok0;90:x0.013:y0.052:f10.23:tf16.89:p0.0134:tok5;105:x0.012:y0.136:f8.89:tf16.89:p0.0123:tok5;119:x0.014:y0.219:f11.19:tf16.89:p0.0140:tok5
token_no_transition_planner,combined_stress,0,1001,,0,0.95000,5.51318,6.37184,0.32640,0.90823,0.02124,0.00000,0.00000,0.03509,4,120,4.09665,0.55372,0.74891,803.33657,0.52478,49,0:x-0.114:y-0.429:f0.27:tf10.60:p0.0000:tok1;15:x0.020:y-0.409:f5.92:tf10.60:p0.0198:tok2;30:x0.019:y-0.291:f6.07:tf10.60:p0.0191:tok3;45:x0.020:y-0.143:f6.23:tf10.60:p0.0197:tok3;60:x0.002:y-0.019:f1.57:tf10.60:p0.0016:tok1;75:x0.013:y0.023:f12.94:tf16.89:p0.0128:tok2;90:x0.012:y0.056:f9.48:tf16.89:p0.0123:tok5;105:x0.013:y0.145:f10.16:tf16.89:p0.0126:tok5;119:x0.013:y0.213:f10.09:tf16.89:p0.0125:tok5
token_no_safety_penalty,combined_stress,0,1001,,0,0.95000,5.44372,6.35601,0.32229,0.66892,0.02060,0.00000,0.00000,0.03509,4,120,4.03093,0.72678,0.75856,810.00008,0.52658,48,0:x-0.124:y-0.424:f0.36:tf10.60:p0.0000:tok1;15:x0.019:y-0.406:f5.94:tf10.60:p0.0189:tok5;30:x0.019:y-0.292:f6.03:tf10.60:p0.0194:tok3;45:x0.020:y-0.141:f7.08:tf10.60:p0.0198:tok3;60:x0.003:y-0.015:f2.42:tf10.60:p0.0028:tok1;75:x0.012:y0.022:f11.55:tf16.89:p0.0120:tok2;90:x0.013:y0.055:f10.97:tf16.89:p0.0134:tok5;105:x0.012:y0.145:f10.11:tf16.89:p0.0121:tok5;119:x0.012:y0.221:f9.17:tf16.89:p0.0123:tok5
token_full,combined_stress,0,1002,,0,0.95000,5.50219,6.20037,0.33692,1.07143,0.02006,0.00000,0.09649,0.01754,2,120,4.16975,0.45858,0.80035,735.74743,0.48954,52,0:x-0.123:y-0.428:f0.19:tf11.26:p0.0000:tok1;15:x0.017:y-0.408:f7.01:tf11.26:p0.0168:tok5;30:x0.015:y-0.285:f5.52:tf11.26:p0.0149:tok3;45:x0.016:y-0.127:f6.51:tf11.26:p0.0156:tok3;60:x0.010:y0.005:f7.10:tf11.26:p0.0099:tok5;75:x0.013:y0.041:f9.65:tf16.33:p0.0129:tok2;90:x0.013:y0.080:f9.78:tf16.33:p0.0133:tok1;105:x0.013:y0.183:f9.92:tf16.33:p0.0134:tok1;119:x0.012:y0.257:f7.73:tf16.33:p0.0122:tok5
token_no_memory,combined_stress,0,1002,,0,0.95000,5.39608,6.17591,0.33042,0.25736,0.01709,0.00000,0.13158,0.03509,4,120,2.97491,1.00960,0.77837,742.64267,0.48934,5,0:x-0.125:y-0.431:f0.00:tf11.26:p0.0000:tok3;15:x0.016:y-0.411:f6.54:tf11.26:p0.0162:tok5;30:x0.016:y-0.292:f5.10:tf11.26:p0.0156:tok3;45:x0.015:y-0.128:f6.26:tf11.26:p0.0154:tok3;60:x0.010:y0.007:f7.57:tf11.26:p0.0096:tok5;75:x0.013:y0.039:f9.23:tf16.33:p0.0126:tok5;90:x0.014:y0.071:f9.58:tf16.33:p0.0138:tok5;105:x0.013:y0.159:f9.49:tf16.33:p0.0130:tok5;119:x0.014:y0.237:f10.62:tf16.33:p0.0136:tok5
token_no_discrete_tokens,combined_stress,0,1002,,0,0.95833,5.68423,6.50307,0.34807,1.12360,0.01748,0.00000,0.16522,0.01739,2,120,3.71141,1.11584,0.84134,729.63119,0.49187,0,0:x-0.119:y-0.426:f0.17:tf11.26:p0.0000:tok1;15:x0.016:y-0.404:f7.13:tf11.26:p0.0157:tok1;30:x0.016:y-0.270:f6.99:tf11.26:p0.0164:tok1;45:x0.016:y-0.091:f7.27:tf11.26:p0.0157:tok1;60:x0.011:y0.025:f7.83:tf11.26:p0.0108:tok1;75:x0.012:y0.052:f8.53:tf16.33:p0.0122:tok1;90:x0.013:y0.095:f9.97:tf16.33:p0.0134:tok1;105:x0.013:y0.214:f8.82:tf16.33:p0.0130:tok1;119:x0.013:y0.292:f10.32:tf16.33:p0.0132:tok1
token_no_force_update,combined_stress,0,1002,,0,0.95000,5.10133,5.43132,0.31238,1.15756,0.02222,0.00877,0.06140,0.02632,3,120,4.20573,0.55014,0.78962,420.00000,0.20000,40,0:x-0.114:y-0.415:f0.00:tf11.26:p0.0000:tok1;15:x0.017:y-0.399:f6.53:tf11.26:p0.0170:tok5;30:x0.016:y-0.288:f7.66:tf11.26:p0.0159:tok3;45:x0.016:y-0.131:f6.19:tf11.26:p0.0157:tok3;60:x0.011:y0.004:f7.38:tf11.26:p0.0108:tok5;75:x0.015:y0.037:f12.61:tf16.33:p0.0150:tok2;90:x0.015:y0.070:f9.61:tf16.33:p0.0150:tok5;105:x0.014:y0.162:f11.40:tf16.33:p0.0142:tok5;119:x0.015:y0.247:f10.70:tf16.33:p0.0146:tok5
token_no_transition_planner,combined_stress,0,1002,,1,0.95000,5.54678,6.27732,0.33965,1.03611,0.01980,0.00000,0.07895,0.02632,3,120,4.18727,0.48241,0.79946,722.48913,0.49042,52,0:x-0.120:y-0.431:f0.24:tf11.26:p0.0000:tok1;15:x0.016:y-0.409:f7.56:tf11.26:p0.0162:tok2;30:x0.016:y-0.285:f6.71:tf11.26:p0.0161:tok3;45:x0.016:y-0.128:f7.07:tf11.26:p0.0156:tok3;60:x0.010:y0.005:f7.02:tf11.26:p0.0102:tok2;75:x0.012:y0.040:f8.43:tf16.33:p0.0125:tok2;90:x0.013:y0.078:f9.34:tf16.33:p0.0125:tok5;105:x0.014:y0.175:f10.58:tf16.33:p0.0138:tok2;119:x0.013:y0.256:f9.28:tf16.33:p0.0134:tok5
token_no_safety_penalty,combined_stress,0,1002,,0,0.95000,5.58264,6.27907,0.34185,1.16830,0.02087,0.00877,0.06140,0.03509,4,120,4.05408,0.40614,0.78979,716.22262,0.48883,56,0:x-0.117:y-0.421:f0.00:tf11.26:p0.0000:tok1;15:x0.017:y-0.403:f5.28:tf11.26:p0.0166:tok5;30:x0.016:y-0.286:f6.66:tf11.26:p0.0158:tok3;45:x0.016:y-0.129:f6.23:tf11.26:p0.0162:tok3;60:x0.010:y0.004:f6.39:tf11.26:p0.0097:tok5;75:x0.013:y0.040:f8.92:tf16.33:p0.0126:tok2;90:x0.013:y0.077:f8.89:tf16.33:p0.0133:tok5;105:x0.013:y0.180:f9.36:tf16.33:p0.0127:tok2;119:x0.013:y0.248:f9.36:tf16.33:p0.0134:tok5
token_full,combined_stress,0,1003,,1,0.95833,5.61501,6.57045,0.34914,0.44662,0.01955,0.00000,0.00000,0.03478,4,120,3.65912,1.27048,0.81935,790.74376,0.47016,59,0:x-0.104:y-0.437:f0.00:tf11.45:p0.0000:tok1;15:x0.018:y-0.414:f6.27:tf11.45:p0.0183:tok5;30:x0.018:y-0.299:f6.26:tf11.45:p0.0185:tok3;45:x0.018:y-0.153:f6.28:tf11.45:p0.0182:tok3;60:x0.018:y-0.019:f6.93:tf11.45:p0.0183:tok5;75:x0.012:y0.024:f9.63:tf16.08:p0.0119:tok5;90:x0.013:y0.077:f10.09:tf16.08:p0.0130:tok2;105:x0.012:y0.197:f10.32:tf16.08:p0.0123:tok2;119:x0.012:y0.273:f9.58:tf16.08:p0.0121:tok5
token_no_memory,combined_stress,0,1003,,1,0.95000,5.62119,6.52010,0.34953,0.47975,0.02026,0.00000,0.07895,0.03509,4,120,3.50761,0.96235,0.80341,780.37414,0.47026,16,0:x-0.116:y-0.435:f0.38:tf11.45:p0.0000:tok3;15:x0.019:y-0.417:f6.82:tf11.45:p0.0186:tok5;30:x0.020:y-0.309:f7.67:tf11.45:p0.0196:tok3;45:x0.019:y-0.152:f6.30:tf11.45:p0.0191:tok3;60:x0.020:y-0.013:f8.46:tf11.45:p0.0201:tok0;75:x0.012:y0.026:f8.15:tf16.08:p0.0120:tok5;90:x0.013:y0.068:f10.68:tf16.08:p0.0129:tok5;105:x0.011:y0.179:f8.18:tf16.08:p0.0114:tok5;119:x0.012:y0.259:f9.88:tf16.08:p0.0122:tok5
token_no_discrete_tokens,combined_stress,0,1003,,0,0.95833,5.89405,6.87973,0.36649,1.13333,0.01966,0.00000,0.19130,0.03478,4,120,4.11318,1.17680,0.87013,772.64553,0.47215,0,0:x-0.124:y-0.429:f0.00:tf11.45:p0.0000:tok1;15:x0.018:y-0.409:f6.53:tf11.45:p0.0184:tok1;30:x0.017:y-0.286:f6.15:tf11.45:p0.0169:tok1;45:x0.018:y-0.109:f5.44:tf11.45:p0.0177:tok1;60:x0.019:y0.015:f7.21:tf11.45:p0.0194:tok1;75:x0.012:y0.045:f8.57:tf16.08:p0.0119:tok1;90:x0.011:y0.097:f8.82:tf16.08:p0.0115:tok1;105:x0.012:y0.237:f9.31:tf16.08:p0.0118:tok1;119:x0.012:y0.317:f9.81:tf16.08:p0.0121:tok1
token_no_force_update,combined_stress,0,1003,,1,0.95833,5.24815,5.67899,0.32633,0.32599,0.01986,0.00000,0.00000,0.02609,3,120,3.75737,1.33495,0.80772,420.00000,0.20000,55,0:x-0.110:y-0.419:f0.57:tf11.45:p0.0000:tok1;15:x0.018:y-0.405:f6.52:tf11.45:p0.0181:tok2;30:x0.019:y-0.303:f7.20:tf11.45:p0.0185:tok3;45:x0.019:y-0.152:f6.59:tf11.45:p0.0186:tok3;60:x0.018:y-0.014:f5.64:tf11.45:p0.0181:tok3;75:x0.014:y0.030:f11.83:tf16.08:p0.0142:tok5;90:x0.014:y0.072:f10.59:tf16.08:p0.0136:tok2;105:x0.013:y0.190:f10.07:tf16.08:p0.0130:tok3;119:x0.014:y0.263:f9.84:tf16.08:p0.0136:tok2
token_no_transition_planner,combined_stress,0,1003,,1,0.95000,5.72402,6.60544,0.35592,0.91262,0.02007,0.00000,0.00000,0.03509,4,120,4.28755,0.62455,0.80938,781.04104,0.46990,53,0:x-0.121:y-0.417:f0.41:tf11.45:p0.0000:tok1;15:x0.018:y-0.402:f5.77:tf11.45:p0.0182:tok5;30:x0.018:y-0.302:f6.06:tf11.45:p0.0182:tok3;45:x0.019:y-0.154:f7.60:tf11.45:p0.0187:tok3;60:x0.020:y-0.017:f8.72:tf11.45:p0.0199:tok1;75:x0.013:y0.025:f8.70:tf16.08:p0.0126:tok2;90:x0.012:y0.072:f10.21:tf16.08:p0.0119:tok5;105:x0.012:y0.189:f8.93:tf16.08:p0.0121:tok5;119:x0.012:y0.264:f9.12:tf16.08:p0.0123:tok5
token_no_safety_penalty,combined_stress,0,1003,,1,0.95833,5.53818,6.56476,0.34437,0.28284,0.01973,0.00000,0.00000,0.02609,3,120,3.45130,1.42161,0.81114,790.34336,0.46930,56,0:x-0.115:y-0.437:f0.00:tf11.45:p0.0000:tok1;15:x0.019:y-0.417:f7.11:tf11.45:p0.0189:tok5;30:x0.018:y-0.298:f5.74:tf11.45:p0.0176:tok3;45:x0.019:y-0.147:f7.33:tf11.45:p0.0186:tok3;60:x0.018:y-0.016:f6.73:tf11.45:p0.0176:tok2;75:x0.013:y0.028:f11.15:tf16.08:p0.0129:tok5;90:x0.013:y0.077:f9.89:tf16.08:p0.0125:tok5;105:x0.011:y0.193:f8.64:tf16.08:p0.0112:tok1;119:x0.013:y0.266:f10.80:tf16.08:p0.0126:tok5
token_full,combined_stress,0,1004,,1,0.95000,5.46035,6.06276,0.35873,1.01904,0.01986,0.00000,0.09649,0.03509,4,120,4.15179,0.74597,0.83011,700.05817,0.47837,59,0:x-0.115:y-0.436:f0.00:tf10.73:p0.0000:tok1;15:x0.018:y-0.412:f5.54:tf10.73:p0.0178:tok5;30:x0.018:y-0.281:f6.39:tf10.73:p0.0182:tok3;45:x0.017:y-0.123:f7.25:tf10.73:p0.0174:tok3;60:x0.012:y-0.034:f9.96:tf15.22:p0.0123:tok5;75:x0.013:y-0.010:f8.31:tf15.22:p0.0134:tok5;90:x0.013:y0.076:f9.71:tf15.22:p0.0129:tok3;105:x0.012:y0.205:f8.63:tf15.22:p0.0122:tok5;119:x0.013:y0.283:f9.10:tf15.22:p0.0129:tok5
token_no_memory,combined_stress,0,1004,,1,0.95000,5.33831,6.02144,0.35071,0.40572,0.01850,0.00000,0.14035,0.03509,4,120,3.01918,1.23536,0.81472,719.10745,0.47822,11,0:x-0.111:y-0.429:f0.00:tf10.73:p0.0000:tok3;15:x0.016:y-0.409:f6.68:tf10.73:p0.0162:tok5;30:x0.017:y-0.288:f6.56:tf10.73:p0.0174:tok3;45:x0.018:y-0.124:f5.73:tf10.73:p0.0177:tok3;60:x0.013:y-0.031:f12.03:tf15.22:p0.0131:tok5;75:x0.013:y-0.009:f9.23:tf15.22:p0.0129:tok5;90:x0.013:y0.060:f8.98:tf15.22:p0.0127:tok5;105:x0.013:y0.188:f9.27:tf15.22:p0.0126:tok5;119:x0.013:y0.269:f10.03:tf15.22:p0.0131:tok5
token_no_discrete_tokens,combined_stress,0,1004,,1,0.95833,5.61232,6.34916,0.36871,1.00832,0.01877,0.00000,0.26087,0.03478,4,120,3.89579,1.32762,0.88387,710.33803,0.47926,0,0:x-0.125:y-0.418:f0.00:tf10.73:p0.0000:tok1;15:x0.017:y-0.397:f7.70:tf10.73:p0.0169:tok1;30:x0.018:y-0.268:f6.09:tf10.73:p0.0179:tok1;45:x0.017:y-0.091:f6.06:tf10.73:p0.0174:tok1;60:x0.012:y-0.010:f10.96:tf15.22:p0.0124:tok1;75:x0.013:y0.014:f8.66:tf15.22:p0.0125:tok1;90:x0.012:y0.097:f8.78:tf15.22:p0.0125:tok1;105:x0.012:y0.260:f8.84:tf15.22:p0.0123:tok1;119:x0.012:y0.329:f9.52:tf15.22:p0.0124:tok1
token_no_force_update,combined_stress,0,1004,,1,0.95000,5.07652,5.34579,0.33351,0.91826,0.01889,0.00000,0.08772,0.03509,4,120,4.25242,0.96524,0.82316,420.00000,0.20000,53,0:x-0.127:y-0.428:f0.62:tf10.73:p0.0000:tok1;15:x0.018:y-0.407:f6.73:tf10.73:p0.0182:tok2;30:x0.017:y-0.282:f6.19:tf10.73:p0.0175:tok3;45:x0.017:y-0.124:f6.19:tf10.73:p0.0169:tok3;60:x0.013:y-0.029:f11.78:tf15.22:p0.0135:tok2;75:x0.014:y-0.006:f10.61:tf15.22:p0.0142:tok2;90:x0.014:y0.074:f10.33:tf15.22:p0.0137:tok2;105:x0.015:y0.204:f10.66:tf15.22:p0.0146:tok3;119:x0.014:y0.277:f9.85:tf15.22:p0.0139:tok5
token_no_transition_planner,combined_stress,0,1004,,1,0.95000,5.46262,6.12537,0.35888,0.93335,0.01860,0.00000,0.05263,0.03509,4,120,4.04529,0.76803,0.81697,693.18969,0.47707,54,0:x-0.128:y-0.419:f0.22:tf10.73:p0.0000:tok1;15:x0.018:y-0.401:f6.57:tf10.73:p0.0176:tok5;30:x0.018:y-0.283:f6.54:tf10.73:p0.0177:tok3;45:x0.017:y-0.127:f6.08:tf10.73:p0.0167:tok3;60:x0.013:y-0.027:f11.63:tf15.22:p0.0132:tok2;75:x0.013:y-0.004:f7.82:tf15.22:p0.0125:tok5;90:x0.012:y0.071:f9.28:tf15.22:p0.0124:tok5;105:x0.013:y0.200:f8.18:tf15.22:p0.0126:tok5;119:x0.013:y0.271:f9.71:tf15.22:p0.0134:tok5
token_no_safety_penalty,combined_stress,0,1004,,1,0.95000,5.45609,6.09455,0.35845,0.84003,0.01866,0.00000,0.06140,0.03509,4,120,4.16502,0.83239,0.83066,705.05435,0.47923,65,0:x-0.124:y-0.429:f0.06:tf10.73:p0.0000:tok1;15:x0.017:y-0.407:f6.74:tf10.73:p0.0175:tok5;30:x0.019:y-0.279:f7.66:tf10.73:p0.0187:tok3;45:x0.018:y-0.124:f7.91:tf10.73:p0.0178:tok4;60:x0.013:y-0.037:f12.26:tf15.22:p0.0130:tok1;75:x0.013:y-0.011:f10.41:tf15.22:p0.0133:tok5;90:x0.013:y0.072:f8.45:tf15.22:p0.0125:tok2;105:x0.012:y0.201:f7.51:tf15.22:p0.0123:tok5;119:x0.013:y0.283:f9.20:tf15.22:p0.0130:tok5
token_full,combined_stress,0,1005,,0,0.95000,5.56809,6.28514,0.33560,1.08202,0.02185,0.00000,0.10526,0.03509,4,120,4.01059,0.43373,0.82149,732.46304,0.43797,63,0:x-0.114:y-0.438:f0.00:tf11.20:p0.0000:tok1;15:x0.019:y-0.414:f5.90:tf11.20:p0.0186:tok5;30:x0.019:y-0.281:f7.30:tf11.20:p0.0187:tok3;45:x0.018:y-0.123:f6.05:tf11.20:p0.0182:tok3;60:x0.006:y0.002:f3.82:tf11.20:p0.0056:tok1;75:x0.009:y0.046:f7.65:tf16.59:p0.0090:tok5;90:x0.013:y0.094:f9.75:tf16.59:p0.0132:tok5;105:x0.013:y0.205:f9.77:tf16.59:p0.0132:tok5;119:x0.014:y0.275:f10.80:tf16.59:p0.0136:tok5
token_no_memory,combined_stress,0,1005,,1,0.95000,5.50450,6.28854,0.33177,0.34415,0.02000,0.00000,0.12281,0.03509,4,120,3.12624,0.99228,0.81220,729.78639,0.43958,12,0:x-0.122:y-0.426:f0.00:tf11.20:p0.0000:tok3;15:x0.019:y-0.407:f7.39:tf11.20:p0.0187:tok5;30:x0.019:y-0.292:f6.41:tf11.20:p0.0187:tok3;45:x0.019:y-0.130:f6.81:tf11.20:p0.0192:tok3;60:x0.003:y0.003:f1.62:tf11.20:p0.0026:tok3;75:x0.009:y0.039:f6.18:tf16.59:p0.0087:tok5;90:x0.014:y0.081:f8.98:tf16.59:p0.0136:tok5;105:x0.013:y0.184:f8.99:tf16.59:p0.0126:tok5;119:x0.014:y0.267:f11.42:tf16.59:p0.0143:tok5
token_no_discrete_tokens,combined_stress,0,1005,,1,0.95833,5.66663,6.51547,0.34154,1.00988,0.01936,0.00000,0.16522,0.03478,4,120,3.70977,1.13292,0.87318,759.06534,0.44081,0,0:x-0.115:y-0.440:f0.00:tf11.20:p0.0000:tok1;15:x0.019:y-0.411:f6.46:tf11.20:p0.0185:tok1;30:x0.017:y-0.260:f6.69:tf11.20:p0.0175:tok1;45:x0.019:y-0.086:f7.75:tf11.20:p0.0186:tok1;60:x0.004:y0.018:f1.82:tf11.20:p0.0039:tok1;75:x0.009:y0.052:f6.32:tf16.59:p0.0089:tok1;90:x0.012:y0.111:f9.23:tf16.59:p0.0120:tok1;105:x0.012:y0.242:f9.24:tf16.59:p0.0117:tok1;119:x0.013:y0.320:f11.54:tf16.59:p0.0132:tok1
token_no_force_update,combined_stress,0,1005,,1,0.95833,5.03295,5.39918,0.30335,0.39357,0.01964,0.00000,0.07826,0.02609,3,120,3.28377,1.35284,0.81909,420.00000,0.20000,42,0:x-0.108:y-0.428:f0.28:tf11.20:p0.0000:tok1;15:x0.019:y-0.408:f5.99:tf11.20:p0.0188:tok5;30:x0.017:y-0.284:f5.37:tf11.20:p0.0168:tok3;45:x0.018:y-0.126:f7.16:tf11.20:p0.0181:tok3;60:x0.006:y0.003:f4.15:tf11.20:p0.0061:tok5;75:x0.011:y0.042:f7.87:tf16.59:p0.0106:tok2;90:x0.014:y0.080:f11.27:tf16.59:p0.0141:tok5;105:x0.014:y0.191:f10.36:tf16.59:p0.0139:tok3;119:x0.014:y0.273:f11.02:tf16.59:p0.0145:tok5
