method,split,seed,episode,stress_level,success,contact_ratio,mean_abs_force_error,post_shift_force_error,normalized_force_error,peak_overshoot,max_penetration,safety_violation_rate,slip_rate,chatter_rate,chatter_crossings,settling_latency,energy,work,final_progress,final_k_est,final_mu_est,token_switches,trajectory_samples
risk_averse_impedance,combined_stress,3,2000,0.50,0,0.87500,3.67256,1.96247,0.21540,1.15535,0.02541,0.00000,0.00000,0.05952,5,5,0.36802,-0.05975,0.58309,808.11237,0.29887,0,0:x-0.111:y-0.432:f0.00:tf11.96:p0.0000:tok-1;15:x0.012:y-0.431:f6.09:tf11.96:p0.0118:tok-1;30:x0.022:y-0.394:f10.32:tf11.96:p0.0219:tok-1;45:x0.024:y-0.316:f7.74:tf11.96:p0.0239:tok-1;60:x0.026:y-0.210:f13.50:tf11.96:p0.0172:tok-1;75:x0.028:y-0.091:f15.01:tf17.05:p0.0190:tok-1;90:x0.028:y0.029:f14.78:tf17.05:p0.0186:tok-1;95:x0.027:y0.065:f15.27:tf17.05:p0.0183:tok-1
conformal_safety_gain,combined_stress,3,2000,0.50,1,0.89583,2.87367,1.43266,0.16855,1.44402,0.02841,0.00000,0.58140,0.10465,9,5,0.65143,-0.17432,0.80332,786.20293,0.29903,0,0:x-0.121:y-0.433:f0.12:tf11.96:p0.0000:tok-1;15:x0.017:y-0.427:f7.50:tf11.96:p0.0172:tok-1;30:x0.026:y-0.353:f9.82:tf11.96:p0.0258:tok-1;45:x0.027:y-0.226:f12.81:tf11.96:p0.0273:tok-1;60:x0.029:y-0.075:f14.77:tf11.96:p0.0195:tok-1;75:x0.028:y0.077:f15.43:tf17.05:p0.0195:tok-1;90:x0.029:y0.217:f16.35:tf17.05:p0.0200:tok-1;95:x0.029:y0.254:f15.69:tf17.05:p0.0200:tok-1
impedance_token_policy_v4,combined_stress,3,2000,0.50,0,0.90625,2.52885,1.78193,0.14832,1.34301,0.02753,0.00000,0.51724,0.09195,8,5,0.84769,-0.11963,0.72733,775.54505,0.29898,61,0:x-0.125:y-0.440:f0.13:tf11.96:p0.0000:tok1;15:x0.023:y-0.434:f10.81:tf11.96:p0.0229:tok7;30:x0.026:y-0.363:f10.29:tf11.96:p0.0262:tok7;45:x0.027:y-0.242:f12.86:tf11.96:p0.0272:tok4;60:x0.025:y-0.113:f13.62:tf11.96:p0.0162:tok4;75:x0.028:y0.017:f15.48:tf17.05:p0.0191:tok4;90:x0.029:y0.146:f16.59:tf17.05:p0.0203:tok2;95:x0.030:y0.188:f15.91:tf17.05:p0.0209:tok6
impedance_token_policy_v5,combined_stress,3,2000,0.50,0,0.90625,2.96388,2.32838,0.17384,1.34556,0.02536,0.00000,0.19540,0.03448,3,5,0.76408,-0.12643,0.68803,795.60691,0.29896,54,0:x-0.120:y-0.428:f0.49:tf11.96:p0.0000:tok1;15:x0.023:y-0.422:f10.09:tf11.96:p0.0231:tok0;30:x0.024:y-0.362:f9.42:tf11.96:p0.0242:tok2;45:x0.024:y-0.259:f11.28:tf11.96:p0.0240:tok4;60:x0.024:y-0.141:f10.39:tf11.96:p0.0154:tok4;75:x0.028:y-0.009:f14.97:tf17.05:p0.0186:tok4;90:x0.028:y0.120:f15.28:tf17.05:p0.0186:tok4;95:x0.027:y0.155:f15.24:tf17.05:p0.0184:tok6
oracle_impedance,combined_stress,3,2000,0.50,1,0.91667,1.78153,0.98792,0.10449,1.40963,0.03076,0.00000,0.56818,0.09091,8,5,0.85190,-0.17805,0.82238,783.35522,0.29883,0,0:x-0.119:y-0.414:f0.00:tf11.96:p0.0000:tok-1;15:x0.029:y-0.405:f12.39:tf11.96:p0.0289:tok-1;30:x0.030:y-0.329:f11.79:tf11.96:p0.0301:tok-1;45:x0.030:y-0.196:f10.77:tf11.96:p0.0297:tok-1;60:x0.028:y-0.042:f14.89:tf11.96:p0.0194:tok-1;75:x0.030:y0.104:f16.64:tf17.05:p0.0209:tok-1;90:x0.031:y0.237:f17.60:tf17.05:p0.0220:tok-1;95:x0.031:y0.271:f17.20:tf17.05:p0.0221:tok-1
gain_scheduled_impedance,combined_stress,3,2001,0.50,1,0.90625,1.77374,0.92384,0.11723,1.29384,0.02049,0.00000,0.57471,0.06897,6,5,0.68960,-0.09054,0.83016,970.51427,0.40427,0,0:x-0.118:y-0.408:f0.59:tf10.62:p0.0000:tok-1;15:x0.020:y-0.401:f10.69:tf10.62:p0.0196:tok-1;30:x0.020:y-0.333:f10.11:tf10.62:p0.0197:tok-1;45:x0.020:y-0.208:f9.96:tf10.62:p0.0200:tok-1;60:x0.020:y-0.058:f10.29:tf10.62:p0.0113:tok-1;75:x0.021:y0.098:f13.64:tf15.13:p0.0124:tok-1;90:x0.024:y0.242:f14.47:tf15.13:p0.0152:tok-1;95:x0.024:y0.277:f15.81:tf15.13:p0.0152:tok-1
adaptive_impedance_control,combined_stress,3,2001,0.50,1,0.92708,1.88448,0.88683,0.12455,1.46598,0.02325,0.00000,0.56180,0.05618,5,5,0.89353,-0.16552,0.80883,971.13043,0.40421,0,0:x-0.118:y-0.434:f0.00:tf10.62:p0.0000:tok-1;15:x0.022:y-0.424:f11.53:tf10.62:p0.0223:tok-1;30:x0.021:y-0.349:f10.87:tf10.62:p0.0210:tok-1;45:x0.021:y-0.222:f8.28:tf10.62:p0.0211:tok-1;60:x0.022:y-0.073:f12.77:tf10.62:p0.0126:tok-1;75:x0.022:y0.080:f13.72:tf15.13:p0.0128:tok-1;90:x0.025:y0.223:f16.50:tf15.13:p0.0156:tok-1;95:x0.024:y0.259:f15.28:tf15.13:p0.0153:tok-1
robust_mpc_impedance,combined_stress,3,2001,0.50,0,0.84375,2.87122,1.43757,0.18977,1.46100,0.01865,0.00000,0.33333,0.04938,4,5,0.35366,-0.02712,0.66035,970.84357,0.40428,0,0:x-0.116:y-0.427:f0.00:tf10.62:p0.0000:tok-1;15:x0.005:y-0.427:f4.32:tf10.62:p0.0046:tok-1;30:x0.018:y-0.388:f9.51:tf10.62:p0.0177:tok-1;45:x0.018:y-0.297:f11.09:tf10.62:p0.0183:tok-1;60:x0.020:y-0.178:f15.51:tf10.62:p0.0113:tok-1;75:x0.021:y-0.044:f13.40:tf15.13:p0.0118:tok-1;90:x0.023:y0.092:f14.56:tf15.13:p0.0142:tok-1;95:x0.023:y0.131:f14.58:tf15.13:p0.0143:tok-1
learned_gain_regressor,combined_stress,3,2001,0.50,1,0.90625,2.18184,1.58780,0.14421,1.53885,0.02025,0.00000,0.59770,0.09195,8,5,0.66691,-0.16028,0.80682,966.14655,0.40433,0,0:x-0.119:y-0.435:f0.00:tf10.62:p0.0000:tok-1;15:x0.019:y-0.428:f9.44:tf10.62:p0.0186:tok-1;30:x0.019:y-0.347:f9.41:tf10.62:p0.0194:tok-1;45:x0.020:y-0.209:f9.48:tf10.62:p0.0201:tok-1;60:x0.019:y-0.057:f8.95:tf10.62:p0.0101:tok-1;75:x0.021:y0.091:f11.28:tf15.13:p0.0117:tok-1;90:x0.023:y0.224:f13.76:tf15.13:p0.0143:tok-1;95:x0.023:y0.258:f15.50:tf15.13:p0.0143:tok-1
random_forest_gain_regressor,combined_stress,3,2001,0.50,1,0.88542,2.28905,0.92075,0.15129,1.43487,0.02003,0.00000,0.54118,0.08235,7,5,0.59981,-0.14836,0.77264,965.98953,0.40423,0,0:x-0.115:y-0.431:f0.16:tf10.62:p0.0000:tok-1;15:x0.014:y-0.427:f8.26:tf10.62:p0.0145:tok-1;30:x0.020:y-0.364:f10.82:tf10.62:p0.0195:tok-1;45:x0.020:y-0.247:f12.52:tf10.62:p0.0200:tok-1;60:x0.022:y-0.111:f11.79:tf10.62:p0.0128:tok-1;75:x0.022:y0.042:f13.71:tf15.13:p0.0130:tok-1;90:x0.025:y0.190:f16.62:tf15.13:p0.0161:tok-1;95:x0.025:y0.228:f17.28:tf15.13:p0.0159:tok-1
hist_gradient_gain_regressor,combined_stress,3,2001,0.50,1,0.89583,2.38627,1.38467,0.15772,1.46557,0.02030,0.00000,0.55814,0.04651,4,5,0.54513,-0.13420,0.78902,971.06488,0.40406,0,0:x-0.107:y-0.425:f0.00:tf10.62:p0.0000:tok-1;15:x0.015:y-0.418:f8.34:tf10.62:p0.0152:tok-1;30:x0.020:y-0.344:f10.91:tf10.62:p0.0198:tok-1;45:x0.020:y-0.219:f8.89:tf10.62:p0.0202:tok-1;60:x0.022:y-0.076:f14.93:tf10.62:p0.0132:tok-1;75:x0.023:y0.071:f14.63:tf15.13:p0.0136:tok-1;90:x0.026:y0.207:f16.28:tf15.13:p0.0168:tok-1;95:x0.026:y0.242:f17.84:tf15.13:p0.0167:tok-1
ensemble_uncertainty_gain,combined_stress,3,2001,0.50,1,0.89583,2.47520,1.63230,0.16359,1.60173,0.01944,0.00000,0.59302,0.05814,5,5,0.57348,-0.14632,0.78718,964.56562,0.40434,0,0:x-0.115:y-0.439:f0.23:tf10.62:p0.0000:tok-1;15:x0.015:y-0.434:f8.07:tf10.62:p0.0147:tok-1;30:x0.019:y-0.360:f10.05:tf10.62:p0.0185:tok-1;45:x0.019:y-0.231:f9.30:tf10.62:p0.0194:tok-1;60:x0.021:y-0.083:f12.07:tf10.62:p0.0119:tok-1;75:x0.020:y0.066:f12.25:tf15.13:p0.0114:tok-1;90:x0.023:y0.205:f13.90:tf15.13:p0.0141:tok-1;95:x0.023:y0.240:f13.77:tf15.13:p0.0142:tok-1
risk_averse_impedance,combined_stress,3,2001,0.50,0,0.86458,3.17700,2.25304,0.20998,1.43225,0.01714,0.00000,0.00000,0.08434,7,5,0.35953,-0.05968,0.56160,965.20135,0.40409,0,0:x-0.114:y-0.422:f0.54:tf10.62:p0.0000:tok-1;15:x0.009:y-0.422:f5.65:tf10.62:p0.0091:tok-1;30:x0.017:y-0.388:f8.66:tf10.62:p0.0166:tok-1;45:x0.017:y-0.314:f6.64:tf10.62:p0.0169:tok-1;60:x0.019:y-0.215:f12.91:tf10.62:p0.0103:tok-1;75:x0.020:y-0.103:f11.04:tf15.13:p0.0112:tok-1;90:x0.023:y0.012:f14.75:tf15.13:p0.0136:tok-1;95:x0.023:y0.046:f13.69:tf15.13:p0.0135:tok-1
conformal_safety_gain,combined_stress,3,2001,0.50,1,0.89583,2.40158,1.88676,0.15873,1.25522,0.01898,0.00000,0.55814,0.12791,11,5,0.54099,-0.12835,0.78678,962.57280,0.40440,0,0:x-0.107:y-0.421:f0.64:tf10.62:p0.0000:tok-1;15:x0.014:y-0.415:f8.28:tf10.62:p0.0138:tok-1;30:x0.018:y-0.347:f8.87:tf10.62:p0.0181:tok-1;45:x0.019:y-0.225:f11.58:tf10.62:p0.0186:tok-1;60:x0.019:y-0.082:f8.18:tf10.62:p0.0104:tok-1;75:x0.021:y0.065:f12.72:tf15.13:p0.0116:tok-1;90:x0.023:y0.204:f13.99:tf15.13:p0.0140:tok-1;95:x0.023:y0.240:f13.70:tf15.13:p0.0141:tok-1
impedance_token_policy_v4,combined_stress,3,2001,0.50,0,0.89583,2.04098,1.26458,0.13490,1.30899,0.02068,0.00000,0.38372,0.10465,9,5,0.84691,-0.09333,0.71898,972.92139,0.40424,70,0:x-0.124:y-0.435:f0.00:tf10.62:p0.0000:tok1;15:x0.020:y-0.429:f10.27:tf10.62:p0.0199:tok7;30:x0.019:y-0.366:f9.25:tf10.62:p0.0189:tok6;45:x0.019:y-0.252:f7.98:tf10.62:p0.0189:tok6;60:x0.020:y-0.122:f10.29:tf10.62:p0.0113:tok4;75:x0.021:y0.010:f12.73:tf15.13:p0.0115:tok4;90:x0.024:y0.139:f16.06:tf15.13:p0.0150:tok4;95:x0.024:y0.180:f15.72:tf15.13:p0.0154:tok7
impedance_token_policy_v5,combined_stress,3,2001,0.50,0,0.90625,2.48377,2.38231,0.16416,1.17574,0.01843,0.00000,0.01149,0.08046,7,5,0.58856,-0.08419,0.65181,966.99697,0.40422,38,0:x-0.107:y-0.418:f0.00:tf10.62:p0.0000:tok1;15:x0.017:y-0.413:f9.22:tf10.62:p0.0168:tok7;30:x0.017:y-0.362:f7.11:tf10.62:p0.0170:tok2;45:x0.018:y-0.273:f9.16:tf10.62:p0.0179:tok6;60:x0.020:y-0.157:f12.48:tf10.62:p0.0107:tok4;75:x0.020:y-0.032:f11.35:tf15.13:p0.0110:tok6;90:x0.022:y0.088:f12.90:tf15.13:p0.0134:tok4;95:x0.022:y0.124:f14.22:tf15.13:p0.0133:tok6
oracle_impedance,combined_stress,3,2001,0.50,0,0.90625,1.75227,1.00590,0.11581,1.21662,0.02114,0.00000,0.60920,0.10345,9,5,0.74616,-0.16662,0.78964,966.88570,0.40418,0,0:x-0.125:y-0.441:f1.12:tf10.62:p0.0000:tok-1;15:x0.018:y-0.434:f9.86:tf10.62:p0.0182:tok-1;30:x0.021:y-0.350:f11.24:tf10.62:p0.0208:tok-1;45:x0.021:y-0.210:f10.35:tf10.62:p0.0210:tok-1;60:x0.020:y-0.066:f11.98:tf10.62:p0.0109:tok-1;75:x0.022:y0.075:f13.40:tf15.13:p0.0127:tok-1;90:x0.024:y0.208:f15.56:tf15.13:p0.0155:tok-1;95:x0.024:y0.243:f14.75:tf15.13:p0.0154:tok-1
gain_scheduled_impedance,combined_stress,3,2002,0.50,0,0.90625,2.00130,0.94595,0.13827,1.48287,0.02636,0.00000,0.60920,0.05747,5,5,0.58475,-0.05360,0.84124,741.63135,0.33553,0,0:x-0.103:y-0.432:f0.00:tf10.16:p0.0000:tok-1;15:x0.022:y-0.423:f8.39:tf10.16:p0.0217:tok-1;30:x0.025:y-0.344:f9.20:tf10.16:p0.0249:tok-1;45:x0.027:y-0.210:f14.34:tf10.16:p0.0180:tok-1;60:x0.024:y-0.057:f10.42:tf10.16:p0.0154:tok-1;75:x0.028:y0.102:f12.21:tf14.47:p0.0191:tok-1;90:x0.029:y0.250:f13.71:tf14.47:p0.0196:tok-1;95:x0.029:y0.287:f15.16:tf14.47:p0.0195:tok-1
adaptive_impedance_control,combined_stress,3,2002,0.50,1,0.92708,1.72407,0.76715,0.11912,1.69725,0.02748,0.00000,0.58427,0.05618,5,5,0.81038,-0.12861,0.82208,737.41767,0.33544,0,0:x-0.110:y-0.433:f0.61:tf10.16:p0.0000:tok-1;15:x0.025:y-0.423:f9.14:tf10.16:p0.0247:tok-1;30:x0.026:y-0.347:f9.91:tf10.16:p0.0263:tok-1;45:x0.028:y-0.218:f11.98:tf10.16:p0.0194:tok-1;60:x0.025:y-0.069:f10.98:tf10.16:p0.0156:tok-1;75:x0.029:y0.087:f14.58:tf14.47:p0.0202:tok-1;90:x0.029:y0.233:f16.02:tf14.47:p0.0202:tok-1;95:x0.029:y0.270:f14.20:tf14.47:p0.0198:tok-1
robust_mpc_impedance,combined_stress,3,2002,0.50,0,0.84375,3.10310,1.52158,0.21439,1.24494,0.02271,0.00000,0.34568,0.11111,9,5,0.34119,-0.01967,0.66760,744.71116,0.33560,0,0:x-0.114:y-0.419:f0.00:tf10.16:p0.0000:tok-1;15:x0.004:y-0.419:f4.08:tf10.16:p0.0036:tok-1;30:x0.020:y-0.383:f8.00:tf10.16:p0.0202:tok-1;45:x0.023:y-0.293:f9.97:tf10.16:p0.0144:tok-1;60:x0.023:y-0.176:f9.22:tf10.16:p0.0144:tok-1;75:x0.026:y-0.040:f11.71:tf14.47:p0.0171:tok-1;90:x0.027:y0.097:f14.29:tf14.47:p0.0181:tok-1;95:x0.027:y0.137:f13.40:tf14.47:p0.0179:tok-1
learned_gain_regressor,combined_stress,3,2002,0.50,0,0.89583,2.45238,1.20095,0.16944,1.72021,0.02545,0.01163,0.63953,0.05814,5,5,0.64726,-0.14621,0.81576,741.11246,0.33556,0,0:x-0.118:y-0.446:f0.00:tf10.16:p0.0000:tok-1;15:x0.017:y-0.438:f7.80:tf10.16:p0.0173:tok-1;30:x0.024:y-0.351:f9.72:tf10.16:p0.0238:tok-1;45:x0.027:y-0.209:f12.66:tf10.16:p0.0178:tok-1;60:x0.022:y-0.057:f7.98:tf10.16:p0.0127:tok-1;75:x0.028:y0.093:f12.94:tf14.47:p0.0187:tok-1;90:x0.027:y0.230:f13.66:tf14.47:p0.0185:tok-1;95:x0.028:y0.265:f14.44:tf14.47:p0.0185:tok-1
random_forest_gain_regressor,combined_stress,3,2002,0.50,1,0.88542,2.64090,0.81609,0.18246,1.48334,0.02577,0.00000,0.54118,0.07059,6,5,0.59052,-0.15738,0.77366,731.54199,0.33543,0,0:x-0.119:y-0.415:f0.00:tf10.16:p0.0000:tok-1;15:x0.014:y-0.412:f6.70:tf10.16:p0.0136:tok-1;30:x0.023:y-0.353:f9.41:tf10.16:p0.0231:tok-1;45:x0.027:y-0.239:f12.63:tf10.16:p0.0179:tok-1;60:x0.025:y-0.098:f13.86:tf10.16:p0.0163:tok-1;75:x0.028:y0.049:f13.78:tf14.47:p0.0193:tok-1;90:x0.029:y0.191:f14.75:tf14.47:p0.0202:tok-1;95:x0.029:y0.228:f14.56:tf14.47:p0.0202:tok-1
hist_gradient_gain_regressor,combined_stress,3,2002,0.50,1,0.89583,2.57225,0.76144,0.17772,1.60424,0.02526,0.00000,0.59302,0.05814,5,5,0.60112,-0.15532,0.80438,726.36939,0.33544,0,0:x-0.117:y-0.428:f0.00:tf10.16:p0.0000:tok-1;15:x0.015:y-0.423:f6.26:tf10.16:p0.0149:tok-1;30:x0.023:y-0.347:f9.62:tf10.16:p0.0233:tok-1;45:x0.026:y-0.217:f11.18:tf10.16:p0.0172:tok-1;60:x0.025:y-0.073:f12.94:tf10.16:p0.0156:tok-1;75:x0.028:y0.077:f14.23:tf14.47:p0.0195:tok-1;90:x0.029:y0.218:f14.18:tf14.47:p0.0203:tok-1;95:x0.029:y0.255:f14.90:tf14.47:p0.0203:tok-1
ensemble_uncertainty_gain,combined_stress,3,2002,0.50,0,0.88542,2.87448,1.01678,0.19860,1.61889,0.02569,0.00000,0.61176,0.08235,7,5,0.59156,-0.15149,0.79676,732.49698,0.33554,0,0:x-0.120:y-0.433:f0.09:tf10.16:p0.0000:tok-1;15:x0.012:y-0.430:f5.32:tf10.16:p0.0120:tok-1;30:x0.023:y-0.359:f7.95:tf10.16:p0.0225:tok-1;45:x0.027:y-0.229:f14.22:tf10.16:p0.0182:tok-1;60:x0.024:y-0.081:f12.16:tf10.16:p0.0152:tok-1;75:x0.028:y0.070:f14.65:tf14.47:p0.0189:tok-1;90:x0.028:y0.211:f14.31:tf14.47:p0.0190:tok-1;95:x0.028:y0.248:f14.92:tf14.47:p0.0191:tok-1
risk_averse_impedance,combined_stress,3,2002,0.50,0,0.86458,3.39282,2.45484,0.23441,1.21611,0.02131,0.00000,0.00000,0.12048,10,5,0.34585,-0.04451,0.57410,739.63857,0.33546,0,0:x-0.110:y-0.431:f0.85:tf10.16:p0.0000:tok-1;15:x0.008:y-0.431:f5.08:tf10.16:p0.0083:tok-1;30:x0.019:y-0.395:f7.21:tf10.16:p0.0194:tok-1;45:x0.023:y-0.317:f10.79:tf10.16:p0.0135:tok-1;60:x0.022:y-0.216:f11.42:tf10.16:p0.0131:tok-1;75:x0.025:y-0.100:f10.88:tf14.47:p0.0160:tok-1;90:x0.026:y0.021:f13.12:tf14.47:p0.0170:tok-1;95:x0.026:y0.057:f12.85:tf14.47:p0.0169:tok-1
conformal_safety_gain,combined_stress,3,2002,0.50,0,0.88542,2.64618,1.37535,0.18282,1.35678,0.02557,0.00000,0.60000,0.08235,7,5,0.63957,-0.16846,0.79360,737.07803,0.33559,0,0:x-0.125:y-0.426:f0.00:tf10.16:p0.0000:tok-1;15:x0.014:y-0.422:f6.71:tf10.16:p0.0141:tok-1;30:x0.023:y-0.351:f9.00:tf10.16:p0.0229:tok-1;45:x0.026:y-0.225:f13.29:tf10.16:p0.0172:tok-1;60:x0.022:y-0.082:f8.14:tf10.16:p0.0134:tok-1;75:x0.027:y0.067:f13.43:tf14.47:p0.0176:tok-1;90:x0.028:y0.208:f13.91:tf14.47:p0.0190:tok-1;95:x0.028:y0.246:f14.56:tf14.47:p0.0188:tok-1
impedance_token_policy_v4,combined_stress,3,2002,0.50,0,0.89583,2.44969,2.09970,0.16925,1.37346,0.02457,0.00000,0.41860,0.05814,5,6,0.76286,-0.09093,0.72757,727.31638,0.33554,71,0:x-0.115:y-0.438:f0.41:tf10.16:p0.0000:tok1;15:x0.021:y-0.432:f7.02:tf10.16:p0.0208:tok5;30:x0.023:y-0.360:f8.20:tf10.16:p0.0235:tok7;45:x0.025:y-0.241:f12.37:tf10.16:p0.0163:tok4;60:x0.022:y-0.112:f11.55:tf10.16:p0.0128:tok4;75:x0.026:y0.021:f12.90:tf14.47:p0.0173:tok4;90:x0.027:y0.149:f13.17:tf14.47:p0.0179:tok7;95:x0.027:y0.188:f11.88:tf14.47:p0.0182:tok2
impedance_token_policy_v5,combined_stress,3,2002,0.50,0,0.89583,2.80028,2.56893,0.19347,1.12795,0.02196,0.00000,0.23256,0.03488,3,5,0.65972,-0.08783,0.66085,733.36909,0.33560,44,0:x-0.116:y-0.424:f0.00:tf10.16:p0.0000:tok1;15:x0.019:y-0.418:f7.89:tf10.16:p0.0194:tok0;30:x0.021:y-0.363:f7.42:tf10.16:p0.0210:tok2;45:x0.022:y-0.274:f11.01:tf10.16:p0.0133:tok6;60:x0.021:y-0.169:f6.05:tf10.16:p0.0122:tok6;75:x0.025:y-0.038:f12.34:tf14.47:p0.0162:tok4;90:x0.026:y0.094:f12.17:tf14.47:p0.0169:tok4;95:x0.026:y0.131:f13.49:tf14.47:p0.0170:tok4
oracle_impedance,combined_stress,3,2002,0.50,1,0.91667,1.75800,0.88607,0.12146,1.66967,0.02778,0.00000,0.59091,0.06818,6,5,0.82038,-0.15609,0.81160,730.85778,0.33539,0,0:x-0.125:y-0.426:f0.00:tf10.16:p0.0000:tok-1;15:x0.027:y-0.415:f11.49:tf10.16:p0.0272:tok-1;30:x0.028:y-0.334:f11.04:tf10.16:p0.0276:tok-1;45:x0.026:y-0.199:f14.53:tf10.16:p0.0171:tok-1;60:x0.022:y-0.057:f9.01:tf10.16:p0.0134:tok-1;75:x0.028:y0.088:f14.63:tf14.47:p0.0194:tok-1;90:x0.029:y0.226:f15.17:tf14.47:p0.0203:tok-1;95:x0.029:y0.261:f15.45:tf14.47:p0.0204:tok-1
gain_scheduled_impedance,combined_stress,4,2000,0.50,0,0.91667,1.94173,0.79591,0.12257,1.41389,0.02656,0.00000,0.60227,0.14773,13,5,0.63469,-0.07468,0.84433,789.25260,0.32015,0,0:x-0.104:y-0.425:f0.00:tf11.12:p0.0000:tok-1;15:x0.022:y-0.416:f10.05:tf11.12:p0.0224:tok-1;30:x0.026:y-0.341:f12.30:tf11.12:p0.0262:tok-1;45:x0.026:y-0.209:f11.67:tf11.12:p0.0264:tok-1;60:x0.027:y-0.050:f13.93:tf11.12:p0.0180:tok-1;75:x0.030:y0.109:f15.86:tf15.84:p0.0209:tok-1;90:x0.029:y0.254:f16.05:tf15.84:p0.0203:tok-1;95:x0.029:y0.290:f16.43:tf15.84:p0.0201:tok-1
adaptive_impedance_control,combined_stress,4,2000,0.50,1,0.92708,1.71395,0.87443,0.10819,1.39490,0.02762,0.00000,0.56180,0.14607,13,5,0.90617,-0.16694,0.82670,776.74660,0.32009,0,0:x-0.117:y-0.433:f0.00:tf11.12:p0.0000:tok-1;15:x0.027:y-0.421:f10.95:tf11.12:p0.0269:tok-1;30:x0.027:y-0.345:f11.11:tf11.12:p0.0267:tok-1;45:x0.027:y-0.217:f10.90:tf11.12:p0.0275:tok-1;60:x0.027:y-0.061:f15.14:tf11.12:p0.0184:tok-1;75:x0.030:y0.096:f16.23:tf15.84:p0.0214:tok-1;90:x0.030:y0.238:f16.39:tf15.84:p0.0206:tok-1;95:x0.030:y0.274:f16.02:tf15.84:p0.0207:tok-1
robust_mpc_impedance,combined_stress,4,2000,0.50,0,0.85417,3.12254,1.07907,0.19711,1.23587,0.02414,0.00000,0.37805,0.03659,3,5,0.34832,-0.02845,0.66660,783.74014,0.32023,0,0:x-0.116:y-0.421:f0.00:tf11.12:p0.0000:tok-1;15:x0.006:y-0.421:f4.78:tf11.12:p0.0059:tok-1;30:x0.021:y-0.382:f8.70:tf11.12:p0.0212:tok-1;45:x0.023:y-0.292:f9.86:tf11.12:p0.0227:tok-1;60:x0.025:y-0.171:f13.74:tf11.12:p0.0160:tok-1;75:x0.028:y-0.037:f16.27:tf15.84:p0.0192:tok-1;90:x0.028:y0.097:f14.29:tf15.84:p0.0187:tok-1;95:x0.028:y0.136:f15.17:tf15.84:p0.0187:tok-1
learned_gain_regressor,combined_stress,4,2000,0.50,0,0.90625,2.84045,1.67572,0.17930,1.66316,0.02813,0.00000,0.60920,0.10345,9,5,0.64153,-0.14025,0.82468,794.70778,0.32023,0,0:x-0.110:y-0.430:f0.00:tf11.12:p0.0000:tok-1;15:x0.021:y-0.421:f10.09:tf11.12:p0.0214:tok-1;30:x0.023:y-0.340:f7.53:tf11.12:p0.0228:tok-1;45:x0.025:y-0.203:f10.33:tf11.12:p0.0246:tok-1;60:x0.031:y-0.047:f17.72:tf11.12:p0.0218:tok-1;75:x0.028:y0.103:f15.13:tf15.84:p0.0186:tok-1;90:x0.026:y0.238:f14.76:tf15.84:p0.0174:tok-1;95:x0.026:y0.273:f14.17:tf15.84:p0.0171:tok-1
random_forest_gain_regressor,combined_stress,4,2000,0.50,1,0.89583,2.64222,1.26113,0.16679,1.47709,0.02582,0.00000,0.52326,0.04651,4,5,0.56150,-0.14011,0.77456,782.74841,0.32009,0,0:x-0.111:y-0.429:f0.00:tf11.12:p0.0000:tok-1;15:x0.016:y-0.425:f7.48:tf11.12:p0.0158:tok-1;30:x0.025:y-0.362:f9.12:tf11.12:p0.0247:tok-1;45:x0.026:y-0.246:f12.66:tf11.12:p0.0258:tok-1;60:x0.028:y-0.101:f16.42:tf11.12:p0.0190:tok-1;75:x0.031:y0.052:f18.23:tf15.84:p0.0219:tok-1;90:x0.029:y0.192:f16.57:tf15.84:p0.0205:tok-1;95:x0.029:y0.229:f15.51:tf15.84:p0.0203:tok-1
hist_gradient_gain_regressor,combined_stress,4,2000,0.50,1,0.89583,2.62483,1.17895,0.16569,1.53543,0.02630,0.00000,0.58140,0.04651,4,5,0.58953,-0.15022,0.81038,784.86903,0.32008,0,0:x-0.112:y-0.422:f0.00:tf11.12:p0.0000:tok-1;15:x0.017:y-0.415:f8.45:tf11.12:p0.0167:tok-1;30:x0.025:y-0.341:f11.02:tf11.12:p0.0245:tok-1;45:x0.026:y-0.214:f10.59:tf11.12:p0.0259:tok-1;60:x0.028:y-0.065:f15.54:tf11.12:p0.0194:tok-1;75:x0.031:y0.086:f17.18:tf15.84:p0.0216:tok-1;90:x0.029:y0.224:f16.34:tf15.84:p0.0203:tok-1;95:x0.029:y0.260:f15.67:tf15.84:p0.0204:tok-1
ensemble_uncertainty_gain,combined_stress,4,2000,0.50,0,0.88542,2.57360,0.79546,0.16246,1.54001,0.02765,0.00000,0.60000,0.04706,4,5,0.62528,-0.16746,0.80119,795.08068,0.32015,0,0:x-0.122:y-0.432:f0.42:tf11.12:p0.0000:tok-1;15:x0.016:y-0.427:f8.52:tf11.12:p0.0162:tok-1;30:x0.024:y-0.355:f9.99:tf11.12:p0.0244:tok-1;45:x0.027:y-0.227:f10.33:tf11.12:p0.0268:tok-1;60:x0.029:y-0.073:f16.23:tf11.12:p0.0196:tok-1;75:x0.030:y0.078:f16.74:tf15.84:p0.0208:tok-1;90:x0.028:y0.216:f15.75:tf15.84:p0.0192:tok-1;95:x0.028:y0.252:f15.68:tf15.84:p0.0191:tok-1
