method,split,seed,episode,stress_level,success,contact_ratio,mean_abs_force_error,post_shift_force_error,normalized_force_error,peak_overshoot,max_penetration,safety_violation_rate,slip_rate,chatter_rate,chatter_crossings,settling_latency,energy,work,final_progress,final_k_est,final_mu_est,token_switches,trajectory_samples
impedance_token_policy,stiffness_shift,0,3,,0,0.95000,5.18462,5.40171,0.39980,1.38261,0.02278,0.00877,0.00000,0.01754,2,120,3.71543,-0.18033,0.99514,678.46116,0.20015,52,0:x-0.115:y-0.412:f0.00:tf11.26:p0.0000:tok1;15:x0.016:y-0.399:f6.63:tf11.26:p0.0163:tok5;30:x0.016:y-0.305:f6.65:tf11.26:p0.0158:tok3;45:x0.016:y-0.157:f6.56:tf11.26:p0.0162:tok3;60:x0.011:y-0.018:f8.75:tf12.97:p0.0113:tok3;75:x0.011:y0.112:f7.63:tf12.97:p0.0113:tok5;90:x0.011:y0.241:f7.96:tf12.97:p0.0112:tok3;105:x0.011:y0.369:f7.92:tf12.97:p0.0113:tok2;119:x0.011:y0.426:f7.60:tf12.97:p0.0115:tok2
oracle_impedance,stiffness_shift,0,3,,0,0.95000,4.95563,5.22550,0.38214,0.91129,0.01821,0.00000,0.14912,0.01754,2,120,2.75774,0.46797,1.00714,684.92581,0.19601,0,0:x-0.112:y-0.429:f0.21:tf11.26:p0.0000:tok-1;15:x0.016:y-0.407:f6.53:tf11.26:p0.0163:tok-1;30:x0.017:y-0.276:f7.07:tf11.26:p0.0167:tok-1;45:x0.016:y-0.101:f7.09:tf11.26:p0.0165:tok-1;60:x0.011:y0.018:f8.09:tf12.97:p0.0108:tok-1;75:x0.011:y0.131:f7.16:tf12.97:p0.0111:tok-1;90:x0.011:y0.269:f7.32:tf12.97:p0.0111:tok-1;105:x0.011:y0.401:f8.46:tf12.97:p0.0112:tok-1;119:x0.012:y0.436:f7.92:tf12.97:p0.0115:tok-1
fixed_impedance,stiffness_shift,0,4,,0,0.95833,4.77108,4.27783,0.46063,1.76538,0.02065,0.00870,0.16522,0.02609,3,120,3.77234,0.39746,1.00731,656.68092,0.22608,0,0:x-0.120:y-0.411:f0.00:tf11.92:p0.0000:tok-1;15:x0.019:y-0.399:f6.08:tf11.92:p0.0195:tok-1;30:x0.019:y-0.306:f6.68:tf11.92:p0.0194:tok-1;45:x0.020:y-0.132:f7.12:tf11.92:p0.0198:tok-1;60:x0.010:y0.014:f6.24:tf10.36:p0.0098:tok-1;75:x0.010:y0.121:f6.90:tf10.36:p0.0096:tok-1;90:x0.010:y0.245:f6.62:tf10.36:p0.0097:tok-1;105:x0.010:y0.384:f6.82:tf10.36:p0.0098:tok-1;119:x0.009:y0.436:f6.53:tf10.36:p0.0095:tok-1
gain_scheduled_impedance,stiffness_shift,0,4,,0,0.95833,4.74993,4.49472,0.45859,0.98145,0.02118,0.00000,0.16522,0.03478,4,120,3.20070,0.20778,1.01001,659.08276,0.22426,0,0:x-0.110:y-0.440:f0.00:tf11.92:p0.0000:tok-1;15:x0.019:y-0.414:f6.69:tf11.92:p0.0195:tok-1;30:x0.020:y-0.281:f6.44:tf11.92:p0.0202:tok-1;45:x0.020:y-0.107:f7.28:tf11.92:p0.0203:tok-1;60:x0.009:y0.009:f5.89:tf10.36:p0.0093:tok-1;75:x0.009:y0.122:f5.64:tf10.36:p0.0092:tok-1;90:x0.009:y0.266:f5.82:tf10.36:p0.0089:tok-1;105:x0.008:y0.401:f4.99:tf10.36:p0.0084:tok-1;119:x0.009:y0.439:f6.28:tf10.36:p0.0092:tok-1
adaptive_impedance_control,stiffness_shift,0,4,,0,0.96667,4.28441,3.84781,0.41365,0.85934,0.02183,0.00000,0.15517,0.02586,3,120,3.13497,0.59846,1.00306,653.85492,0.22257,0,0:x-0.104:y-0.428:f0.13:tf11.92:p0.0000:tok-1;15:x0.020:y-0.410:f6.88:tf11.92:p0.0201:tok-1;30:x0.021:y-0.295:f7.51:tf11.92:p0.0212:tok-1;45:x0.022:y-0.120:f7.85:tf11.92:p0.0216:tok-1;60:x0.010:y0.008:f6.48:tf10.36:p0.0099:tok-1;75:x0.010:y0.116:f6.21:tf10.36:p0.0097:tok-1;90:x0.010:y0.252:f6.61:tf10.36:p0.0103:tok-1;105:x0.010:y0.389:f6.42:tf10.36:p0.0100:tok-1;119:x0.010:y0.433:f6.50:tf10.36:p0.0100:tok-1
admittance_switching_control,stiffness_shift,0,4,,0,0.95833,4.80034,4.53151,0.46346,1.09652,0.02041,0.00000,0.18261,0.00870,1,120,3.85943,0.07896,0.98924,669.75570,0.23013,0,0:x-0.106:y-0.428:f0.37:tf11.92:p0.0000:tok-1;15:x0.018:y-0.416:f6.52:tf11.92:p0.0184:tok-1;30:x0.020:y-0.341:f7.53:tf11.92:p0.0200:tok-1;45:x0.020:y-0.187:f6.37:tf11.92:p0.0200:tok-1;60:x0.009:y-0.021:f5.60:tf10.36:p0.0091:tok-1;75:x0.009:y0.116:f6.21:tf10.36:p0.0090:tok-1;90:x0.009:y0.231:f5.99:tf10.36:p0.0088:tok-1;105:x0.008:y0.351:f5.99:tf10.36:p0.0085:tok-1;119:x0.009:y0.420:f6.45:tf10.36:p0.0090:tok-1
robust_mpc_impedance,stiffness_shift,0,4,,0,0.94167,4.75285,4.50345,0.45887,0.30059,0.02021,0.00000,0.13274,0.03540,4,120,2.19894,0.50900,0.97904,659.25877,0.23026,0,0:x-0.118:y-0.434:f0.00:tf11.92:p0.0000:tok-1;15:x0.018:y-0.422:f6.30:tf11.92:p0.0181:tok-1;30:x0.019:y-0.351:f6.76:tf11.92:p0.0192:tok-1;45:x0.020:y-0.203:f7.01:tf11.92:p0.0202:tok-1;60:x0.009:y-0.040:f5.68:tf10.36:p0.0091:tok-1;75:x0.009:y0.098:f6.00:tf10.36:p0.0089:tok-1;90:x0.009:y0.222:f6.65:tf10.36:p0.0093:tok-1;105:x0.009:y0.343:f5.77:tf10.36:p0.0087:tok-1;119:x0.009:y0.411:f5.25:tf10.36:p0.0087:tok-1
learned_gain_regressor,stiffness_shift,0,4,,0,0.95833,4.45704,4.19483,0.43031,0.95099,0.02187,0.00000,0.15652,0.03478,4,120,3.31749,0.08731,1.00771,649.11612,0.22343,0,0:x-0.115:y-0.430:f0.00:tf11.92:p0.0000:tok-1;15:x0.021:y-0.409:f7.60:tf11.92:p0.0205:tok-1;30:x0.022:y-0.288:f7.58:tf11.92:p0.0215:tok-1;45:x0.021:y-0.113:f7.00:tf11.92:p0.0210:tok-1;60:x0.010:y0.009:f5.99:tf10.36:p0.0100:tok-1;75:x0.010:y0.120:f6.37:tf10.36:p0.0097:tok-1;90:x0.010:y0.263:f6.13:tf10.36:p0.0099:tok-1;105:x0.009:y0.398:f5.47:tf10.36:p0.0090:tok-1;119:x0.009:y0.437:f5.93:tf10.36:p0.0092:tok-1
impedance_token_policy,stiffness_shift,0,4,,0,0.95833,4.62373,4.36828,0.44641,0.52692,0.02095,0.00000,0.00000,0.01739,2,120,3.02179,0.45620,1.00242,646.64265,0.22853,42,0:x-0.115:y-0.436:f0.17:tf11.92:p0.0000:tok1;15:x0.020:y-0.417:f7.30:tf11.92:p0.0202:tok2;30:x0.020:y-0.298:f6.69:tf11.92:p0.0197:tok3;45:x0.020:y-0.146:f6.79:tf11.92:p0.0203:tok3;60:x0.009:y-0.018:f6.07:tf10.36:p0.0095:tok3;75:x0.009:y0.112:f5.77:tf10.36:p0.0089:tok3;90:x0.009:y0.241:f6.52:tf10.36:p0.0090:tok3;105:x0.009:y0.369:f5.02:tf10.36:p0.0091:tok5;119:x0.010:y0.432:f6.02:tf10.36:p0.0096:tok5
oracle_impedance,stiffness_shift,0,4,,0,0.95833,4.47426,4.26772,0.43198,0.60988,0.02154,0.00000,0.15652,0.03478,4,120,2.70683,0.59838,1.00690,649.45819,0.22118,0,0:x-0.116:y-0.435:f0.05:tf11.92:p0.0000:tok-1;15:x0.021:y-0.410:f7.42:tf11.92:p0.0209:tok-1;30:x0.021:y-0.270:f7.23:tf11.92:p0.0211:tok-1;45:x0.021:y-0.096:f6.98:tf11.92:p0.0210:tok-1;60:x0.009:y0.012:f6.49:tf10.36:p0.0094:tok-1;75:x0.009:y0.129:f5.68:tf10.36:p0.0090:tok-1;90:x0.009:y0.280:f6.63:tf10.36:p0.0094:tok-1;105:x0.009:y0.407:f5.71:tf10.36:p0.0092:tok-1;119:x0.009:y0.436:f5.89:tf10.36:p0.0092:tok-1
fixed_impedance,stiffness_shift,0,5,,0,0.95833,5.21330,4.94015,0.42842,2.23125,0.02781,0.00870,0.15652,0.01739,2,120,4.23684,0.10450,1.00291,647.40525,0.20655,0,0:x-0.109:y-0.444:f0.00:tf12.14:p0.0000:tok-1;15:x0.018:y-0.420:f7.42:tf12.14:p0.0182:tok-1;30:x0.018:y-0.301:f6.48:tf12.14:p0.0177:tok-1;45:x0.018:y-0.124:f10.85:tf12.14:p0.0176:tok-1;60:x0.012:y0.011:f8.16:tf12.14:p0.0116:tok-1;75:x0.012:y0.115:f7.25:tf12.17:p0.0115:tok-1;90:x0.011:y0.239:f7.61:tf12.17:p0.0114:tok-1;105:x0.011:y0.380:f6.76:tf12.17:p0.0106:tok-1;119:x0.011:y0.432:f7.63:tf12.17:p0.0114:tok-1
gain_scheduled_impedance,stiffness_shift,0,5,,0,0.95833,5.26789,5.18916,0.43291,1.26751,0.01943,0.00870,0.15652,0.02609,3,120,3.45521,0.04370,1.00629,642.13811,0.20510,0,0:x-0.112:y-0.439:f0.00:tf12.14:p0.0000:tok-1;15:x0.018:y-0.413:f7.05:tf12.14:p0.0180:tok-1;30:x0.018:y-0.283:f6.83:tf12.14:p0.0184:tok-1;45:x0.019:y-0.111:f12.27:tf12.14:p0.0191:tok-1;60:x0.011:y0.012:f7.15:tf12.14:p0.0106:tok-1;75:x0.010:y0.125:f6.80:tf12.17:p0.0104:tok-1;90:x0.011:y0.260:f7.07:tf12.17:p0.0109:tok-1;105:x0.011:y0.395:f7.27:tf12.17:p0.0111:tok-1;119:x0.011:y0.436:f7.44:tf12.17:p0.0111:tok-1
adaptive_impedance_control,stiffness_shift,0,5,,0,0.95833,4.80881,4.51094,0.39518,1.80523,0.02643,0.00870,0.14783,0.02609,3,120,4.28087,-0.41316,0.99981,650.26867,0.20366,0,0:x-0.112:y-0.437:f0.00:tf12.14:p0.0000:tok-1;15:x0.018:y-0.414:f7.01:tf12.14:p0.0181:tok-1;30:x0.019:y-0.294:f7.09:tf12.14:p0.0193:tok-1;45:x0.019:y-0.121:f12.26:tf12.14:p0.0189:tok-1;60:x0.012:y0.009:f7.91:tf12.14:p0.0121:tok-1;75:x0.012:y0.117:f8.52:tf12.17:p0.0124:tok-1;90:x0.012:y0.247:f8.67:tf12.17:p0.0119:tok-1;105:x0.012:y0.385:f8.37:tf12.17:p0.0120:tok-1;119:x0.012:y0.430:f8.35:tf12.17:p0.0123:tok-1
admittance_switching_control,stiffness_shift,0,5,,0,0.95833,5.45704,5.25884,0.44845,2.43331,0.03329,0.00870,0.19130,0.01739,2,120,4.88458,-0.76970,0.97829,647.71193,0.21026,0,0:x-0.115:y-0.431:f0.84:tf12.14:p0.0000:tok-1;15:x0.018:y-0.418:f7.70:tf12.14:p0.0178:tok-1;30:x0.019:y-0.344:f6.75:tf12.14:p0.0186:tok-1;45:x0.018:y-0.192:f11.07:tf12.14:p0.0184:tok-1;60:x0.011:y-0.018:f6.85:tf12.14:p0.0109:tok-1;75:x0.011:y0.113:f6.86:tf12.17:p0.0107:tok-1;90:x0.010:y0.220:f7.05:tf12.17:p0.0103:tok-1;105:x0.011:y0.339:f7.04:tf12.17:p0.0110:tok-1;119:x0.011:y0.410:f7.10:tf12.17:p0.0106:tok-1
robust_mpc_impedance,stiffness_shift,0,5,,0,0.94167,5.28050,5.24813,0.43395,0.45068,0.01872,0.00000,0.19469,0.01770,2,120,2.33244,0.48988,0.96639,648.02345,0.20954,0,0:x-0.123:y-0.427:f0.00:tf12.14:p0.0000:tok-1;15:x0.017:y-0.418:f7.05:tf12.14:p0.0171:tok-1;30:x0.018:y-0.353:f6.39:tf12.14:p0.0181:tok-1;45:x0.019:y-0.210:f11.88:tf12.14:p0.0185:tok-1;60:x0.011:y-0.042:f7.99:tf12.14:p0.0111:tok-1;75:x0.011:y0.102:f7.94:tf12.17:p0.0107:tok-1;90:x0.011:y0.218:f7.15:tf12.17:p0.0107:tok-1;105:x0.011:y0.332:f7.01:tf12.17:p0.0105:tok-1;119:x0.011:y0.400:f7.53:tf12.17:p0.0108:tok-1
learned_gain_regressor,stiffness_shift,0,5,,0,0.95833,4.94496,4.86674,0.40637,1.24393,0.02019,0.00870,0.14783,0.02609,3,120,3.69041,-0.09620,1.00704,645.24648,0.20469,0,0:x-0.119:y-0.426:f0.00:tf12.14:p0.0000:tok-1;15:x0.019:y-0.407:f7.34:tf12.14:p0.0191:tok-1;30:x0.020:y-0.292:f7.87:tf12.14:p0.0197:tok-1;45:x0.020:y-0.117:f13.09:tf12.14:p0.0198:tok-1;60:x0.011:y0.012:f7.15:tf12.14:p0.0114:tok-1;75:x0.011:y0.122:f6.70:tf12.17:p0.0110:tok-1;90:x0.011:y0.255:f6.89:tf12.17:p0.0112:tok-1;105:x0.011:y0.393:f7.85:tf12.17:p0.0108:tok-1;119:x0.012:y0.436:f7.96:tf12.17:p0.0117:tok-1
impedance_token_policy,stiffness_shift,0,5,,0,0.95833,5.14375,5.09098,0.42271,0.84964,0.01937,0.00000,0.00000,0.00870,1,120,3.24904,0.29335,0.99683,639.74009,0.20798,46,0:x-0.105:y-0.431:f0.17:tf12.14:p0.0000:tok1;15:x0.018:y-0.414:f6.79:tf12.14:p0.0182:tok5;30:x0.018:y-0.301:f6.77:tf12.14:p0.0185:tok3;45:x0.019:y-0.151:f12.12:tf12.14:p0.0190:tok4;60:x0.011:y-0.019:f6.94:tf12.14:p0.0108:tok3;75:x0.010:y0.110:f6.53:tf12.17:p0.0101:tok3;90:x0.011:y0.240:f6.65:tf12.17:p0.0107:tok3;105:x0.011:y0.367:f6.83:tf12.17:p0.0115:tok2;119:x0.012:y0.427:f8.22:tf12.17:p0.0117:tok2
oracle_impedance,stiffness_shift,0,5,,0,0.95000,5.01572,4.98325,0.41219,1.10385,0.02160,0.00000,0.15789,0.02632,3,120,3.16812,0.18318,1.00675,645.02557,0.20286,0,0:x-0.123:y-0.430:f0.00:tf12.14:p0.0000:tok-1;15:x0.019:y-0.407:f8.12:tf12.14:p0.0192:tok-1;30:x0.019:y-0.274:f7.22:tf12.14:p0.0193:tok-1;45:x0.020:y-0.098:f12.87:tf12.14:p0.0196:tok-1;60:x0.011:y0.017:f6.54:tf12.14:p0.0107:tok-1;75:x0.011:y0.130:f7.61:tf12.17:p0.0115:tok-1;90:x0.011:y0.271:f7.28:tf12.17:p0.0114:tok-1;105:x0.011:y0.403:f6.62:tf12.17:p0.0110:tok-1;119:x0.011:y0.436:f7.66:tf12.17:p0.0113:tok-1
fixed_impedance,stiffness_shift,0,6,,0,0.95833,5.25964,4.90801,0.43864,2.26462,0.03321,0.00870,0.13913,0.02609,3,120,4.64035,0.14080,0.98331,675.49960,0.26402,0,0:x-0.104:y-0.432:f0.00:tf12.51:p0.0000:tok-1;15:x0.019:y-0.413:f7.60:tf12.51:p0.0189:tok-1;30:x0.019:y-0.308:f7.39:tf12.51:p0.0193:tok-1;45:x0.006:y-0.135:f4.80:tf12.51:p0.0063:tok-1;60:x0.011:y-0.012:f7.85:tf12.51:p0.0115:tok-1;75:x0.011:y0.086:f8.01:tf11.99:p0.0106:tok-1;90:x0.011:y0.222:f7.30:tf11.99:p0.0108:tok-1;105:x0.010:y0.366:f6.94:tf11.99:p0.0102:tok-1;119:x0.010:y0.415:f6.98:tf11.99:p0.0105:tok-1
gain_scheduled_impedance,stiffness_shift,0,6,,0,0.95833,5.34365,5.22005,0.44564,1.27852,0.02006,0.00870,0.12174,0.02609,3,120,3.79798,0.13686,0.99179,677.53443,0.26324,0,0:x-0.113:y-0.425:f0.00:tf12.51:p0.0000:tok-1;15:x0.019:y-0.406:f6.61:tf12.51:p0.0188:tok-1;30:x0.019:y-0.292:f7.17:tf12.51:p0.0192:tok-1;45:x0.008:y-0.119:f4.74:tf12.51:p0.0076:tok-1;60:x0.011:y-0.007:f6.80:tf12.51:p0.0107:tok-1;75:x0.010:y0.098:f6.32:tf11.99:p0.0104:tok-1;90:x0.010:y0.242:f6.42:tf11.99:p0.0101:tok-1;105:x0.010:y0.383:f6.99:tf11.99:p0.0101:tok-1;119:x0.010:y0.423:f6.29:tf11.99:p0.0100:tok-1
adaptive_impedance_control,stiffness_shift,0,6,,0,0.95833,4.85601,4.50619,0.40498,1.79259,0.02354,0.00870,0.12174,0.02609,3,120,4.87431,-0.29263,0.97671,688.23698,0.26146,0,0:x-0.128:y-0.431:f0.00:tf12.51:p0.0000:tok-1;15:x0.019:y-0.410:f7.05:tf12.51:p0.0186:tok-1;30:x0.020:y-0.298:f6.94:tf12.51:p0.0202:tok-1;45:x0.008:y-0.129:f6.32:tf12.51:p0.0085:tok-1;60:x0.011:y-0.015:f7.82:tf12.51:p0.0113:tok-1;75:x0.011:y0.086:f7.07:tf11.99:p0.0109:tok-1;90:x0.011:y0.226:f6.94:tf11.99:p0.0112:tok-1;105:x0.012:y0.367:f8.58:tf11.99:p0.0119:tok-1;119:x0.011:y0.410:f8.63:tf11.99:p0.0112:tok-1
admittance_switching_control,stiffness_shift,0,6,,0,0.95000,5.38460,5.30868,0.44906,1.44511,0.01982,0.00877,0.10526,0.00877,1,120,4.85694,-0.12816,0.95589,690.47029,0.26872,0,0:x-0.112:y-0.425:f0.00:tf12.51:p0.0000:tok-1;15:x0.018:y-0.415:f7.97:tf12.51:p0.0179:tok-1;30:x0.020:y-0.346:f7.22:tf12.51:p0.0197:tok-1;45:x0.008:y-0.199:f5.93:tf12.51:p0.0085:tok-1;60:x0.011:y-0.047:f6.51:tf12.51:p0.0108:tok-1;75:x0.010:y0.072:f6.39:tf11.99:p0.0098:tok-1;90:x0.009:y0.192:f6.80:tf11.99:p0.0095:tok-1;105:x0.010:y0.323:f6.92:tf11.99:p0.0101:tok-1;119:x0.010:y0.391:f7.37:tf11.99:p0.0099:tok-1
robust_mpc_impedance,stiffness_shift,0,6,,0,0.95000,5.33284,5.26551,0.44474,0.27456,0.01939,0.00000,0.02632,0.01754,2,120,2.44144,0.81678,0.94501,677.87880,0.26898,0,0:x-0.108:y-0.438:f0.00:tf12.51:p0.0000:tok-1;15:x0.018:y-0.427:f7.62:tf12.51:p0.0177:tok-1;30:x0.019:y-0.357:f7.08:tf12.51:p0.0191:tok-1;45:x0.009:y-0.213:f6.79:tf12.51:p0.0095:tok-1;60:x0.010:y-0.068:f6.84:tf12.51:p0.0103:tok-1;75:x0.010:y0.060:f6.65:tf11.99:p0.0102:tok-1;90:x0.010:y0.184:f7.13:tf11.99:p0.0102:tok-1;105:x0.010:y0.311:f6.71:tf11.99:p0.0100:tok-1;119:x0.010:y0.381:f6.32:tf11.99:p0.0097:tok-1
learned_gain_regressor,stiffness_shift,0,6,,0,0.95833,5.01519,4.91504,0.41825,1.29967,0.02218,0.00870,0.12174,0.02609,3,120,3.93678,-0.03020,0.98355,662.79129,0.26213,0,0:x-0.111:y-0.423:f0.00:tf12.51:p0.0000:tok-1;15:x0.019:y-0.405:f7.26:tf12.51:p0.0194:tok-1;30:x0.021:y-0.296:f7.59:tf12.51:p0.0208:tok-1;45:x0.010:y-0.124:f6.99:tf12.51:p0.0098:tok-1;60:x0.011:y-0.011:f7.36:tf12.51:p0.0110:tok-1;75:x0.010:y0.096:f7.46:tf11.99:p0.0103:tok-1;90:x0.010:y0.241:f6.65:tf11.99:p0.0105:tok-1;105:x0.011:y0.377:f7.23:tf11.99:p0.0107:tok-1;119:x0.011:y0.416:f7.25:tf11.99:p0.0108:tok-1
impedance_token_policy,stiffness_shift,0,6,,0,0.95833,5.14649,5.02440,0.42920,0.79895,0.02016,0.00000,0.00000,0.01739,2,120,3.66168,0.50925,0.97633,677.13929,0.26510,68,0:x-0.112:y-0.431:f0.00:tf12.51:p0.0000:tok1;15:x0.019:y-0.414:f7.05:tf12.51:p0.0189:tok5;30:x0.020:y-0.303:f7.43:tf12.51:p0.0196:tok3;45:x0.009:y-0.157:f6.62:tf12.51:p0.0090:tok3;60:x0.011:y-0.030:f7.09:tf12.51:p0.0108:tok5;75:x0.010:y0.097:f7.58:tf11.99:p0.0105:tok3;90:x0.010:y0.225:f6.12:tf11.99:p0.0102:tok5;105:x0.010:y0.351:f7.66:tf11.99:p0.0105:tok2;119:x0.011:y0.409:f7.97:tf11.99:p0.0109:tok5
oracle_impedance,stiffness_shift,0,6,,0,0.95833,5.05549,5.03596,0.42161,0.72148,0.02109,0.00000,0.19130,0.01739,2,120,3.16956,0.73759,0.98837,673.21113,0.26059,0,0:x-0.120:y-0.427:f0.31:tf12.51:p0.0000:tok-1;15:x0.020:y-0.408:f7.03:tf12.51:p0.0197:tok-1;30:x0.021:y-0.277:f7.72:tf12.51:p0.0208:tok-1;45:x0.010:y-0.104:f6.53:tf12.51:p0.0098:tok-1;60:x0.011:y-0.006:f6.49:tf12.51:p0.0105:tok-1;75:x0.010:y0.104:f7.45:tf11.99:p0.0103:tok-1;90:x0.011:y0.258:f6.89:tf11.99:p0.0105:tok-1;105:x0.010:y0.389:f6.43:tf11.99:p0.0105:tok-1;119:x0.011:y0.420:f7.45:tf11.99:p0.0105:tok-1
fixed_impedance,stiffness_shift,0,7,,0,0.95833,4.99057,4.68222,0.44316,1.81056,0.02583,0.00870,0.17391,0.01739,2,120,3.74601,0.41091,1.00343,551.68783,0.21768,0,0:x-0.110:y-0.417:f0.00:tf11.94:p0.0000:tok-1;15:x0.020:y-0.403:f6.51:tf11.94:p0.0201:tok-1;30:x0.021:y-0.313:f7.22:tf11.94:p0.0207:tok-1;45:x0.021:y-0.140:f6.66:tf11.94:p0.0211:tok-1;60:x0.012:y0.012:f5.93:tf11.26:p0.0117:tok-1;75:x0.012:y0.125:f6.22:tf11.26:p0.0119:tok-1;90:x0.012:y0.243:f6.24:tf11.26:p0.0119:tok-1;105:x0.012:y0.378:f6.62:tf11.26:p0.0120:tok-1;119:x0.012:y0.433:f7.32:tf11.26:p0.0122:tok-1
gain_scheduled_impedance,stiffness_shift,0,7,,0,0.95833,4.91481,4.79220,0.43643,0.89594,0.02191,0.00000,0.14783,0.02609,3,120,3.25338,0.38067,1.00828,562.91833,0.21586,0,0:x-0.122:y-0.428:f0.00:tf11.94:p0.0000:tok-1;15:x0.020:y-0.408:f7.27:tf11.94:p0.0201:tok-1;30:x0.022:y-0.294:f6.95:tf11.94:p0.0217:tok-1;45:x0.022:y-0.121:f7.49:tf11.94:p0.0219:tok-1;60:x0.012:y0.012:f6.97:tf11.26:p0.0120:tok-1;75:x0.011:y0.128:f6.31:tf11.26:p0.0112:tok-1;90:x0.012:y0.260:f6.40:tf11.26:p0.0116:tok-1;105:x0.012:y0.394:f6.52:tf11.26:p0.0118:tok-1;119:x0.011:y0.437:f6.64:tf11.26:p0.0115:tok-1
adaptive_impedance_control,stiffness_shift,0,7,,0,0.95833,4.53689,4.18286,0.40287,1.56092,0.02805,0.00870,0.14783,0.03478,4,120,3.96944,-0.10361,1.00062,556.60361,0.21421,0,0:x-0.108:y-0.433:f0.10:tf11.94:p0.0000:tok-1;15:x0.021:y-0.413:f7.21:tf11.94:p0.0208:tok-1;30:x0.022:y-0.302:f7.80:tf11.94:p0.0221:tok-1;45:x0.023:y-0.131:f7.37:tf11.94:p0.0227:tok-1;60:x0.013:y0.006:f7.73:tf11.26:p0.0132:tok-1;75:x0.013:y0.122:f6.92:tf11.26:p0.0127:tok-1;90:x0.013:y0.249:f6.98:tf11.26:p0.0127:tok-1;105:x0.013:y0.383:f6.82:tf11.26:p0.0128:tok-1;119:x0.013:y0.431:f6.89:tf11.26:p0.0130:tok-1
admittance_switching_control,stiffness_shift,0,7,,0,0.95833,5.12955,4.87921,0.45550,2.10228,0.03253,0.00870,0.21739,0.01739,2,120,4.83717,-0.60228,0.97873,559.16006,0.22055,0,0:x-0.120:y-0.430:f0.00:tf11.94:p0.0000:tok-1;15:x0.020:y-0.418:f6.09:tf11.94:p0.0201:tok-1;30:x0.021:y-0.351:f6.68:tf11.94:p0.0212:tok-1;45:x0.021:y-0.204:f7.41:tf11.94:p0.0211:tok-1;60:x0.011:y-0.025:f6.00:tf11.26:p0.0114:tok-1;75:x0.011:y0.120:f6.00:tf11.26:p0.0115:tok-1;90:x0.012:y0.226:f5.78:tf11.26:p0.0117:tok-1;105:x0.012:y0.341:f6.19:tf11.26:p0.0118:tok-1;119:x0.012:y0.410:f6.65:tf11.26:p0.0117:tok-1
robust_mpc_impedance,stiffness_shift,0,7,,0,0.95000,4.95608,4.85476,0.44010,0.00000,0.02126,0.00000,0.21053,0.00000,0,120,2.08717,0.81656,0.96966,557.78936,0.22019,0,0:x-0.111:y-0.440:f0.10:tf11.94:p0.0000:tok-1;15:x0.019:y-0.430:f6.68:tf11.94:p0.0191:tok-1;30:x0.021:y-0.361:f6.40:tf11.94:p0.0207:tok-1;45:x0.021:y-0.215:f7.05:tf11.94:p0.0213:tok-1;60:x0.012:y-0.048:f6.69:tf11.26:p0.0118:tok-1;75:x0.012:y0.102:f6.54:tf11.26:p0.0115:tok-1;90:x0.011:y0.222:f5.78:tf11.26:p0.0109:tok-1;105:x0.011:y0.337:f6.57:tf11.26:p0.0115:tok-1;119:x0.011:y0.403:f6.12:tf11.26:p0.0114:tok-1
learned_gain_regressor,stiffness_shift,0,7,,0,0.95833,4.57618,4.40341,0.40636,0.96192,0.02284,0.00000,0.15652,0.02609,3,120,3.42223,0.24302,1.00368,550.57937,0.21437,0,0:x-0.120:y-0.436:f0.00:tf11.94:p0.0000:tok-1;15:x0.022:y-0.414:f7.54:tf11.94:p0.0216:tok-1;30:x0.023:y-0.296:f7.33:tf11.94:p0.0228:tok-1;45:x0.023:y-0.122:f8.00:tf11.94:p0.0225:tok-1;60:x0.012:y0.008:f7.07:tf11.26:p0.0121:tok-1;75:x0.012:y0.124:f7.52:tf11.26:p0.0124:tok-1;90:x0.012:y0.258:f6.74:tf11.26:p0.0123:tok-1;105:x0.012:y0.391:f7.00:tf11.26:p0.0125:tok-1;119:x0.012:y0.433:f7.17:tf11.26:p0.0124:tok-1
impedance_token_policy,stiffness_shift,0,7,,0,0.95833,4.77495,4.68643,0.42401,0.54137,0.02195,0.00000,0.00000,0.01739,2,120,3.01733,0.60392,0.99836,551.65617,0.21860,45,0:x-0.109:y-0.447:f0.62:tf11.94:p0.0000:tok1;15:x0.021:y-0.425:f7.09:tf11.94:p0.0208:tok2;30:x0.021:y-0.304:f7.33:tf11.94:p0.0210:tok3;45:x0.021:y-0.156:f7.19:tf11.94:p0.0209:tok3;60:x0.012:y-0.026:f6.85:tf11.26:p0.0119:tok3;75:x0.012:y0.107:f6.84:tf11.26:p0.0118:tok3;90:x0.011:y0.242:f6.82:tf11.26:p0.0113:tok3;105:x0.012:y0.370:f6.59:tf11.26:p0.0124:tok5;119:x0.013:y0.428:f7.55:tf11.26:p0.0126:tok2
