method,split,seed,episode,stress_level,success,contact_ratio,mean_abs_force_error,post_shift_force_error,normalized_force_error,peak_overshoot,max_penetration,safety_violation_rate,slip_rate,chatter_rate,chatter_crossings,settling_latency,energy,work,final_progress,final_k_est,final_mu_est,token_switches,trajectory_samples
fixed_impedance,nominal_surface_tracking,0,2,,0,0.95833,5.27158,5.04355,0.45010,2.02204,0.03000,0.00870,0.17391,0.01739,2,120,3.96123,0.31523,1.00339,390.69598,0.21582,0,0:x-0.106:y-0.438:f0.04:tf12.22:p0.0000:tok-1;15:x0.016:y-0.419:f6.77:tf12.22:p0.0162:tok-1;30:x0.016:y-0.314:f7.17:tf12.22:p0.0162:tok-1;45:x0.016:y-0.139:f7.50:tf12.22:p0.0163:tok-1;60:x0.018:y0.010:f7.64:tf12.22:p0.0176:tok-1;75:x0.017:y0.123:f6.59:tf11.71:p0.0173:tok-1;90:x0.017:y0.243:f6.04:tf11.71:p0.0170:tok-1;105:x0.017:y0.379:f6.13:tf11.71:p0.0173:tok-1;119:x0.018:y0.433:f6.98:tf11.71:p0.0175:tok-1
gain_scheduled_impedance,nominal_surface_tracking,0,2,,0,0.95833,5.06732,4.85414,0.43266,0.95540,0.01870,0.00000,0.16522,0.01739,2,120,3.20234,0.46329,1.00721,394.67703,0.21351,0,0:x-0.122:y-0.424:f0.18:tf12.22:p0.0000:tok-1;15:x0.016:y-0.407:f6.58:tf12.22:p0.0159:tok-1;30:x0.017:y-0.300:f7.93:tf12.22:p0.0167:tok-1;45:x0.016:y-0.124:f6.90:tf12.22:p0.0164:tok-1;60:x0.018:y0.017:f6.83:tf12.22:p0.0182:tok-1;75:x0.018:y0.126:f6.99:tf11.71:p0.0180:tok-1;90:x0.018:y0.253:f6.43:tf11.71:p0.0175:tok-1;105:x0.018:y0.391:f7.09:tf11.71:p0.0177:tok-1;119:x0.017:y0.436:f7.13:tf11.71:p0.0174:tok-1
adaptive_impedance_control,nominal_surface_tracking,0,2,,0,0.95833,4.74560,4.36841,0.40519,1.66368,0.02580,0.00870,0.16522,0.01739,2,120,4.10617,-0.12871,0.99968,396.62634,0.21241,0,0:x-0.117:y-0.422:f0.00:tf12.22:p0.0000:tok-1;15:x0.017:y-0.407:f7.70:tf12.22:p0.0166:tok-1;30:x0.016:y-0.310:f8.08:tf12.22:p0.0165:tok-1;45:x0.017:y-0.137:f7.23:tf12.22:p0.0167:tok-1;60:x0.019:y0.011:f7.56:tf12.22:p0.0192:tok-1;75:x0.019:y0.122:f7.68:tf11.71:p0.0187:tok-1;90:x0.019:y0.243:f7.78:tf11.71:p0.0189:tok-1;105:x0.019:y0.380:f7.72:tf11.71:p0.0192:tok-1;119:x0.019:y0.430:f7.54:tf11.71:p0.0190:tok-1
admittance_switching_control,nominal_surface_tracking,0,2,,0,0.95833,5.33738,4.99439,0.45572,2.31041,0.03490,0.00870,0.20870,0.01739,2,120,5.20956,-0.98034,0.97375,397.09056,0.21761,0,0:x-0.116:y-0.440:f0.07:tf12.22:p0.0000:tok-1;15:x0.016:y-0.425:f7.01:tf12.22:p0.0155:tok-1;30:x0.016:y-0.354:f6.87:tf12.22:p0.0160:tok-1;45:x0.016:y-0.203:f7.29:tf12.22:p0.0160:tok-1;60:x0.018:y-0.028:f7.08:tf12.22:p0.0180:tok-1;75:x0.018:y0.111:f7.04:tf11.71:p0.0175:tok-1;90:x0.017:y0.220:f6.36:tf11.71:p0.0169:tok-1;105:x0.017:y0.337:f6.97:tf11.71:p0.0172:tok-1;119:x0.017:y0.406:f6.66:tf11.71:p0.0170:tok-1
robust_mpc_impedance,nominal_surface_tracking,0,2,,0,0.94167,5.15926,5.04120,0.44051,0.34878,0.01819,0.00000,0.21239,0.01770,2,120,2.16697,0.71053,0.96309,394.80124,0.21732,0,0:x-0.121:y-0.437:f0.32:tf12.22:p0.0000:tok-1;15:x0.015:y-0.427:f6.44:tf12.22:p0.0153:tok-1;30:x0.016:y-0.364:f7.45:tf12.22:p0.0162:tok-1;45:x0.016:y-0.222:f7.05:tf12.22:p0.0159:tok-1;60:x0.018:y-0.046:f6.44:tf12.22:p0.0177:tok-1;75:x0.017:y0.103:f6.99:tf11.71:p0.0171:tok-1;90:x0.017:y0.218:f6.40:tf11.71:p0.0169:tok-1;105:x0.017:y0.330:f7.16:tf11.71:p0.0172:tok-1;119:x0.017:y0.397:f6.74:tf11.71:p0.0170:tok-1
learned_gain_regressor,nominal_surface_tracking,0,2,,0,0.95833,4.70923,4.52320,0.40209,1.05340,0.01946,0.00000,0.16522,0.01739,2,120,3.31751,0.25240,1.00314,391.20017,0.21234,0,0:x-0.114:y-0.427:f0.00:tf12.22:p0.0000:tok-1;15:x0.017:y-0.410:f7.46:tf12.22:p0.0166:tok-1;30:x0.017:y-0.303:f6.96:tf12.22:p0.0173:tok-1;45:x0.017:y-0.128:f7.59:tf12.22:p0.0172:tok-1;60:x0.019:y0.013:f7.79:tf12.22:p0.0188:tok-1;75:x0.018:y0.124:f7.17:tf11.71:p0.0183:tok-1;90:x0.018:y0.251:f7.04:tf11.71:p0.0183:tok-1;105:x0.019:y0.388:f7.24:tf11.71:p0.0187:tok-1;119:x0.019:y0.433:f7.36:tf11.71:p0.0187:tok-1
impedance_token_policy,nominal_surface_tracking,0,2,,0,0.95833,4.92399,4.78028,0.42042,0.54050,0.01892,0.00000,0.00000,0.01739,2,120,2.94955,0.68217,0.99454,395.99463,0.21535,41,0:x-0.114:y-0.433:f0.00:tf12.22:p0.0000:tok1;15:x0.017:y-0.416:f7.18:tf12.22:p0.0168:tok5;30:x0.016:y-0.311:f7.23:tf12.22:p0.0160:tok3;45:x0.016:y-0.163:f7.26:tf12.22:p0.0163:tok3;60:x0.018:y-0.022:f7.77:tf12.22:p0.0179:tok3;75:x0.018:y0.109:f6.58:tf11.71:p0.0178:tok3;90:x0.017:y0.238:f7.03:tf11.71:p0.0174:tok3;105:x0.018:y0.366:f7.53:tf11.71:p0.0179:tok2;119:x0.018:y0.425:f7.37:tf11.71:p0.0184:tok5
oracle_impedance,nominal_surface_tracking,0,2,,0,0.95833,4.77050,4.63747,0.40732,0.41782,0.01923,0.00000,0.15652,0.01739,2,120,2.44969,0.87541,1.00588,393.52610,0.21065,0,0:x-0.108:y-0.438:f0.26:tf12.22:p0.0000:tok-1;15:x0.017:y-0.414:f7.30:tf12.22:p0.0167:tok-1;30:x0.017:y-0.281:f7.57:tf12.22:p0.0169:tok-1;45:x0.017:y-0.106:f7.75:tf12.22:p0.0170:tok-1;60:x0.019:y0.016:f7.21:tf12.22:p0.0187:tok-1;75:x0.018:y0.129:f7.11:tf11.71:p0.0176:tok-1;90:x0.018:y0.270:f8.08:tf11.71:p0.0183:tok-1;105:x0.018:y0.402:f7.49:tf11.71:p0.0181:tok-1;119:x0.018:y0.435:f7.40:tf11.71:p0.0182:tok-1
fixed_impedance,nominal_surface_tracking,0,3,,0,0.95833,5.30768,4.94809,0.45621,2.03822,0.02840,0.00870,0.16522,0.01739,2,120,4.09974,0.15645,1.00908,410.55463,0.20304,0,0:x-0.114:y-0.427:f0.00:tf12.58:p0.0000:tok-1;15:x0.016:y-0.409:f7.09:tf12.58:p0.0163:tok-1;30:x0.016:y-0.304:f7.16:tf12.58:p0.0164:tok-1;45:x0.016:y-0.128:f6.51:tf12.58:p0.0158:tok-1;60:x0.016:y0.015:f6.35:tf11.63:p0.0157:tok-1;75:x0.016:y0.124:f6.54:tf11.63:p0.0165:tok-1;90:x0.016:y0.247:f6.79:tf11.63:p0.0164:tok-1;105:x0.016:y0.385:f6.80:tf11.63:p0.0160:tok-1;119:x0.016:y0.438:f6.28:tf11.63:p0.0160:tok-1
gain_scheduled_impedance,nominal_surface_tracking,0,3,,0,0.95833,5.15276,4.82781,0.44289,1.22865,0.02045,0.00870,0.15652,0.01739,2,120,3.21842,0.06157,1.01154,407.99386,0.20069,0,0:x-0.105:y-0.420:f0.65:tf12.58:p0.0000:tok-1;15:x0.016:y-0.402:f7.54:tf12.58:p0.0162:tok-1;30:x0.016:y-0.287:f7.56:tf12.58:p0.0159:tok-1;45:x0.016:y-0.110:f7.16:tf12.58:p0.0160:tok-1;60:x0.017:y0.021:f6.82:tf11.63:p0.0166:tok-1;75:x0.017:y0.127:f6.42:tf11.63:p0.0166:tok-1;90:x0.017:y0.259:f7.32:tf11.63:p0.0167:tok-1;105:x0.017:y0.398:f6.93:tf11.63:p0.0167:tok-1;119:x0.017:y0.440:f6.96:tf11.63:p0.0170:tok-1
adaptive_impedance_control,nominal_surface_tracking,0,3,,0,0.96667,4.66837,4.30398,0.40126,0.81412,0.01913,0.00000,0.15517,0.00862,1,120,3.04574,0.66835,1.00395,410.21365,0.19903,0,0:x-0.107:y-0.442:f0.00:tf12.58:p0.0000:tok-1;15:x0.017:y-0.418:f7.51:tf12.58:p0.0165:tok-1;30:x0.017:y-0.289:f7.53:tf12.58:p0.0167:tok-1;45:x0.017:y-0.113:f8.09:tf12.58:p0.0170:tok-1;60:x0.017:y0.011:f6.49:tf11.63:p0.0174:tok-1;75:x0.018:y0.118:f7.71:tf11.63:p0.0179:tok-1;90:x0.017:y0.252:f6.70:tf11.63:p0.0173:tok-1;105:x0.018:y0.390:f7.38:tf11.63:p0.0182:tok-1;119:x0.019:y0.433:f7.38:tf11.63:p0.0186:tok-1
admittance_switching_control,nominal_surface_tracking,0,3,,0,0.96667,5.22301,4.97282,0.44893,1.07841,0.01773,0.00000,0.18103,0.00862,1,120,3.30203,0.82707,0.98161,405.81891,0.20559,0,0:x-0.116:y-0.434:f0.00:tf12.58:p0.0000:tok-1;15:x0.016:y-0.420:f7.53:tf12.58:p0.0159:tok-1;30:x0.016:y-0.343:f7.31:tf12.58:p0.0165:tok-1;45:x0.016:y-0.185:f6.79:tf12.58:p0.0160:tok-1;60:x0.016:y-0.018:f6.48:tf11.63:p0.0163:tok-1;75:x0.016:y0.113:f6.19:tf11.63:p0.0162:tok-1;90:x0.017:y0.224:f6.35:tf11.63:p0.0165:tok-1;105:x0.017:y0.343:f6.62:tf11.63:p0.0166:tok-1;119:x0.017:y0.413:f7.01:tf11.63:p0.0168:tok-1
robust_mpc_impedance,nominal_surface_tracking,0,3,,0,0.94167,5.20465,4.99412,0.44735,0.34917,0.01725,0.00000,0.18584,0.01770,2,120,2.09436,0.57966,0.97387,410.36023,0.20583,0,0:x-0.124:y-0.441:f0.13:tf12.58:p0.0000:tok-1;15:x0.015:y-0.429:f7.18:tf12.58:p0.0155:tok-1;30:x0.016:y-0.352:f7.53:tf12.58:p0.0158:tok-1;45:x0.016:y-0.198:f7.68:tf12.58:p0.0163:tok-1;60:x0.017:y-0.031:f6.93:tf11.63:p0.0167:tok-1;75:x0.016:y0.105:f6.81:tf11.63:p0.0162:tok-1;90:x0.016:y0.219:f6.60:tf11.63:p0.0161:tok-1;105:x0.016:y0.335:f6.18:tf11.63:p0.0159:tok-1;119:x0.016:y0.406:f6.75:tf11.63:p0.0163:tok-1
learned_gain_regressor,nominal_surface_tracking,0,3,,0,0.95833,4.75532,4.48657,0.40873,1.14980,0.02282,0.00000,0.15652,0.01739,2,120,3.38659,-0.00819,1.00705,409.43160,0.19919,0,0:x-0.110:y-0.437:f0.33:tf12.58:p0.0000:tok-1;15:x0.017:y-0.413:f7.91:tf12.58:p0.0165:tok-1;30:x0.017:y-0.284:f8.05:tf12.58:p0.0168:tok-1;45:x0.017:y-0.108:f7.18:tf12.58:p0.0170:tok-1;60:x0.018:y0.014:f7.12:tf11.63:p0.0177:tok-1;75:x0.018:y0.122:f7.39:tf11.63:p0.0177:tok-1;90:x0.017:y0.259:f6.92:tf11.63:p0.0174:tok-1;105:x0.018:y0.396:f7.06:tf11.63:p0.0175:tok-1;119:x0.018:y0.436:f7.09:tf11.63:p0.0177:tok-1
impedance_token_policy,nominal_surface_tracking,0,3,,0,0.95833,4.96888,4.73280,0.42709,0.52193,0.01794,0.00000,0.00000,0.01739,2,120,2.95231,0.46966,1.00146,410.72283,0.20243,56,0:x-0.115:y-0.412:f0.00:tf12.58:p0.0000:tok1;15:x0.017:y-0.399:f7.64:tf12.58:p0.0168:tok5;30:x0.016:y-0.300:f7.37:tf12.58:p0.0159:tok3;45:x0.016:y-0.149:f7.30:tf12.58:p0.0162:tok3;60:x0.018:y-0.011:f7.34:tf11.63:p0.0175:tok3;75:x0.017:y0.118:f6.90:tf11.63:p0.0169:tok3;90:x0.017:y0.246:f7.06:tf11.63:p0.0168:tok3;105:x0.017:y0.374:f7.28:tf11.63:p0.0173:tok2;119:x0.018:y0.431:f7.00:tf11.63:p0.0176:tok5
oracle_impedance,nominal_surface_tracking,0,3,,0,0.95833,4.81364,4.60842,0.41374,0.38341,0.01866,0.00000,0.16522,0.01739,2,120,2.36085,0.70027,1.00938,412.54800,0.19791,0,0:x-0.112:y-0.429:f0.17:tf12.58:p0.0000:tok-1;15:x0.016:y-0.408:f7.34:tf12.58:p0.0165:tok-1;30:x0.017:y-0.269:f7.77:tf12.58:p0.0167:tok-1;45:x0.017:y-0.093:f7.77:tf12.58:p0.0165:tok-1;60:x0.017:y0.018:f7.23:tf11.63:p0.0173:tok-1;75:x0.017:y0.130:f6.68:tf11.63:p0.0171:tok-1;90:x0.017:y0.276:f6.83:tf11.63:p0.0171:tok-1;105:x0.017:y0.407:f7.62:tf11.63:p0.0171:tok-1;119:x0.017:y0.438:f7.04:tf11.63:p0.0172:tok-1
fixed_impedance,nominal_surface_tracking,0,4,,0,0.95833,5.31641,5.14367,0.43499,2.12258,0.02109,0.00870,0.16522,0.01739,2,120,3.90582,0.32217,1.00256,416.39292,0.21640,0,0:x-0.120:y-0.411:f0.00:tf11.98:p0.0000:tok-1;15:x0.015:y-0.399:f6.52:tf11.98:p0.0155:tok-1;30:x0.015:y-0.306:f6.91:tf11.98:p0.0154:tok-1;45:x0.016:y-0.132:f7.47:tf11.98:p0.0162:tok-1;60:x0.017:y0.015:f6.86:tf11.98:p0.0167:tok-1;75:x0.017:y0.118:f7.58:tf12.22:p0.0169:tok-1;90:x0.017:y0.236:f7.38:tf12.22:p0.0172:tok-1;105:x0.017:y0.376:f7.54:tf12.22:p0.0173:tok-1;119:x0.017:y0.432:f7.36:tf12.22:p0.0171:tok-1
